time,est_amp,est_freq,est_phase
1551457496.932713, 2.327744, 0.045197, 0.027886
1551457497.016414, 4.601782, 0.050939, 0.184052
1551457497.103911, 13.243148, 0.047801, 2.750619
1551457497.198875, 22.999438, 0.024812, 3.141593
1551457497.268570, 28.279057, 0.017793, 3.141593
1551457497.329261, 33.209054, 0.018970, 3.141593
1551457497.452314, 43.048477, 0.015160, 5.064766
1551457497.516607, 50.955900, 0.017016, 5.394692
1551457497.612845, 52.388165, 0.016478, 6.210875
1551457497.708478, 51.004798, 0.013312, 7.603882
1551457497.787830, 45.008975, 0.011615, 8.435530
1551457497.911379, 23.053840, 0.018787, 8.488035
1551457498.010051, 69.148895, 0.021065, 9.202870
1551457498.251725, 116.371187, 0.021102, 9.768959
1551457498.339513, 136.010257, 0.018662, 11.522761
1551457498.382257, 161.714551, 0.021093, 11.842207
1551457498.513666, 183.008047, 0.020690, 12.932924
1551457498.537809, 242.435707, 0.016415, 14.900336
1551457498.577930, 266.459759, 0.017658, 15.392942
1551457498.667377, 257.605664, 0.016565, 16.458647
1551457498.780428, 270.375213, 0.016054, 17.383429
1551457498.851752, 266.045524, 0.015335, 18.322324
1551457498.933135, 266.800546, 0.015987, 19.054285
1551457499.031931, 270.090407, 0.016689, 19.718402
1551457499.141912, 244.944972, 0.017763, 20.378430
1551457499.202924, 262.981933, 0.020253, 20.934536
1551457499.293207, 292.951663, 0.021630, 21.638544
1551457499.388927, 297.293218, 0.023860, 22.329610
1551457499.468273, 286.436069, 0.024715, 23.340235
1551457499.550875, 275.141421, 0.025156, 24.516114
1551457499.640362, 286.046793, 0.026019, 25.596455
1551457499.723151, 279.557260, 0.026961, 26.756274
1551457499.800936, 293.278879, 0.027784, 27.962813
1551457499.922807, 276.903135, 0.029020, 29.137590
1551457499.986459, 279.570280, 0.029616, 30.506025
1551457500.171908, 293.341903, 0.030112, 31.843849
1551457500.191815, 290.388706, 0.030494, 33.260105
1551457500.262393, 292.834605, 0.030376, 34.794747
1551457500.338316, 282.438339, 0.029059, 36.509012
1551457500.442871, 275.722946, 0.028232, 38.134287
1551457500.546830, 285.425192, 0.028246, 39.585294
1551457500.634700, 274.508409, 0.028249, 41.004908
1551457500.720266, 258.624183, 0.028948, 42.329844
1551457500.801444, 244.409066, 0.028758, 43.823985
1551457500.919165, 236.509322, 0.030038, 44.994355
1551457500.997895, 214.538842, 0.029907, 46.490005
1551457501.076934, 207.088194, 0.030849, 47.882535
1551457501.173753, 200.346132, 0.030723, 49.451989
1551457501.255313, 197.774378, 0.030975, 50.941416
1551457501.375161, 187.002740, 0.031319, 52.414021
1551457501.443742, 186.198407, 0.031620, 53.926018
