time, phase
1552484322.565127, 0
1552484322.601373, 1
1552484322.638211, 2
1552484322.708708, 3
1552484322.775974, 0
1552484322.929293, 1
1552484324.365441, 2
1552484324.587069, 3
1552484324.892068, 0
1552484325.121249, 1
1552484325.408322, 2
1552484325.595875, 3
1552484325.941704, 0
1552484326.172034, 1
1552484326.481120, 2
1552484326.725649, 3
1552484326.966595, 0
1552484327.191184, 1
1552484327.424134, 2
1552484327.678922, 3
1552484327.937380, 0
1552484328.157995, 1
1552484328.398417, 2
1552484328.538135, 3
1552484328.884911, 0
1552484329.100067, 1
1552484329.416175, 2
1552484329.651458, 3
1552484329.903025, 0
1552484330.095896, 1
1552484330.323280, 2
1552484330.504065, 3
1552484330.867890, 0
1552484331.013833, 1
1552484331.260054, 2
1552484331.467387, 3
1552484331.791320, 0
1552484331.968916, 1
1552484332.315485, 2
1552484332.515852, 3
1552484332.889499, 0
1552484333.065312, 1
1552484333.445669, 2
1552484333.605687, 3
1552484333.967116, 0
1552484334.170030, 1
1552484334.538120, 2
1552484334.760313, 3
1552484335.112380, 0
1552484335.286774, 1
1552484335.547297, 2
1552484335.746268, 3
1552484336.223845, 0
1552484336.430440, 1
1552484336.609089, 2
1552484336.748900, 3
1552484337.052459, 0
1552484337.230461, 1
1552484337.594368, 2
1552484337.782730, 3
1552484338.200215, 0
1552484338.377963, 1
1552484338.710742, 2
1552484339.055328, 3
1552484339.226204, 0
1552484339.412154, 1
1552484339.674519, 2
1552484339.965224, 3
1552484340.221079, 0
1552484340.367906, 1
1552484340.627990, 2
1552484340.852212, 3
1552484341.225789, 0
1552484341.374119, 1
1552484341.578685, 2
1552484341.722219, 3
1552484342.102928, 0
1552484342.319133, 1
1552484342.512429, 2
1552484342.685661, 3
1552484343.016069, 0
1552484343.192590, 1
1552484343.346105, 2
1552484343.559583, 3
1552484343.884333, 0
1552484344.077577, 1
1552484344.370895, 2
1552484344.614311, 3
1552484344.901122, 0
1552484345.124470, 1
1552484345.362433, 2
1552484345.555009, 3
1552484346.051305, 0
1552484346.213352, 1
1552484346.600364, 2
1552484346.786530, 3
1552484347.253868, 0
1552484347.400456, 1
1552484347.861268, 2
1552484348.137522, 3
1552484348.705707, 0
1552484348.901213, 1
1552484349.503697, 2
1552484349.742392, 3
