time,phase_from_reg,phase_for_plbck,plbck_pos
1551530485.580443, 0.049116, 0.000000, 0.000000
1551530485.646862, 1.010368, 0.000000, 0.000000
1551530485.725928, 3.739633, 0.000000, 0.000000
1551530485.924726, 0.000000, 0.000000, 0.000000
1551530485.958173, 1.570796, 1.570796, 1.570796
1551530486.010532, 2.602062, 2.602062, 2.602062
1551530486.055359, 3.061840, 3.061840, 3.061840
1551530486.147495, 3.149079, 3.149079, 3.149079
1551530486.236197, 3.782193, 3.782193, 3.782193
1551530486.396447, 3.942853, 3.942853, 3.942853
1551530486.412573, 4.291736, 4.291736, 4.291736
1551530486.530014, 5.602622, 5.602622, 5.602622
1551530486.606915, 7.088658, 7.088658, 7.088658
1551530486.744495, 8.182931, 8.182931, 8.182931
1551530486.892017, 9.257066, 9.257066, 9.257066
1551530486.913658, 11.528297, 11.528297, 11.528297
1551530486.947331, 11.884358, 11.884358, 11.884358
1551530487.033453, 12.714207, 12.714207, 12.714207
1551530487.120631, 14.092710, 14.092710, 14.092710
1551530487.188021, 14.998689, 14.998689, 14.998689
1551530487.283527, 16.010361, 16.010361, 16.010361
1551530487.367502, 17.251222, 17.251222, 17.251222
1551530487.462006, 18.275618, 18.275618, 18.275618
1551530487.580092, 19.544097, 19.544097, 19.544097
1551530487.629523, 20.626884, 20.626884, 20.626884
1551530487.747467, 21.666203, 21.666203, 21.666203
1551530487.830118, 22.965287, 22.965287, 22.965287
1551530487.917415, 23.781954, 23.781954, 23.781954
1551530488.007599, 24.555502, 24.555502, 24.555502
1551530488.095974, 25.438147, 25.438147, 25.438147
1551530488.201422, 25.940236, 25.940236, 25.940236
1551530488.278595, 26.435529, 26.435529, 26.435529
1551530488.367618, 27.271698, 27.271698, 27.271698
1551530488.449327, 27.946841, 27.946841, 27.946841
1551530488.548108, 28.987162, 28.987162, 28.987162
1551530488.611532, 29.976472, 29.976472, 29.976472
1551530488.716567, 30.545720, 30.545720, 30.545720
1551530488.793748, 31.154810, 31.154810, 31.154810
1551530488.926591, 31.881462, 31.881462, 31.881462
1551530489.005689, 32.368730, 32.368730, 32.368730
1551530489.097498, 32.992301, 32.992301, 32.992301
1551530489.185757, 33.705560, 33.705560, 33.705560
1551530489.278104, 34.323187, 34.323187, 34.323187
1551530489.354692, 35.044364, 35.044364, 35.044364
1551530489.444131, 35.855337, 35.855337, 35.855337
1551530489.535381, 36.586808, 36.586808, 36.586808
1551530489.614198, 37.446734, 37.446734, 37.446734
1551530489.686193, 38.451016, 38.451016, 38.451016
1551530489.768025, 38.968930, 38.968930, 38.968930
1551530489.869381, 39.565472, 39.565472, 39.565472
1551530489.946805, 40.162477, 40.162477, 40.162477
1551530490.039276, 40.752931, 40.752931, 40.752931
1551530490.116632, 41.334041, 41.334041, 41.334041
1551530490.207271, 42.020382, 42.020382, 42.020382
1551530490.328179, 42.739420, 42.739420, 42.739420
1551530490.401000, 43.481652, 43.481652, 43.481652
1551530490.528497, 44.198471, 44.198471, 44.198471
1551530490.610112, 45.003726, 45.003726, 45.003726
1551530490.701211, 45.362550, 45.362550, 45.362550
1551530490.855402, 45.485619, 45.485619, 45.485619
1551530490.899878, 46.015230, 46.015230, 46.015230
1551530490.976631, 46.485974, 46.485974, 46.485974
1551530491.060731, 46.962944, 46.962944, 46.962944
1551530491.141836, 47.585516, 47.585516, 47.585516
1551530491.245610, 47.993012, 47.993012, 47.993012
1551530491.387480, 48.156401, 48.156401, 48.156401
1551530491.469922, 48.565549, 48.565549, 48.565549
1551530491.534085, 49.119152, 49.119152, 49.119152
1551530491.637084, 49.723361, 49.723361, 49.723361
1551530491.731544, 50.237836, 50.237836, 50.237836
1551530491.834281, 50.701040, 50.701040, 50.701040
1551530491.902569, 51.387558, 51.387558, 51.387558
1551530491.993176, 52.143733, 52.143733, 52.143733
1551530492.071325, 52.942865, 52.942865, 52.942865
1551530492.159254, 53.791189, 53.791189, 53.791189
1551530492.241687, 54.539111, 54.539111, 54.539111
1551530492.348048, 55.169144, 55.169144, 55.169144
1551530492.449739, 55.795140, 55.795140, 55.795140
1551530492.572960, 56.246034, 56.246034, 56.246034
1551530492.621797, 56.788981, 56.788981, 56.788981
1551530492.721775, 57.546439, 57.546439, 57.546439
1551530492.791193, 58.594263, 58.594263, 58.594263
1551530492.882952, 59.418487, 59.418487, 59.418487
1551530492.972729, 60.488961, 60.488961, 60.488961
1551530493.048276, 61.467008, 61.467008, 61.467008
1551530493.131431, 62.241349, 62.241349, 62.241349
1551530493.210750, 63.040686, 63.040686, 63.040686
1551530493.290359, 63.885462, 63.885462, 63.885462
1551530493.391769, 64.684848, 64.684848, 64.684848
1551530493.473172, 65.486371, 65.486371, 65.486371
1551530493.559374, 66.253237, 66.253237, 66.253237
1551530493.675612, 66.885976, 66.885976, 66.885976
1551530493.786489, 67.705990, 67.705990, 67.705990
1551530493.873648, 68.627358, 68.627358, 68.627358
1551530493.947835, 69.309744, 69.309744, 69.309744
1551530494.039548, 70.336545, 70.336545, 70.336545
1551530494.127578, 71.598866, 71.598866, 71.598866
1551530494.231048, 72.959464, 72.959464, 72.959464
1551530494.310238, 74.100865, 74.100865, 74.100865
1551530494.386497, 75.898403, 75.898403, 75.898403
1551530494.463740, 77.120333, 77.120333, 77.120333
1551530494.549737, 78.165324, 78.165324, 78.165324
1551530494.646739, 79.247392, 79.247392, 79.247392
1551530494.733404, 80.309986, 80.309986, 80.309986
1551530494.838444, 81.355769, 81.355769, 81.355769
1551530494.907265, 82.428316, 82.428316, 82.428316
1551530495.029688, 83.550769, 83.550769, 83.550769
1551530495.105945, 84.585344, 84.585344, 84.585344
1551530495.230966, 85.741399, 85.741399, 85.741399
1551530495.286051, 87.012063, 87.012063, 87.012063
1551530495.378545, 88.259234, 88.259234, 88.259234
1551530495.476536, 89.542289, 89.542289, 89.542289
1551530495.575707, 90.810591, 90.810591, 90.810591
1551530495.662066, 92.242400, 92.242400, 92.242400
1551530495.757534, 93.676495, 93.676495, 93.676495
