time, phase
1553027106.774435, 0
1553027107.205919, 0
1553027107.683328, 0
1553027108.150453, 0
1553027108.595941, 0
1553027109.232563, 0
1553027109.945091, 0
1553027110.455783, 0
1553027110.900322, 0
1553027111.354230, 0
1553027111.775051, 0
1553027112.158947, 0
1553027112.582989, 0
1553027112.990056, 0
1553027113.405747, 0
1553027113.823490, 0
1553027114.188227, 0
1553027114.591346, 0
1553027114.972496, 0
1553027115.389011, 0
1553027115.786913, 0
1553027116.222179, 0
1553027116.737752, 0
1553027117.282282, 0
1553027117.807476, 0
1553027118.327833, 0
1553027118.761075, 0
1553027119.180151, 0
1553027119.694505, 0
1553027120.163655, 0
1553027120.564046, 0
1553027120.986299, 0
1553027121.384240, 0
1553027121.740820, 0
1553027122.160921, 0
1553027122.589364, 0
1553027123.080808, 0
1553027123.603418, 0
1553027124.164445, 0
1553027124.752400, 0
1553027125.503275, 0
1553027126.218010, 0
1553027126.867575, 0
1553027127.433291, 0
1553027127.895447, 0
1553027128.301870, 0
1553027128.780815, 0
1553027129.273109, 0
1553027129.727904, 0
1553027130.195147, 0
1553027130.652356, 0
1553027131.104131, 0
1553027131.563295, 0
1553027132.006478, 0
1553027132.485813, 0
1553027132.895893, 0
1553027133.324593, 0
1553027133.767442, 0
1553027134.208292, 0
1553027134.610053, 0
1553027135.333315, 0
1553027136.013596, 0
1553027136.610703, 0
1553027137.156726, 0
1553027137.604530, 0
1553027138.016421, 0
1553027138.405913, 0
1553027138.816865, 0
1553027139.311493, 0
1553027139.813812, 0
1553027140.277768, 0
1553027140.772286, 0
1553027141.290244, 0
1553027141.835748, 0
1553027142.346229, 0
1553027142.750790, 0
1553027143.140975, 0
1553027143.520495, 0
1553027143.888803, 0
1553027144.343113, 0
1553027144.850568, 0
1553027145.371474, 0
1553027145.892658, 0
1553027146.407745, 0
1553027146.846664, 0
1553027147.188436, 0
1553027147.609701, 0
1553027147.972930, 0
1553027148.515237, 0
1553027149.011193, 0
1553027149.504244, 0
1553027149.885858, 0
1553027150.227409, 0
1553027150.616288, 0
1553027151.938832, 0
1553027153.057702, 0
1553027154.065006, 0
1553027154.628689, 0
1553027155.076256, 0
1553027155.481692, 0
1553027155.919299, 0
1553027157.983049, 0
1553027159.155743, 0
1553027160.040111, 0
1553027160.742589, 0
1553027161.265622, 0
1553027161.709040, 0
1553027162.232558, 0
1553027162.834496, 0
1553027163.526944, 0
1553027164.242637, 0
1553027164.760860, 0
1553027165.202313, 0
1553027165.669056, 0
1553027166.116198, 0
1553027166.524079, 0
1553027166.957288, 0
1553027167.397187, 0
1553027167.796932, 0
1553027168.225143, 0
1553027168.605017, 0
1553027169.111398, 0
1553027169.680203, 0
1553027170.242046, 0
1553027170.816002, 0
1553027171.233301, 0
1553027171.668799, 0
1553027172.122269, 0
1553027172.545732, 0
1553027173.302130, 0
1553027173.981387, 0
1553027174.668456, 0
1553027175.107416, 0
1553027175.539496, 0
1553027176.330348, 0
1553027177.226261, 0
1553027177.983380, 0
1553027178.541210, 0
1553027178.885639, 0
1553027179.251331, 0
1553027179.834209, 0
1553027180.494953, 0
1553027181.108902, 0
1553027181.507041, 0
1553027181.837945, 0
1553027182.125194, 0
1553027182.731065, 0
1553027183.296211, 0
1553027183.714670, 0
