time, phase
1551530485.910899, 0
1551530486.003802, 1
1551530486.187050, 2
1551530486.269654, 3
1551530486.342077, 0
1551530486.483399, 1
1551530486.604733, 2
1551530486.752473, 3
1551530486.903211, 0
1551530487.002330, 1
1551530487.143272, 2
1551530487.295856, 3
1551530487.440110, 0
1551530487.586142, 1
1551530487.848268, 2
1551530488.047705, 3
1551530488.218400, 0
1551530488.405510, 1
1551530488.616740, 2
1551530488.845593, 3
1551530489.053358, 0
1551530489.200021, 1
1551530489.443412, 2
1551530489.664176, 3
1551530489.869086, 0
1551530490.057237, 1
1551530490.454687, 2
1551530490.708942, 3
1551530491.033801, 0
1551530491.302353, 1
1551530491.497014, 2
1551530491.680237, 3
1551530491.889270, 0
1551530492.090593, 1
1551530492.268089, 2
1551530492.441956, 3
1551530492.585676, 0
1551530492.746395, 1
1551530492.910582, 2
1551530493.055979, 3
1551530493.222028, 0
1551530493.375758, 1
1551530493.503224, 2
1551530493.635840, 3
1551530493.768336, 0
1551530493.851981, 1
1551530493.958275, 2
1551530494.080176, 3
1551530494.207469, 0
1551530494.338005, 1
1551530494.458078, 2
1551530494.557869, 3
1551530494.695998, 0
1551530494.803215, 1
1551530494.918922, 2
1551530495.029283, 3
1551530495.123285, 0
1551530495.234824, 1
1551530495.346972, 2
1551530495.453681, 3
1551530495.568131, 0
1551530495.667766, 1
1551530495.789250, 2
1551530495.890408, 3
1551530495.977289, 0
1551530496.082391, 1
1551530496.188952, 2
1551530496.275864, 3
1551530496.403804, 0
1551530496.488694, 1
1551530496.583858, 2
1551530496.682664, 3
1551530496.769808, 0
1551530496.867049, 1
1551530496.979142, 2
1551530497.074559, 3
1551530497.153767, 0
1551530497.253302, 1
1551530497.381976, 2
1551530497.462604, 3
1551530497.529015, 0
1551530497.624439, 1
1551530497.738887, 2
1551530497.837673, 3
1551530497.923549, 0
1551530498.012825, 1
1551530498.108945, 2
1551530498.206083, 3
1551530498.294097, 0
1551530498.396277, 1
1551530498.474773, 2
1551530498.572868, 3
1551530498.676874, 0
1551530498.774155, 1
1551530498.879855, 2
1551530498.970143, 3
1551530499.049741, 0
1551530499.129722, 1
1551530499.229377, 2
1551530499.310010, 3
1551530499.387041, 0
1551530499.542824, 1
1551530499.695592, 2
1551530499.841986, 3
1551530499.946243, 0
1551530500.027030, 1
1551530500.118370, 2
1551530500.220947, 3
1551530500.296277, 0
1551530500.383600, 1
1551530500.484349, 2
1551530500.575264, 3
1551530500.659926, 0
1551530500.744569, 1
1551530500.833693, 2
1551530500.921485, 3
1551530500.981756, 0
1551530501.070026, 1
1551530501.158946, 2
1551530501.238549, 3
1551530501.310982, 0
1551530501.426326, 1
1551530501.490582, 2
1551530501.555453, 3
1551530501.622995, 0
1551530501.706328, 1
1551530501.805663, 2
1551530501.874911, 3
1551530501.939320, 0
1551530502.022352, 1
1551530502.124655, 2
1551530502.191295, 3
1551530502.255625, 0
1551530502.329913, 1
1551530502.411672, 2
1551530502.496282, 3
1551530502.567653, 0
1551530502.629378, 1
1551530502.706623, 2
1551530502.770315, 3
1551530502.855620, 0
1551530502.955540, 1
1551530503.043605, 2
1551530503.116663, 3
1551530503.182702, 0
1551530503.265654, 1
1551530503.342222, 2
1551530503.407563, 3
1551530503.471226, 0
1551530503.560447, 1
1551530503.644088, 2
1551530503.710727, 3
1551530503.791871, 0
1551530503.872941, 1
1551530503.948413, 2
1551530504.030835, 3
1551530504.091852, 0
1551530504.167819, 1
1551530504.247532, 2
1551530504.329695, 3
1551530504.396246, 0
1551530504.477087, 1
1551530504.559594, 2
1551530504.635436, 3
1551530504.713793, 0
1551530504.799777, 1
1551530504.881144, 2
1551530504.961709, 3
1551530505.031986, 0
1551530505.128952, 1
1551530505.240438, 2
1551530505.342704, 3
1551530505.421100, 0
1551530505.617454, 1
1551530505.806623, 2
1551530506.007797, 3
1551530506.249698, 0
1551530506.508971, 1
1551530506.711439, 2
1551530506.938159, 3
1551530507.171459, 0
1551530507.465827, 1
1551530507.665781, 2
1551530507.929453, 3
1551530508.206410, 0
1551530508.469317, 1
1551530508.752958, 2
1551530509.009114, 3
1551530509.273976, 0
1551530509.417683, 1
1551530509.589246, 2
1551530509.757317, 3
1551530509.943848, 0
1551530510.026592, 1
1551530510.106461, 2
1551530510.195257, 3
1551530510.268510, 0
1551530510.369300, 1
1551530510.480523, 2
1551530510.551426, 3
1551530510.631056, 0
1551530510.715442, 1
1551530510.800305, 2
1551530510.874561, 3
1551530510.940715, 0
1551530510.998422, 1
1551530511.071568, 2
1551530511.141835, 3
1551530511.217258, 0
1551530511.290228, 1
1551530511.365953, 2
1551530511.432915, 3
1551530511.485811, 0
1551530511.557627, 1
1551530511.633080, 2
1551530511.683736, 3
1551530511.730991, 0
1551530511.815000, 1
1551530511.888013, 2
1551530511.965013, 3
1551530512.027730, 0
1551530512.089524, 1
1551530512.176636, 2
1551530512.250704, 3
1551530512.328316, 0
1551530512.410467, 1
1551530512.470024, 2
1551530512.523633, 3
1551530512.572573, 0
1551530512.637909, 1
1551530512.738181, 2
1551530512.803157, 3
1551530512.857259, 0
1551530512.926648, 1
1551530513.018206, 2
1551530513.089072, 3
1551530513.144897, 0
1551530513.215349, 1
1551530513.290566, 2
1551530513.382722, 3
1551530513.451768, 0
1551530513.539116, 1
1551530513.666969, 2
1551530513.728688, 3
1551530513.778092, 0
1551530513.850120, 1
1551530513.919371, 2
1551530514.006502, 3
1551530514.081917, 0
1551530514.136237, 1
1551530514.208043, 2
1551530514.277072, 3
1551530514.513556, 0
1551530514.618822, 1
1551530514.895248, 2
1551530514.953043, 3
1551530515.010850, 0
1551530515.070294, 1
1551530515.127711, 2
1551530515.207982, 3
1551530515.267947, 0
1551530515.328019, 1
1551530515.376495, 2
1551530515.442626, 3
1551530515.497197, 0
1551530515.556335, 1
1551530515.625423, 2
1551530515.713669, 3
1551530515.775645, 0
1551530515.842142, 1
1551530515.928844, 2
1551530515.997226, 3
1551530516.054397, 0
1551530516.125342, 1
1551530516.198423, 2
1551530516.263365, 3
1551530516.335177, 0
1551530516.389624, 1
1551530516.442133, 2
1551530516.495290, 3
1551530516.556076, 0
1551530516.625753, 1
1551530516.691558, 2
1551530516.791733, 3
1551530516.846624, 0
1551530516.913122, 1
1551530516.999681, 2
1551530517.106606, 3
1551530517.192100, 0
1551530517.271809, 1
1551530517.380481, 2
1551530517.478642, 3
1551530517.548827, 0
1551530517.761453, 1
1551530517.926461, 2
1551530518.108955, 3
1551530518.269393, 0
1551530518.395164, 1
1551530518.557338, 2
1551530518.704322, 3
1551530518.857876, 0
1551530518.971352, 1
1551530519.136726, 2
1551530519.288972, 3
1551530519.413728, 0
1551530519.595876, 1
1551530519.754113, 2
1551530519.884503, 3
1551530520.019092, 0
1551530520.171128, 1
1551530520.298208, 2
1551530520.419809, 3
1551530520.529238, 0
1551530520.640763, 1
1551530520.766636, 2
1551530520.917433, 3
1551530520.990321, 0
1551530521.094228, 1
1551530521.248145, 2
1551530521.369572, 3
1551530521.462342, 0
1551530521.577354, 1
1551530521.691402, 2
1551530521.799488, 3
1551530521.880985, 0
1551530521.960394, 1
1551530522.073345, 2
1551530522.179332, 3
1551530522.265183, 0
1551530522.369821, 1
1551530522.479478, 2
1551530522.587348, 3
1551530522.687831, 0
1551530522.801109, 1
1551530522.905959, 2
1551530522.991340, 3
1551530523.109602, 0
1551530523.202489, 1
1551530523.301035, 2
1551530523.405098, 3
1551530523.514073, 0
1551530523.600217, 1
1551530523.701575, 2
1551530523.784809, 3
1551530523.932631, 0
1551530524.008302, 1
1551530524.096893, 2
1551530524.194266, 3
1551530524.283096, 0
1551530524.387226, 1
