time,est_amp,est_freq,est_phase
1551452739.872122, 17.439980, 0.045147, 0.048996
1551452739.945658, 37.939036, 0.044084, 0.828155
1551452740.024599, 71.492629, 0.040637, 2.634877
1551452740.106765, 82.419172, 0.044151, 3.315579
1551452740.174565, 121.241015, 0.031076, 3.141593
1551452740.306509, 146.979120, 0.026115, 5.851409
1551452740.409782, 152.566120, 0.021132, 8.117545
1551452740.492111, 162.134043, 0.024448, 8.704564
1551452740.529521, 166.358145, 0.025669, 9.623784
1551452740.703458, 124.610881, 0.029034, 10.545567
1551452740.779479, 55.978844, 0.022230, 13.109453
1551452740.823304, 45.428439, 0.017880, 14.835042
1551452740.911553, 40.370981, 0.016157, 15.738036
1551452741.100714, 24.384454, 0.030223, 15.796389
1551452741.157898, 22.693301, 0.028936, 16.853730
1551452741.247144, 8.298804, 0.022448, 19.227684
1551452741.329349, 7.409349, 0.022327, 19.227684
1551452741.823378, 4.817619, 0.034158, 19.227684
1551452741.978380, 87.996449, 0.035075, 19.773219
1551452742.176565, 109.149317, 0.032890, 21.802153
1551452742.275651, 146.893183, 0.018787, 10.995574
1551452742.412867, 18.996704, 0.013558, 11.091595
1551452742.455237, 219.509737, 0.013493, 11.812945
1551452742.490631, 228.152121, 0.017883, 11.812945
1551452742.528789, 227.270226, 0.017899, 12.493697
1551452742.638638, 176.250951, 0.023079, 13.048937
1551452742.710143, 113.338277, 0.028803, 13.317971
1551452742.836902, 122.091362, 0.032186, 14.204050
1551452742.931507, 154.399174, 0.031736, 15.681162
1551452742.991794, 139.804368, 0.032029, 17.064432
1551452743.071558, 176.455465, 0.023142, 17.278760
1551452743.296977, 37.482924, 0.038727, 17.684847
1551452743.316965, 199.716009, 0.021621, 21.991149
1551452743.358016, 187.242608, 0.029140, 23.738491
1551452743.464660, 241.562412, 0.029757, 25.027096
1551452743.584575, 230.329805, 0.030892, 26.242999
1551452743.619647, 229.582705, 0.031018, 27.688855
1551452743.721860, 237.072999, 0.028931, 29.489020
1551452743.960176, 210.177472, 0.018080, 29.845130
1551452744.003941, 80.760739, 0.050182, 30.384771
1551452744.088885, 88.242028, 0.040843, 33.245218
1551452744.190342, 105.445694, 0.043044, 34.742660
1551452744.242902, 70.960817, 0.047068, 35.354710
1551452744.320649, 85.213934, 0.048833, 37.084816
1551452744.433056, 70.671804, 0.058141, 37.790482
1551452744.520944, 52.965320, 0.057076, 40.210396
1551452744.635416, 85.439482, 0.042791, 37.699112
1551452744.753311, 87.223323, 0.043278, 37.699112
1551452744.817188, 51.180900, 0.039742, 37.699112
1551452745.035648, 28.399002, 0.045649, 38.725333
1551452745.095835, 24.532024, 0.044151, 41.431437
1551452745.160278, 34.362270, 0.034308, 40.840704
1551452745.268370, 50.471379, 0.043819, 40.840704
1551452745.492292, 104.920993, 0.046120, 41.199724
1551452745.663420, 65.848229, 0.043919, 43.550043
1551452745.794518, 135.254158, 0.023156, 43.982297
1551452745.841155, 195.265700, 0.021982, 46.767787
1551452745.895421, 263.230796, 0.014464, 49.655316
1551452745.941402, 299.755737, 0.016508, 49.869533
1551452746.011080, 287.067237, 0.014623, 50.901508
1551452746.032236, 297.433122, 0.012512, 51.973963
1551452746.145559, 244.573628, 0.010855, 52.819407
1551452746.254712, 223.445770, 0.009003, 53.823702
1551452746.293930, 292.574058, 0.005992, 55.088616
1551452746.403177, 235.148451, 0.007515, 55.088616
1551452746.493650, 200.607122, 0.011045, 55.088616
1551452746.598661, 215.746010, 0.013994, 55.095453
1551452746.704210, 181.182390, 0.015313, 55.547600
1551452746.779128, 227.170459, 0.021377, 55.547600
1551452746.903957, 277.326704, 0.022747, 56.222336
1551452746.948847, 279.759003, 0.023571, 57.067763
1551452747.031668, 300.387343, 0.024007, 58.152126
1551452747.127219, 339.597429, 0.022984, 59.469010
1551452747.249182, 375.438354, 0.019671, 61.375271
1551452747.280575, 401.016688, 0.020029, 62.267066
1551452747.397092, 368.080449, 0.020267, 63.259610
1551452747.484809, 370.419551, 0.022132, 64.031768
1551452747.579537, 364.128520, 0.022420, 65.096018
1551452747.717301, 363.449783, 0.025017, 65.901245
1551452747.808538, 334.064655, 0.027116, 66.669768
1551452747.873254, 298.561487, 0.028119, 67.812442
1551452747.985757, 285.550054, 0.027596, 69.267039
1551452748.069132, 276.128217, 0.029573, 70.362926
1551452748.183520, 274.562018, 0.029785, 71.812684
1551452748.276287, 264.414437, 0.030099, 73.268922
1551452748.349149, 253.478199, 0.030014, 74.766995
1551452748.489743, 261.111435, 0.029173, 76.313184
1551452748.535025, 239.490971, 0.028329, 77.851519
1551452748.628987, 225.545838, 0.026942, 79.611849
1551452748.766331, 231.638646, 0.025285, 81.209949
1551452748.840980, 216.184188, 0.021497, 83.073540
1551452748.920167, 180.680983, 0.019424, 84.394434
1551452749.019056, 153.812533, 0.024697, 85.059072
1551452749.169199, 152.327009, 0.026230, 85.958612
1551452749.188458, 129.465990, 0.026265, 87.255423
1551452749.276224, 145.672393, 0.028593, 88.012773
1551452749.385238, 146.512311, 0.032042, 88.620252
1551452749.491350, 147.332923, 0.032765, 90.081138
1551452749.553694, 148.954753, 0.029391, 92.375000
1551452749.678922, 149.065603, 0.027492, 93.971475
1551452749.750085, 147.790521, 0.025663, 95.499593
1551452749.921674, 169.878203, 0.022571, 97.185667
1551452749.971445, 195.068194, 0.019412, 99.160238
1551452749.997443, 175.285158, 0.017930, 100.419982
1551452750.140590, 174.788036, 0.011462, 102.601912
1551452750.203038, 166.668837, 0.010563, 103.216363
1551452750.273281, 168.694087, 0.010580, 103.752113
1551452750.393066, 203.613648, 0.007485, 105.045284
1551452750.602435, 203.613648, 0.000519, 106.715073
1551452750.666626, 861.996743, 0.000891, 106.715074
1551452750.699297, 140.309520, 0.006634, 106.715074
1551452750.756984, 179.291470, 0.009160, 106.715074
1551452750.843025, 229.291336, 0.011417, 106.715074
1551452750.941923, 244.799241, 0.011943, 107.147980
1551452751.031372, 241.592439, 0.013375, 107.508396
1551452751.166148, 242.368479, 0.013843, 108.107329
1551452751.240318, 223.344825, 0.012869, 108.901954
1551452751.337732, 176.402677, 0.019703, 108.901954
1551452751.532278, 174.996811, 0.022550, 109.337635
1551452751.554457, 184.394652, 0.026228, 109.991686
1551452751.627820, 158.116683, 0.030278, 110.518919
1551452751.736880, 120.883641, 0.031683, 111.636669
1551452751.853578, 109.878661, 0.031609, 113.292850
1551452751.920584, 139.980618, 0.031482, 114.957111
1551452752.027088, 180.332402, 0.029392, 116.726334
1551452752.104101, 207.806536, 0.026364, 118.611137
1551452752.185410, 210.020851, 0.021839, 121.133672
1551452752.345419, 176.907911, 0.024393, 121.777686
