time, phase
1551805326.222877, 0
1551805326.361099, 1
1551805326.628316, 2
1551805326.913334, 3
1551805327.078689, 0
1551805327.228857, 1
1551805327.403348, 2
1551805327.613922, 3
1551805327.748467, 0
1551805327.900384, 1
1551805328.066119, 2
1551805328.269015, 3
1551805328.399367, 0
1551805328.528686, 1
1551805328.740878, 2
1551805328.893114, 3
1551805329.025229, 0
1551805329.159999, 1
1551805329.331690, 2
1551805329.547488, 3
1551805329.684146, 0
1551805329.768259, 1
1551805329.973230, 2
1551805330.154833, 3
1551805330.278084, 0
1551805330.413270, 1
1551805330.592890, 2
1551805330.818610, 3
1551805330.902878, 0
1551805331.021682, 1
1551805331.246967, 2
1551805331.432559, 3
1551805331.544272, 0
1551805331.699274, 1
1551805331.870954, 2
1551805332.073447, 3
1551805332.300115, 0
1551805332.447778, 1
1551805332.784998, 2
1551805333.139518, 3
1551805333.491103, 0
1551805333.674942, 1
1551805334.395286, 2
1551805334.818492, 3
1551805334.980461, 0
1551805335.196763, 1
1551805335.517061, 2
1551805335.834679, 3
1551805336.018504, 0
1551805336.161097, 1
1551805336.319164, 2
1551805336.541456, 3
1551805336.744914, 0
1551805336.886182, 1
1551805337.042795, 2
1551805337.213662, 3
1551805337.503179, 0
1551805337.650077, 1
1551805337.806126, 2
1551805338.006683, 3
1551805338.210226, 0
1551805338.341331, 1
1551805338.469592, 2
1551805338.683983, 3
1551805338.840692, 0
1551805338.961192, 1
1551805339.090836, 2
1551805339.215390, 3
1551805339.430720, 0
1551805339.603996, 1
1551805339.763599, 2
1551805339.844124, 3
1551805339.976785, 0
1551805340.114454, 1
1551805340.285807, 2
1551805340.410814, 3
1551805340.585450, 0
1551805340.714711, 1
1551805340.868033, 2
1551805341.039374, 3
1551805341.286876, 0
1551805341.380414, 1
1551805341.524361, 2
1551805341.699557, 3
1551805341.978229, 0
1551805342.164811, 1
1551805342.373073, 2
1551805342.594617, 3
1551805342.903269, 0
1551805343.086438, 1
1551805343.355142, 2
1551805343.532514, 3
1551805343.987363, 0
1551805344.171542, 1
