time, phase
1553204672.510754, 0
1553204672.580933, 1
1553204672.874529, 2
1553204673.174854, 3
1553204673.248616, 0
1553204673.423790, 1
1553204673.637390, 2
1553204673.838807, 3
1553204673.955396, 0
1553204674.058798, 1
1553204674.299841, 2
1553204674.504335, 3
1553204674.626691, 0
1553204674.755343, 1
1553204674.967383, 2
1553204675.152142, 3
1553204675.248766, 0
1553204675.361927, 1
1553204675.563556, 2
1553204675.772620, 3
1553204675.874053, 0
1553204675.987660, 1
1553204676.211614, 2
1553204676.409288, 3
1553204676.505520, 0
1553204676.630747, 1
1553204676.869618, 2
1553204677.040350, 3
1553204677.133761, 0
1553204677.248508, 1
1553204677.427344, 2
1553204677.610250, 3
1553204677.713341, 0
1553204677.816187, 1
1553204677.946681, 2
1553204678.076470, 3
1553204678.176423, 0
1553204678.308494, 1
1553204678.437785, 2
1553204678.568085, 3
1553204678.653703, 0
1553204678.756272, 1
1553204678.899970, 2
1553204679.063219, 3
1553204679.165071, 0
1553204679.265457, 1
1553204679.425084, 2
1553204679.593952, 3
1553204679.697061, 0
1553204679.833383, 1
1553204680.076252, 2
1553204680.271502, 3
1553204680.421453, 0
1553204680.551477, 1
1553204681.172565, 2
1553204681.436361, 3
1553204681.553992, 0
1553204681.705168, 1
1553204681.996931, 2
1553204682.392256, 3
1553204682.507558, 0
1553204682.605944, 1
1553204682.810301, 2
1553204683.069565, 3
1553204683.169536, 0
1553204683.291887, 1
1553204683.447627, 2
1553204683.629092, 3
1553204683.751660, 0
1553204683.864027, 1
1553204684.041089, 2
