# time,beats,midi_note,midi_vel
1551357584.830675,  0.004175, 41.000000, 87.000000
1551357584.831330,  0.004175, 65.000000, 87.000000
1551357584.985264,  0.121078, 65.000000, 90.000000
1551357585.154715,  0.246331, 41.000000, 94.000000
1551357585.328332,  0.375760, 65.000000, 99.000000
1551357585.488681,  0.496838, 65.000000,102.000000
1551357585.494357,  0.501223, 53.000000,103.000000
1551357585.494506,  0.501223, 60.000000,103.000000
1551357585.494629,  0.501223, 63.000000,103.000000
1551357585.494747,  0.501223, 67.000000,103.000000
1551357586.036357,  0.995325, 53.000000,112.000000
1551357586.036563,  0.995325, 60.000000,112.000000
1551357586.036675,  0.995325, 63.000000,112.000000
1551357586.036769,  0.995325, 67.000000,112.000000
1551357586.041933,  1.000450, 53.000000,113.000000
1551357586.042128,  1.000450, 60.000000,113.000000
1551357586.042209,  1.000450, 63.000000,113.000000
1551357586.042277,  1.000450, 69.000000,113.000000
1551357586.495632,  1.500692, 53.000000,119.000000
1551357586.495766,  1.500692, 60.000000,119.000000
1551357586.495895,  1.500692, 63.000000,119.000000
1551357586.496006,  1.500692, 69.000000,119.000000
1551357586.496112,  1.500692, 46.000000,119.000000
1551357586.496216,  1.500692, 70.000000,119.000000
1551357586.727770,  1.746918, 46.000000,120.000000
1551357586.727915,  1.746918, 70.000000,120.000000
1551357586.848722,  1.875894, 72.000000,122.000000
1551357586.964551,  1.999008, 72.000000,122.000000
1551357586.969918,  2.005005, 53.000000,123.000000
1551357586.970088,  2.005005, 58.000000,123.000000
1551357586.970247,  2.005005, 62.000000,123.000000
1551357586.970385,  2.005005, 74.000000,123.000000
1551357587.424657,  2.498994, 53.000000,124.000000
1551357587.424799,  2.498994, 58.000000,124.000000
1551357587.424895,  2.498994, 62.000000,124.000000
1551357587.424980,  2.498994, 74.000000,124.000000
1551357587.430340,  2.505652, 46.000000,125.000000
1551357587.430452,  2.505652, 75.000000,125.000000
1551357587.636163,  2.749934, 46.000000,125.000000
1551357587.636293,  2.749934, 75.000000,125.000000
1551357587.642841,  2.756720, 77.000000,126.000000
1551357587.842542,  3.000608, 77.000000,126.000000
1551357587.842755,  3.000608, 39.000000,126.000000
1551357587.842907,  3.000608, 51.000000,126.000000
1551357587.843054,  3.000608, 79.000000,126.000000
1551357588.176066,  3.247831, 79.000000,124.000000
1551357588.348145,  3.375563, 81.000000,122.000000
1551357588.510344,  3.495054, 39.000000,121.000000
1551357588.510519,  3.495054, 51.000000,121.000000
1551357588.510665,  3.495054, 81.000000,121.000000
1551357588.521847,  3.502806, 55.000000,120.000000
1551357588.522032,  3.502806, 82.000000,120.000000
1551357588.610771,  3.558945, 82.000000,118.000000
1551357588.621413,  3.565963, 84.000000,117.000000
1551357588.621561,  3.565963, 58.000000,117.000000
1551357588.710149,  3.622103, 84.000000,115.000000
1551357588.715983,  3.625611, 82.000000,114.000000
1551357588.726802,  3.632629, 63.000000,114.000000
1551357588.808779,  3.685260, 82.000000,112.000000
1551357588.814454,  3.688768, 84.000000,111.000000
1551357588.830977,  3.699295, 67.000000,111.000000
1551357588.902451,  3.744908, 84.000000,109.000000
1551357588.913792,  3.751925, 82.000000,108.000000
1551357589.003957,  3.808065, 82.000000,106.000000
1551357589.015028,  3.815082, 84.000000,105.000000
1551357589.101902,  3.871222, 84.000000,103.000000
1551357589.112303,  3.878240, 82.000000,102.000000
1551357589.201007,  3.934379, 82.000000,100.000000
1551357589.206544,  3.937888, 84.000000, 99.000000
1551357589.301897,  3.997536, 58.000000, 97.000000
1551357589.302332,  3.997536, 63.000000, 97.000000
1551357589.302494,  3.997536, 55.000000, 97.000000
1551357589.302743,  3.997536, 67.000000, 97.000000
1551357589.302954,  3.997536, 84.000000, 97.000000
1551357589.307081,  4.001249, 81.000000, 96.000000
1551357589.630806,  4.248636, 81.000000, 84.000000
1551357589.636361,  4.252829, 79.000000, 84.000000
1551357589.956388,  4.496023, 79.000000, 72.000000
1551357589.962061,  4.500208, 46.000000, 71.000000
1551357589.962520,  4.500208, 77.000000, 71.000000
1551357590.049570,  4.564921, 77.000000, 69.000000
1551357590.049730,  4.564921, 82.000000, 69.000000
1551357590.169051,  4.653900, 82.000000, 65.000000
1551357590.296820,  4.746924, 46.000000, 61.000000
1551357590.477716,  4.876348, 82.000000, 56.000000
1551357590.644350,  4.997684, 82.000000, 51.000000
1551357590.650058,  5.001925, 53.000000, 50.000000
1551357590.650244,  5.001925, 58.000000, 50.000000
1551357590.650367,  5.001925, 62.000000, 50.000000
1551357590.650504,  5.001925, 74.000000, 50.000000
1551357591.255424,  5.497483, 53.000000, 44.000000
1551357591.255607,  5.497483, 58.000000, 44.000000
1551357591.255775,  5.497483, 62.000000, 44.000000
1551357591.261102,  5.503321, 53.000000, 44.000000
1551357591.261317,  5.503321, 58.000000, 44.000000
1551357591.261453,  5.503321, 62.000000, 44.000000
1551357591.629378,  6.000000, 53.000000, 45.000000
1551357591.629524,  6.000000, 58.000000, 45.000000
1551357591.629616,  6.000000, 62.000000, 45.000000
1551357591.629736,  6.000000, 74.000000, 45.000000
