time,est_amp,est_freq,est_phase
1552946495.164731, 3.850676, 0.036767, 0.001638
1552946495.241565, 6.946871, 0.042602, 0.001638
1552946495.344001, 26.144592, 0.042088, 1.516009
1552946495.442079, 43.393710, 0.039851, 2.665059
1552946495.622371, 50.705085, 0.038296, 3.214623
1552946495.777387, 113.572353, 0.033100, 5.853651
1552946495.942444, 183.730904, 0.036799, 6.218452
1552946496.087388, 329.300099, 0.020417, 4.712389
1552946496.154568, 365.792705, 0.017666, 4.712389
1552946496.258236, 250.036204, 0.004703, 4.790948
1552946496.285481, 340.480165, 0.015577, 4.790948
1552946496.292591, 475.534769, 0.021734, 4.790948
1552946496.341401, 504.450012, 0.026697, 4.790948
1552946496.444563, 493.572737, 0.027091, 6.105676
1552946496.524760, 515.145264, 0.027790, 7.220998
1552946496.612702, 576.183433, 0.028400, 8.470018
1552946496.685374, 626.543178, 0.029191, 9.680060
1552946496.761905, 667.028436, 0.027628, 11.415833
1552946496.873884, 614.017554, 0.025408, 13.244553
1552946496.945627, 641.553398, 0.025192, 14.563266
1552946497.030850, 674.899336, 0.026301, 15.654129
1552946497.145802, 647.890948, 0.026639, 16.944417
1552946497.235668, 631.423235, 0.027408, 18.212378
1552946497.337388, 653.795955, 0.028262, 19.360440
1552946497.405003, 649.372833, 0.029576, 20.533827
1552946497.481301, 698.690105, 0.030343, 21.821520
1552946497.572069, 690.864725, 0.029323, 23.498985
1552946497.679237, 660.568213, 0.028623, 25.092523
1552946497.816385, 688.369260, 0.028649, 26.568828
1552946497.939240, 671.142804, 0.029422, 27.886763
1552946498.031673, 655.649351, 0.031757, 29.050689
1552946498.118485, 671.300705, 0.031659, 30.642844
1552946498.210729, 678.872200, 0.032563, 31.940434
1552946498.299879, 710.768360, 0.032697, 33.511746
1552946498.402001, 710.532029, 0.031440, 35.309040
1552946498.528819, 723.421947, 0.030561, 37.035784
1552946498.569898, 801.945173, 0.026787, 39.327613
1552946498.647341, 843.887712, 0.027724, 40.517771
1552946498.746690, 849.971678, 0.027761, 41.906365
1552946498.838073, 844.250253, 0.027633, 43.321083
1552946498.982968, 860.186914, 0.027336, 44.756414
1552946499.007970, 877.112642, 0.027265, 46.114570
1552946499.089863, 898.963257, 0.027700, 47.383301
1552946499.173413, 920.438714, 0.027259, 48.859845
1552946499.264502, 855.660641, 0.025914, 50.453837
1552946499.347587, 862.487457, 0.025596, 51.800739
1552946499.428645, 856.463169, 0.024965, 53.156830
1552946499.518114, 872.082142, 0.024633, 54.503981
1552946499.619292, 837.158153, 0.024752, 55.744647
1552946499.715545, 809.640649, 0.024041, 57.123643
1552946499.815572, 781.389183, 0.024016, 58.300854
1552946499.891167, 814.179427, 0.023453, 59.535024
1552946499.977775, 807.037180, 0.021870, 60.967067
1552946500.053051, 736.506385, 0.021217, 62.160059
1552946500.137226, 714.129865, 0.019300, 63.656988
