time, phase
1551877454.775543, 0
1551877454.912838, 1
1551877455.533731, 2
1551877455.629066, 3
1551877456.420503, 0
1551877456.557146, 1
1551877456.909775, 2
1551877457.161708, 3
1551877457.424082, 0
1551877457.646744, 1
1551877457.950755, 2
1551877458.198030, 3
1551877458.518031, 0
1551877458.767507, 1
1551877459.838528, 2
1551877460.028828, 3
1551877466.413618, 0
1551877466.642820, 1
1551877467.022460, 2
1551877467.233379, 3
1551877468.624546, 0
1551877468.681458, 1
1551877468.758554, 2
1551877468.990561, 3
1551877469.169888, 0
1551877469.399963, 1
1551877469.692402, 2
1551877470.018725, 3
1551877470.228570, 0
1551877470.411042, 1
1551877470.714869, 2
1551877471.000081, 3
1551877471.235622, 0
1551877471.389286, 1
1551877471.795506, 2
1551877472.088039, 3
1551877472.205076, 0
1551877472.380609, 1
1551877472.659528, 2
1551877472.872209, 3
1551877473.172489, 0
1551877473.329186, 1
1551877473.624455, 2
1551877473.891696, 3
1551877474.119151, 0
1551877474.292733, 1
1551877474.562338, 2
1551877474.774954, 3
1551877475.037493, 0
1551877475.267636, 1
1551877475.505038, 2
1551877475.692439, 3
1551877475.850008, 0
1551877476.118194, 1
1551877476.275654, 2
1551877476.423258, 3
1551877476.883482, 0
1551877477.042736, 1
1551877477.431528, 2
1551877477.722250, 3
1551877477.849646, 0
1551877478.085099, 1
1551877478.302349, 2
1551877478.547547, 3
1551877478.802806, 0
1551877478.986272, 1
1551877479.202647, 2
1551877479.498465, 3
1551877480.907595, 0
1551877480.963782, 1
1551877481.115330, 2
1551877481.484089, 3
1551877481.692383, 0
1551877481.894395, 1
1551877482.025172, 2
1551877482.151661, 3
1551877482.275148, 0
1551877482.400719, 1
1551877482.563534, 2
1551877482.658975, 3
1551877482.792897, 0
1551877482.935630, 1
1551877483.121348, 2
1551877483.213056, 3
1551877483.350120, 0
1551877483.496956, 1
1551877483.722393, 2
1551877484.045368, 3
1551877484.432674, 0
1551877484.506639, 1
1551877484.658695, 2
1551877484.836619, 3
1551877485.059068, 0
1551877485.269751, 1
1551877485.516669, 2
1551877485.698789, 3
1551877485.897834, 0
1551877486.083748, 1
1551877486.308103, 2
1551877486.505349, 3
1551877486.730447, 0
1551877486.870228, 1
1551877487.167534, 2
1551877487.372904, 3
1551877487.596870, 0
1551877487.762113, 1
1551877488.004539, 2
1551877488.250927, 3
1551877488.406776, 0
1551877488.570057, 1
1551877488.822956, 2
1551877489.099931, 3
1551877489.256443, 0
1551877489.427438, 1
1551877489.666969, 2
1551877489.900756, 3
1551877490.092864, 0
1551877490.285516, 1
1551877490.495584, 2
1551877490.688736, 3
1551877490.975483, 0
1551877491.152599, 1
1551877491.414227, 2
1551877491.643572, 3
1551877491.919822, 0
1551877492.144795, 1
1551877492.398142, 2
1551877492.549715, 3
1551877492.721899, 0
1551877492.977764, 1
1551877493.147793, 2
1551877493.284401, 3
1551877493.698520, 0
1551877493.869028, 1
1551877494.211834, 2
1551877494.453919, 3
1551877494.776157, 0
1551877495.022888, 1
1551877495.269308, 2
1551877495.458786, 3
1551877495.670639, 0
1551877495.860139, 1
1551877496.082720, 2
1551877496.254796, 3
1551877496.433561, 0
1551877496.630005, 1
1551877496.792384, 2
1551877496.902317, 3
1551877497.087513, 0
1551877497.254553, 1
1551877497.400864, 2
1551877497.556656, 3
1551877497.788211, 0
1551877497.918317, 1
1551877498.050204, 2
1551877498.173447, 3
1551877498.322142, 0
1551877498.471607, 1
1551877498.630075, 2
1551877498.752200, 3
1551877498.873077, 0
1551877499.002383, 1
1551877499.124421, 2
1551877499.230745, 3
1551877499.344176, 0
1551877499.465922, 1
1551877499.582818, 2
1551877499.684898, 3
1551877499.829709, 0
1551877499.861924, 1
1551877499.904010, 2
1551877500.014795, 3
1551877500.107627, 0
1551877500.209444, 1
1551877500.315765, 2
1551877500.429088, 3
1551877500.546274, 0
1551877500.644578, 1
1551877500.777398, 2
1551877500.878092, 3
1551877500.952088, 0
1551877501.045136, 1
1551877501.140873, 2
1551877501.216539, 3
1551877501.281950, 0
1551877501.356197, 1
1551877501.460004, 2
1551877501.558577, 3
1551877501.635029, 0
1551877501.717287, 1
1551877501.832582, 2
1551877501.913567, 3
1551877501.966387, 0
1551877502.034319, 1
1551877502.111549, 2
1551877502.197293, 3
1551877502.257945, 0
1551877502.339688, 1
1551877502.427304, 2
1551877502.542611, 3
1551877503.435298, 0
1551877503.774921, 1
1551877503.853991, 2
1551877503.939031, 3
1551877504.045421, 0
1551877504.143797, 1
1551877504.267431, 2
1551877504.344009, 3
1551877504.451133, 0
1551877504.555250, 1
1551877504.662236, 2
1551877504.734018, 3
1551877504.841854, 0
1551877504.931606, 1
1551877504.992206, 2
1551877505.070500, 3
1551877505.152407, 0
1551877505.246560, 1
1551877505.317764, 2
1551877505.402380, 3
1551877505.492144, 0
1551877505.604990, 1
1551877505.684242, 2
1551877505.762046, 3
1551877505.854578, 0
1551877505.941838, 1
1551877506.018934, 2
1551877506.103640, 3
1551877506.187714, 0
1551877506.265207, 1
1551877506.365980, 2
1551877506.442795, 3
1551877506.514696, 0
1551877506.607133, 1
1551877506.669976, 2
1551877506.745283, 3
1551877506.832248, 0
1551877506.920723, 1
1551877507.056433, 2
1551877507.101289, 3
1551877507.148737, 0
1551877507.210243, 1
1551877507.304390, 2
1551877507.376226, 3
1551877507.447959, 0
1551877507.520927, 1
1551877507.595285, 2
1551877507.844448, 3
1551877507.968879, 0
1551877508.038206, 1
1551877508.300417, 2
1551877508.497630, 3
1551877509.336349, 0
1551877509.474724, 1
1551877509.760475, 2
1551877510.029523, 3
1551877511.078357, 0
1551877511.240308, 1
1551877511.494106, 2
1551877511.721178, 3
1551877512.742929, 0
1551877512.902611, 1
1551877513.352506, 2
1551877513.561477, 3
1551877514.314341, 0
1551877514.606467, 1
1551877515.091991, 2
1551877515.284946, 3
1551877516.147205, 0
1551877516.319936, 1
1551877517.222731, 2
1551877517.445801, 3
1551877518.285685, 0
1551877518.557718, 1
1551877519.192104, 2
1551877519.405031, 3
1551877520.374180, 0
1551877520.602442, 1
1551877521.263012, 2
1551877521.522258, 3
1551877522.666172, 0
1551877522.804820, 1
1551877523.170316, 2
1551877523.385886, 3
1551877524.423074, 0
1551877524.594828, 1
1551877524.798335, 2
1551877524.999886, 3
1551877525.898064, 0
1551877526.193729, 1
1551877526.391367, 2
1551877526.626260, 3
1551877527.121236, 0
1551877527.391708, 1
1551877527.623593, 2
1551877527.914483, 3
1551877528.188468, 0
1551877528.450389, 1
1551877528.697243, 2
1551877528.913556, 3
1551877529.158862, 0
1551877529.360056, 1
1551877529.600271, 2
1551877529.810438, 3
1551877530.141784, 0
1551877530.395000, 1
1551877530.631495, 2
1551877530.819584, 3
1551877531.108508, 0
1551877531.304222, 1
1551877531.478747, 2
1551877531.636312, 3
1551877531.916493, 0
1551877532.160059, 1
1551877532.347824, 2
1551877532.490673, 3
1551877532.785530, 0
1551877532.976053, 1
1551877533.105616, 2
1551877533.258966, 3
1551877533.409953, 0
1551877533.588904, 1
1551877533.734938, 2
1551877533.874666, 3
1551877534.035046, 0
1551877534.218262, 1
1551877534.455649, 2
1551877534.667229, 3
1551877534.950350, 0
1551877535.191091, 1
1551877535.341378, 2
1551877535.523047, 3
1551877535.724163, 0
1551877535.871991, 1
1551877536.039030, 2
1551877536.170976, 3
1551877536.358663, 0
1551877536.490749, 1
1551877536.616125, 2
1551877536.698265, 3
1551877536.789244, 0
1551877536.927165, 1
1551877537.034981, 2
1551877537.220527, 3
1551877537.381002, 0
1551877537.480219, 1
1551877537.706910, 2
1551877537.883037, 3
1551877538.084412, 0
1551877538.227619, 1
1551877538.395884, 2
1551877538.507077, 3
1551877538.673614, 0
1551877538.784279, 1
1551877538.869419, 2
1551877538.937071, 3
1551877539.009727, 0
1551877539.105130, 1
1551877539.179980, 2
1551877539.255408, 3
1551877539.317896, 0
1551877539.424482, 1
1551877539.614302, 2
1551877539.788438, 3
1551877540.302362, 0
1551877540.350982, 1
1551877540.409481, 2
1551877540.555412, 3
1551877540.676002, 0
1551877540.799378, 1
1551877540.919631, 2
1551877540.984671, 3
1551877541.042192, 0
1551877541.132967, 1
1551877541.231882, 2
1551877541.312003, 3
1551877541.375439, 0
1551877541.453373, 1
1551877541.562535, 2
1551877541.666761, 3
1551877541.744019, 0
1551877541.842213, 1
1551877541.933383, 2
1551877542.032786, 3
1551877542.145904, 0
1551877542.220254, 1
1551877542.294787, 2
1551877542.393596, 3
1551877542.479504, 0
1551877542.627858, 1
1551877542.738637, 2
1551877542.878987, 3
1551877543.035652, 0
1551877543.163014, 1
