time, phase
1548188038.583573, 0
1548188038.716965, 1
1548188038.834730, 2
1548188038.941101, 3
1548188039.025327, 0
1548188039.118331, 1
1548188039.226198, 2
1548188039.348228, 3
1548188039.449710, 0
1548188039.521874, 1
1548188039.599882, 2
1548188039.692371, 3
1548188039.775045, 0
1548188039.855029, 1
1548188039.929134, 2
1548188040.021117, 3
1548188040.129447, 0
1548188040.221702, 1
1548188040.327195, 2
1548188040.457404, 3
1548188040.567658, 0
1548188040.666878, 1
1548188040.746472, 2
1548188040.864194, 3
1548188041.004842, 0
1548188041.143588, 1
1548188041.351946, 2
1548188041.616570, 3
1548188042.526715, 0
1548188043.026822, 1
1548188043.877556, 2
1548188044.038210, 3
1548188044.154187, 0
1548188044.251923, 1
1548188044.363405, 2
1548188044.505672, 3
1548188044.622830, 0
1548188044.729647, 1
1548188044.858710, 2
1548188044.972374, 3
1548188045.121603, 0
1548188045.215515, 1
1548188045.364691, 2
1548188045.582894, 3
1548188045.836817, 0
1548188046.066949, 1
1548188046.271247, 2
1548188046.440680, 3
1548188046.823183, 0
1548188047.071913, 1
