time,phase_from_reg,phase_for_plbck,plbck_pos
1548188038.338488, 0.000001, 0.000000, 0.000000
1548188038.486052, 0.001575, 0.000000, 0.000000
1548188038.662509, 0.066561, 0.000000, 0.000000
1548188038.759964, 0.460245, 0.000000, 0.000000
1548188038.975580, 6.283185, 0.000000, 0.000000
1548188039.092799, 8.549827, 0.000000, 0.000000
1548188039.215819, 11.471167, 0.000000, 0.000000
1548188039.344353, 14.476954, 0.000000, 0.000000
1548188039.472364, 16.490013, 0.000000, 0.000000
1548188039.583211, 18.884344, 2.394330, 2.394330
1548188039.676600, 21.259384, 4.769371, 4.769371
1548188039.791662, 23.648375, 7.158362, 7.158362
1548188039.896474, 25.737796, 9.247782, 9.247782
1548188040.003770, 27.774794, 11.284781, 11.284781
1548188040.111757, 29.823803, 13.333790, 13.333790
1548188040.224650, 32.282737, 15.792724, 15.792724
1548188040.320609, 34.297840, 17.807827, 17.807827
1548188040.414160, 36.503517, 20.013504, 20.013504
1548188040.559841, 38.629206, 22.139193, 22.139193
1548188040.699023, 40.159038, 23.669025, 23.669025
1548188040.814025, 41.691976, 25.201962, 25.201962
1548188040.940889, 43.404522, 26.914509, 26.914509
1548188041.076221, 44.852182, 28.362168, 28.362168
1548188041.222398, 46.722020, 30.232007, 30.232007
1548188041.341712, 48.425885, 31.935872, 31.935872
1548188041.502587, 51.046868, 34.556854, 34.556854
1548188041.622248, 53.128450, 36.638437, 36.638437
1548188041.760012, 55.028630, 38.538616, 38.538616
1548188041.867597, 56.830665, 40.340652, 40.340652
1548188041.994611, 58.127696, 41.637683, 41.637683
1548188042.096234, 59.152819, 42.662806, 42.662806
1548188042.207706, 60.116097, 43.626084, 43.626084
1548188042.319370, 61.871139, 45.381126, 45.381126
1548188042.442247, 62.218672, 45.728659, 45.728659
1548188042.543687, 62.218672, 45.728659, 45.728659
1548188042.640966, 62.218672, 45.728659, 45.728659
1548188042.752078, 62.218672, 45.728659, 45.728659
1548188042.853786, 62.218672, 45.728659, 45.728659
1548188042.983996, 62.218672, 45.728659, 45.728659
1548188043.090139, 62.218672, 45.728659, 45.728659
1548188043.194915, 62.545458, 46.055445, 46.055445
1548188043.297024, 63.110878, 46.620864, 46.620864
1548188043.425332, 63.660803, 47.170790, 47.170790
1548188043.541905, 64.282043, 47.792029, 47.792029
1548188043.654889, 64.826477, 48.336464, 48.336464
1548188043.759542, 64.826477, 48.336464, 48.336464
1548188043.861703, 64.826477, 48.336464, 48.336464
1548188043.976729, 65.786335, 49.296321, 49.296321
1548188044.095292, 65.800475, 49.310462, 49.310462
1548188044.193421, 65.800475, 49.310462, 49.310462
1548188044.320140, 65.800475, 49.310462, 49.310462
1548188044.467502, 65.800476, 49.310462, 49.310462
1548188044.567284, 65.800476, 49.310462, 49.310462
1548188044.698155, 65.800476, 49.310462, 49.310462
1548188044.833138, 66.267216, 49.777203, 49.777203
1548188044.956466, 67.971676, 51.481662, 51.481662
1548188045.111595, 69.792549, 53.302536, 53.302536
1548188045.237078, 71.315619, 54.825605, 54.825605
1548188045.370203, 73.169390, 56.679377, 56.679377
1548188045.540696, 74.953781, 58.463767, 58.463767
1548188045.666659, 76.972982, 60.482969, 60.482969
1548188045.796187, 78.855806, 62.365793, 62.365793
1548188045.930372, 80.355861, 63.865847, 63.865847
1548188046.050991, 82.714046, 66.224033, 66.224033
1548188046.178402, 83.863181, 67.373168, 67.373168
1548188046.288479, 85.074144, 68.584131, 68.584131
1548188046.389709, 86.031707, 69.541694, 69.541694
1548188046.510566, 86.758208, 70.268195, 70.268195
1548188046.664540, 87.754339, 71.264326, 71.264326
1548188046.780753, 88.841662, 72.351649, 72.351649
1548188046.898924, 89.572065, 73.082052, 73.082052
1548188047.027005, 90.478515, 73.988502, 73.988502
1548188047.126535, 91.214813, 74.724800, 74.724800
