time,palm_pos,palm_vel,span
1548184028.034118, 0.000000, 0.000000, 0.000000
1548184028.047483, 0.000000, 0.000000, 0.000000
1548184028.053810, 241.879608, -386.624939, 42.121730
1548184028.059355, 241.879608, -386.624939, 42.121730
1548184028.065178, 241.879608, -386.624939, 42.121730
1548184028.070488, 241.879608, -386.624939, 42.121730
1548184028.076156, 241.879608, -386.624939, 42.121730
1548184028.081528, 241.879608, -386.624939, 42.121730
1548184028.086889, 241.879608, -386.624939, 42.121730
1548184028.092478, 241.879608, -386.624939, 42.121730
1548184028.097773, 224.288025, -446.397308, 45.471456
1548184028.103673, 224.288025, -446.397308, 45.471456
1548184028.109878, 224.288025, -446.397308, 45.471456
1548184028.115407, 183.090164, -767.835388, 57.358626
1548184028.121613, 183.090164, -767.835388, 57.358626
1548184028.127374, 183.090164, -767.835388, 57.358626
1548184028.132935, 175.207031, -668.698425, 59.743985
1548184028.138451, 175.207031, -668.698425, 59.743985
1548184028.143907, 166.826447, -654.163391, 64.603166
1548184028.149238, 166.826447, -654.163391, 64.603166
1548184028.155302, 159.436142, -687.880859, 67.535843
1548184028.161192, 159.436142, -687.880859, 67.535843
1548184028.166790, 147.970657, -797.727173, 81.425306
1548184028.172352, 147.970657, -797.727173, 81.425306
1548184028.178072, 139.249939, -777.247498, 86.959895
1548184028.186298, 139.249939, -777.247498, 86.959895
1548184028.192320, 139.249939, -777.247498, 86.959895
1548184028.200766, 130.507599, -703.664917, 89.184815
1548184028.210612, 125.278015, -628.947998, 90.634595
1548184028.215966, 125.278015, -628.947998, 90.634595
1548184028.223022, 125.278015, -628.947998, 90.634595
1548184028.228563, 125.278015, -628.947998, 90.634595
1548184028.234232, 125.278015, -628.947998, 90.634595
1548184028.240149, 125.278015, -628.947998, 90.634595
1548184028.246028, 125.278015, -628.947998, 90.634595
1548184028.251412, 125.278015, -628.947998, 90.634595
1548184028.257072, 125.278015, -628.947998, 90.634595
1548184028.263056, 125.278015, -628.947998, 90.634595
1548184028.269133, 125.278015, -628.947998, 90.634595
1548184028.274754, 125.278015, -628.947998, 90.634595
1548184028.280684, 125.278015, -628.947998, 90.634595
1548184028.285941, 125.278015, -628.947998, 90.634595
1548184028.292062, 125.278015, -628.947998, 90.634595
1548184028.297565, 125.278015, -628.947998, 90.634595
1548184028.303826, 125.278015, -628.947998, 90.634595
1548184028.309293, 120.269203, -564.846497, 91.713505
1548184028.314619, 117.320465, -462.031799, 92.388456
1548184028.323245, 117.320465, -462.031799, 92.388456
1548184028.331166, 179.626328, 790.468384, 92.641203
1548184028.336519, 179.626328, 790.468384, 92.641203
