time, phase
1551380650.679497, 0
1551380650.843042, 1
1551380651.010505, 2
1551380651.223628, 3
1551380651.317601, 0
1551380651.387463, 1
1551380651.580084, 2
1551380651.682167, 3
1551380651.821969, 0
1551380651.892893, 1
1551380651.983214, 2
1551380652.068986, 3
1551380652.161847, 0
1551380652.302975, 1
1551380652.388555, 2
1551380652.486502, 3
1551380652.604438, 0
1551380652.700122, 1
1551380652.798710, 2
1551380652.901978, 3
1551380652.976302, 0
1551380653.089901, 1
1551380653.227632, 2
1551380653.337694, 3
1551380653.440487, 0
1551380653.545291, 1
1551380653.659298, 2
1551380653.794422, 3
1551380653.896269, 0
1551380653.990592, 1
1551380654.151530, 2
1551380654.297320, 3
1551380654.424282, 0
1551380654.547560, 1
1551380654.727746, 2
1551380654.871344, 3
1551380654.989086, 0
1551380655.113376, 1
1551380655.281832, 2
1551380655.436412, 3
1551380655.580982, 0
1551380655.704936, 1
1551380655.857589, 2
1551380656.005283, 3
1551380656.134037, 0
1551380656.261983, 1
1551380656.412728, 2
1551380656.588658, 3
1551380656.733490, 0
1551380656.889938, 1
1551380657.104517, 2
1551380657.243092, 3
1551380657.363138, 0
1551380657.475130, 1
1551380657.653036, 2
1551380657.872835, 3
1551380658.011757, 0
1551380658.130729, 1
1551380658.326613, 2
1551380658.575626, 3
1551380658.746993, 0
1551380658.942786, 1
1551380659.201905, 2
1551380659.388461, 3
1551380659.514186, 0
1551380659.731047, 1
1551380660.004094, 2
1551380660.177534, 3
1551380660.345877, 0
1551380660.512361, 1
1551380660.696902, 2
1551380660.850214, 3
1551380660.962103, 0
1551380661.102091, 1
1551380661.308034, 2
1551380661.430431, 3
1551380661.551497, 0
1551380661.660785, 1
1551380661.809657, 2
1551380661.933644, 3
1551380662.034596, 0
1551380662.162123, 1
1551380662.290386, 2
1551380662.404394, 3
