time, phase
1552946174.548465, 0
1552946175.391002, 0
1552946175.888076, 0
1552946176.338528, 0
1552946176.775283, 0
1552946177.214072, 0
1552946177.647372, 0
1552946178.102874, 0
1552946178.571668, 0
1552946179.050549, 0
1552946179.563262, 0
1552946180.045823, 0
1552946180.566495, 0
1552946181.300386, 0
1552946182.330678, 0
1552946183.698633, 0
1552946185.657652, 0
1552946187.604300, 0
1552946188.360721, 0
1552946188.975260, 0
1552946189.566144, 0
1552946190.377675, 0
1552946191.209886, 0
1552946191.586829, 0
