time,est_amp,est_freq,est_phase
1548184083.029907, 1.562584, 0.036765, 0.001390
1548184083.120188, 2.434833, 0.041474, 0.001397
1548184083.323021, 14.845733, 0.043087, 0.726505
1548184083.573298, 92.981770, 0.041304, 1.742009
1548184083.740976, 213.732985, 0.046916, 2.287176
1548184083.965957, 247.350368, 0.052363, 2.857286
1548184084.185768, 351.374382, 0.047014, 4.712389
1548184084.394931, 153.163398, 0.061696, 5.077905
1548184084.575694, 545.502773, 0.050143, 10.995574
1548184084.748821, 657.615599, 0.053030, 13.078080
1548184084.909847, 760.564642, 0.052961, 15.688996
1548184085.102927, 808.490885, 0.052040, 18.455075
1548184085.341011, 811.979654, 0.052690, 20.899482
1548184085.539358, 836.048377, 0.054256, 23.344686
1548184085.714396, 789.650165, 0.054773, 26.088695
1548184085.929453, 844.064634, 0.057178, 28.408373
1548184086.091465, 852.502287, 0.057330, 31.177473
1548184086.321871, 891.095740, 0.059352, 33.572349
1548184086.573231, 1006.618055, 0.059995, 36.398015
1548184086.783975, 1006.276244, 0.061316, 39.255828
1548184086.964076, 1022.159487, 0.059916, 45.553093
1548184087.231566, 1109.578374, 0.060320, 45.553093
1548184087.443693, 1195.329388, 0.061700, 48.263148
1548184087.659870, 1195.329388, 0.064345, 50.868708
1548184087.855098, 1195.329388, 0.063711, 58.119464
1548184088.111769, 394.949005, 0.118098, 61.261057
1548184088.256584, 232.707529, 0.116850, 61.261057
1548184088.440872, 457.835834, 0.082227, 61.839577
1548184088.690621, 30.668901, 0.068361, 67.544242
1548184088.797886, 30.668901, 0.050385, 69.115038
1548184088.894256, 440.613521, 0.015701, 69.115038
1548184089.055153, 432.549766, 0.018384, 69.115038
1548184089.204680, 700.112022, 0.025341, 69.115038
1548184089.358100, 793.855775, 0.030676, 70.009595
1548184089.493280, 389.107357, 0.025969, 71.922143
1548184089.685335, 294.907472, 0.030077, 72.945446
1548184089.819149, 150.468465, 0.042079, 73.496716
1548184089.957385, 199.032851, 0.038878, 75.973930
1548184090.114205, 300.016344, 0.035055, 78.997723
1548184090.251757, 422.638060, 0.031147, 81.802854
1548184090.364145, 618.538302, 0.030468, 83.723998
1548184090.443915, 768.294909, 0.030860, 84.977060
1548184090.562679, 927.465326, 0.028937, 87.005360
1548184090.660379, 965.645630, 0.030301, 88.119152
1548184090.791075, 942.883923, 0.027156, 90.066105
1548184090.913248, 903.494431, 0.024337, 91.987683
1548184091.037015, 967.269830, 0.024077, 93.305838
1548184091.154974, 943.130121, 0.023951, 94.603435
1548184091.257976, 831.467796, 0.023830, 95.777623
1548184091.346654, 736.091743, 0.022847, 97.160085
1548184091.532624, 716.655734, 0.021913, 98.323363
1548184091.659013, 727.896047, 0.021748, 99.428154
1548184091.776378, 661.445220, 0.021138, 100.747413
1548184091.888342, 655.079806, 0.021442, 101.864286
1548184092.006954, 595.428573, 0.021475, 102.917382
1548184092.119483, 597.724935, 0.022761, 103.717688
1548184092.257818, 563.704343, 0.022415, 104.745581
1548184092.367398, 523.862749, 0.021776, 105.946254
1548184092.448222, 545.768480, 0.019292, 107.570007
1548184092.566451, 551.522190, 0.018751, 108.685187
1548184092.674049, 538.823738, 0.018643, 109.640076
1548184092.791159, 499.932506, 0.018561, 110.576818
1548184092.955494, 474.255536, 0.020034, 111.276944
1548184093.067541, 515.421448, 0.020802, 112.190503
1548184093.233820, 515.553025, 0.021579, 113.099523
1548184093.371741, 495.603101, 0.022603, 113.981509
1548184093.481619, 412.530685, 0.022400, 115.084309
1548184093.647362, 384.815441, 0.022886, 116.154198
