time, phase
1548184083.744139, 0
1548184083.839812, 1
1548184084.011089, 2
1548184084.194342, 3
1548184084.302817, 0
1548184084.399121, 1
1548184084.482788, 2
1548184084.627975, 3
1548184084.711706, 0
1548184084.817951, 1
1548184084.943698, 2
1548184085.068155, 3
1548184085.188293, 0
1548184085.357016, 1
1548184085.459090, 2
1548184085.551101, 3
1548184085.609837, 0
1548184085.703019, 1
1548184085.801893, 2
1548184085.936294, 3
1548184085.999801, 0
1548184086.133055, 1
1548184086.302604, 2
1548184086.371374, 3
1548184086.440055, 0
1548184086.642569, 1
1548184086.744346, 2
1548184086.814231, 3
1548184086.874873, 0
1548184086.998135, 1
1548184087.153997, 2
1548184087.265046, 3
1548184087.378824, 0
1548184087.478237, 1
1548184087.593957, 2
1548184087.674573, 3
1548184087.741074, 0
1548184087.884280, 1
1548184088.007991, 2
1548184088.150545, 3
1548184088.208335, 0
1548184088.339160, 1
1548184088.531500, 2
1548184088.704644, 3
1548184088.875589, 0
1548184088.984353, 1
1548184090.054492, 2
1548184090.177662, 3
1548184090.310921, 0
1548184090.437155, 1
1548184090.579953, 2
1548184090.693898, 3
1548184090.935320, 0
1548184091.054459, 1
1548184091.195246, 2
1548184091.422578, 3
1548184091.653445, 0
1548184091.763948, 1
1548184091.920855, 2
1548184092.085110, 3
1548184092.332886, 0
1548184092.499001, 1
1548184092.676447, 2
1548184092.819939, 3
1548184093.052547, 0
1548184093.241724, 1
1548184093.427375, 2
1548184093.659933, 3
