time, phase
1551719971.166593, 0
1551719971.311790, 1
1551719971.487149, 2
1551719971.640522, 3
1551719971.770632, 0
1551719971.890777, 1
1551719972.068834, 2
1551719972.214823, 3
1551719972.335779, 0
1551719972.498193, 1
1551719972.711489, 2
1551719972.867578, 3
1551719973.011558, 0
1551719973.151123, 1
1551719973.381049, 2
1551719973.531610, 3
1551719973.653033, 0
1551719973.778001, 1
1551719973.964644, 2
1551719974.144255, 3
1551719974.290408, 0
1551719974.428543, 1
1551719974.655210, 2
1551719974.849237, 3
1551719975.016969, 0
1551719975.122698, 1
1551719975.341183, 2
1551719975.529163, 3
1551719975.664746, 0
1551719975.794948, 1
1551719976.026341, 2
1551719976.207020, 3
1551719976.345744, 0
1551719976.504362, 1
1551719976.728699, 2
1551719976.924198, 3
1551719977.049143, 0
1551719977.181484, 1
1551719977.430549, 2
1551719977.632873, 3
1551719977.840996, 0
1551719977.954772, 1
1551719978.209817, 2
1551719978.336029, 3
1551719978.580629, 0
1551719978.792272, 1
1551719979.063640, 2
1551719979.337270, 3
1551719979.465874, 0
1551719979.679499, 1
1551719979.855675, 2
1551719979.985579, 3
1551719980.297315, 0
1551719980.434938, 1
1551719980.645550, 2
1551719980.802111, 3
1551719980.901611, 0
1551719981.042686, 1
1551719981.248667, 2
1551719981.405466, 3
1551719981.606612, 0
1551719981.749045, 1
1551719981.956402, 2
1551719982.152992, 3
1551719982.309518, 0
1551719982.465899, 1
1551719982.683197, 2
1551719982.870077, 3
