time, phase
1551453594.626742, 0
1551453594.704477, 1
1551453594.819043, 2
1551453594.971664, 3
1551453595.043950, 0
1551453595.097532, 1
1551453595.143957, 2
1551453595.275048, 3
1551453595.379369, 0
1551453595.470161, 1
1551453595.645866, 2
1551453595.665720, 3
1551453595.692260, 0
1551453595.768534, 1
1551453595.845703, 2
1551453595.957453, 3
1551453596.048649, 0
1551453596.095846, 1
1551453596.138400, 2
1551453596.227171, 3
1551453596.549831, 0
1551453596.679730, 1
1551453596.954663, 2
1551453597.113873, 3
1551453597.227408, 0
1551453597.327270, 1
1551453597.454558, 2
1551453597.583628, 3
1551453597.845556, 0
1551453597.890043, 1
1551453597.960112, 2
1551453598.130439, 3
1551453598.220315, 0
1551453598.336988, 1
1551453598.625111, 2
1551453598.728976, 3
1551453598.817253, 0
1551453598.901651, 1
1551453598.987107, 2
1551453599.088550, 3
1551453599.200243, 0
1551453599.313607, 1
1551453599.534649, 2
1551453599.693264, 3
1551453599.760333, 0
1551453599.872370, 1
1551453600.222014, 2
1551453600.358263, 3
1551453600.460249, 0
1551453600.507833, 1
1551453600.576194, 2
1551453600.758634, 3
1551453600.860878, 0
1551453600.917218, 1
1551453601.007223, 2
1551453601.098044, 3
1551453601.173999, 0
1551453601.275956, 1
1551453601.459175, 2
1551453601.625813, 3
1551453601.740500, 0
1551453601.821594, 1
1551453601.926200, 2
1551453602.013397, 3
1551453602.112026, 0
1551453602.261042, 1
1551453602.543748, 2
1551453602.584810, 3
1551453602.613060, 0
1551453602.786227, 1
