time,phase_from_reg,phase_for_plbck,plbck_pos
1551381059.158104, 0.005949, 0.000000, 0.000000
1551381059.220656, 0.824505, 0.000000, 0.000000
1551381059.293613, 2.144498, 0.000000, 0.000000
1551381059.356240, 5.206789, 0.000000, 0.000000
1551381059.444364, 3.141593, 0.000000, 0.000000
1551381059.489114, 3.141593, 0.000000, 0.000000
1551381059.613463, 3.141593, 0.000000, 0.000000
1551381059.727618, 5.484083, 0.000000, 0.000000
1551381059.778252, 5.537251, 0.000000, 0.000000
1551381059.882627, 6.571017, 0.000000, 0.000000
1551381059.979550, 6.995441, 0.000000, 0.000000
1551381060.081879, 7.693919, 0.000000, 0.000000
1551381060.189593, 8.776698, 0.000000, 0.000000
1551381060.281440, 10.087527, 0.000000, 0.000000
1551381060.338094, 10.092941, 0.000000, 0.000000
1551381060.439712, 10.870295, 0.000000, 0.000000
1551381060.541903, 6.283185, 0.000000, 0.000000
1551381060.646314, 6.283185, 0.000000, 0.000000
1551381060.730615, 6.283185, 0.000000, 0.000000
