time, phase
1551452123.496555, 0
1551452123.594606, 1
1551452123.697029, 2
1551452123.806672, 3
1551452123.956007, 0
1551452124.184472, 1
1551452124.370925, 2
1551452124.519881, 3
1551452124.965856, 0
1551452124.994551, 1
1551452125.017911, 2
1551452125.110347, 3
1551452125.174051, 0
1551452125.373171, 1
1551452125.595001, 2
1551452125.837711, 3
1551452126.035544, 0
1551452126.358884, 1
1551452126.679790, 2
1551452126.728436, 3
1551452126.785627, 0
1551452126.901131, 1
1551452126.968119, 2
1551452127.086115, 3
1551452127.518112, 0
1551452127.606083, 1
1551452127.706026, 2
1551452127.846665, 3
1551452127.991609, 0
1551452128.045764, 1
1551452128.231916, 2
1551452128.355742, 3
1551452128.459028, 0
1551452128.559963, 1
1551452128.756485, 2
1551452128.958420, 3
1551452129.433666, 0
1551452129.630663, 1
1551452129.987778, 2
1551452130.150325, 3
1551452130.284570, 0
1551452130.355146, 1
1551452130.438929, 2
1551452130.460730, 3
1551452130.494228, 0
1551452130.691045, 1
1551452130.921668, 2
1551452130.968364, 3
1551452131.024343, 0
1551452131.072071, 1
1551452131.101833, 2
1551452131.271743, 3
1551452132.334539, 0
1551452132.675164, 1
1551452132.762619, 2
1551452132.841549, 3
1551452133.271204, 0
1551452133.456618, 1
1551452133.867948, 2
1551452133.933230, 3
1551452134.236459, 0
1551452134.275831, 1
1551452134.305590, 2
1551452134.420281, 3
1551452134.557222, 0
1551452134.599813, 1
1551452134.687244, 2
1551452135.182843, 3
1551452135.262243, 0
1551452135.328529, 1
1551452135.467187, 2
1551452135.583097, 3
1551452135.963233, 0
1551452136.035711, 1
1551452136.217610, 2
1551452136.369722, 3
1551452136.449234, 0
1551452136.580120, 1
1551452136.738127, 2
1551452136.877929, 3
1551452136.956834, 0
1551452137.021202, 1
1551452137.119519, 2
1551452137.252197, 3
1551452137.339288, 0
1551452137.413867, 1
1551452137.527660, 2
1551452137.628830, 3
1551452137.724849, 0
1551452137.796662, 1
1551452137.878784, 2
1551452137.969909, 3
1551452138.033194, 0
1551452138.112464, 1
1551452138.206340, 2
1551452138.301118, 3
1551452138.415447, 0
1551452138.487415, 1
1551452138.567528, 2
1551452138.642274, 3
1551452138.720489, 0
1551452138.793405, 1
1551452138.884822, 2
1551452139.000280, 3
1551452139.067506, 0
1551452139.134107, 1
1551452139.222050, 2
1551452139.309937, 3
1551452139.384491, 0
1551452139.457512, 1
1551452139.559535, 2
1551452139.633474, 3
1551452139.680375, 0
1551452139.766917, 1
1551452139.856484, 2
1551452139.973053, 3
1551452140.051646, 0
1551452140.194454, 1
1551452140.455329, 2
1551452140.611501, 3
1551452141.628517, 0
1551452141.731384, 1
1551452142.268524, 2
1551452142.384714, 3
1551452142.955250, 0
1551452143.065093, 1
1551452143.397415, 2
1551452143.522490, 3
1551452143.576176, 0
1551452143.667850, 1
1551452143.823545, 2
