time,phase_from_reg,phase_for_plbck,plbck_pos
1548007170.838364, 0.000013, 0.000000, 0.000000
1548007170.937407, 0.970748, 0.000000, 0.000000
1548007171.026084, 0.000000, 0.000000, 0.000000
1548007171.112105, 0.000000, 0.000000, 0.000000
1548007171.158502, 2.536156, 0.000000, 0.000000
1548007171.347634, 2.536156, 0.000000, 0.000000
1548007171.425823, 2.610399, 0.000000, 0.000000
1548007171.535951, 2.610399, 0.000000, 0.000000
1548007171.683622, 2.610438, 0.000000, 0.000000
1548007171.768990, 2.610438, 0.000000, 0.000000
1548007171.899404, 2.871175, 0.000000, 0.000000
1548007171.991774, 4.908015, 0.000000, 0.000000
1548007172.072173, 6.061035, 0.000000, 0.000000
1548007172.149237, 8.029336, 0.000000, 0.000000
1548007172.238210, 9.395688, 0.000000, 0.000000
1548007172.332500, 11.240528, 0.000000, 0.000000
1548007172.431519, 12.655985, 0.000000, 0.000000
1548007172.528079, 14.176237, 0.000000, 0.000000
1548007172.633795, 15.430477, 0.000000, 0.000000
1548007172.729310, 16.528303, 0.000000, 0.000000
1548007172.811804, 17.883059, 0.000000, 0.000000
1548007172.892109, 19.304635, 0.000000, 0.000000
1548007172.973659, 20.650608, 0.000000, 0.000000
1548007173.056927, 22.095941, 0.000000, 0.000000
1548007173.144001, 23.705986, 0.000000, 0.000000
1548007173.234053, 24.683279, 0.000000, 0.000000
1548007173.328387, 25.929252, 1.245973, 1.245973
1548007173.427579, 26.856470, 2.173190, 2.173190
1548007173.508861, 27.769324, 3.086045, 3.086045
1548007173.607988, 28.649933, 3.966654, 3.966654
1548007173.686126, 29.884223, 5.200944, 5.200944
1548007173.772178, 31.032927, 6.349648, 6.349648
1548007173.881081, 32.395058, 7.711779, 7.711779
1548007173.977652, 33.259829, 8.576549, 8.576549
1548007174.064449, 34.030148, 9.346868, 9.346868
1548007174.164053, 34.722013, 10.038734, 10.038734
1548007174.253359, 35.366867, 10.683588, 10.683588
1548007174.345074, 36.413986, 11.730707, 11.730707
1548007174.470232, 37.301394, 12.618115, 12.618115
1548007174.539587, 38.316353, 13.633073, 13.633073
1548007174.644641, 39.173087, 14.489808, 14.489808
1548007174.717243, 40.074037, 15.390758, 15.390758
1548007174.818276, 40.832999, 16.149720, 16.149720
1548007174.893065, 41.948234, 17.264955, 17.264955
1548007174.974177, 43.012437, 18.329158, 18.329158
1548007175.051848, 44.048598, 19.365319, 19.365319
1548007175.138617, 45.278313, 20.595034, 20.595034
1548007175.226031, 46.138815, 21.455536, 21.455536
1548007175.327170, 46.975058, 22.291778, 22.291778
1548007175.409927, 47.825317, 23.142038, 23.142038
1548007175.492814, 48.691144, 24.007864, 24.007864
1548007175.590945, 49.607520, 24.924241, 24.924241
1548007175.743513, 50.449978, 25.766699, 25.766699
1548007175.829310, 51.230021, 26.546741, 26.546741
1548007175.980240, 52.300682, 27.617403, 27.617403
1548007176.038732, 53.299819, 28.616540, 28.616540
1548007176.123757, 54.525536, 29.842257, 29.842257
1548007176.206068, 55.889623, 31.206344, 31.206344
1548007176.300614, 57.528046, 32.844766, 32.844766
1548007176.412501, 58.788960, 34.105681, 34.105681
1548007176.506164, 60.350370, 35.667091, 35.667091
