time, phase
1548007173.201834, 0
1548007173.313467, 1
1548007173.456021, 2
1548007173.632537, 3
1548007173.817122, 0
1548007173.967819, 1
1548007174.110810, 2
1548007174.296559, 3
1548007174.454516, 0
1548007174.572992, 1
1548007174.706750, 2
1548007174.880317, 3
1548007175.005549, 0
1548007175.134459, 1
1548007175.277971, 2
1548007175.440674, 3
1548007175.538302, 0
1548007175.667199, 1
1548007175.815722, 2
1548007175.943944, 3
1548007176.056546, 0
1548007176.175944, 1
1548007176.358914, 2
1548007176.506048, 3
1548007176.615737, 0
1548007176.779104, 1
1548007176.951792, 2
1548007177.090015, 3
1548007177.360362, 0
1548007177.511508, 1
1548007177.784352, 2
1548007177.923985, 3
1548007178.262848, 0
1548007178.587752, 1
1548007178.745250, 2
1548007178.966024, 3
1548007179.120874, 0
1548007179.297294, 1
1548007179.490364, 2
1548007179.691654, 3
1548007179.860457, 0
1548007180.024379, 1
1548007180.195759, 2
1548007180.436111, 3
1548007180.585499, 0
1548007180.693092, 1
1548007180.928911, 2
1548007181.068754, 3
1548007181.270926, 0
