time, phase
1551275115.028823, 0
1551275115.541740, 0
1551275115.981864, 0
1551275116.503967, 0
1551275117.022082, 0
1551275117.472725, 0
1551275117.889852, 0
1551275118.356124, 0
1551275118.749980, 0
1551275119.146915, 0
1551275119.652013, 0
1551275120.108860, 0
1551275120.539323, 0
1551275121.042037, 0
1551275121.507957, 0
1551275121.960151, 0
1551275122.446671, 0
1551275122.883816, 0
1551275123.338274, 0
1551275123.806516, 0
1551275124.283300, 0
1551275124.694016, 0
1551275125.192617, 0
1551275125.648397, 0
