time, phase
1550926087.452439, 0
1550926087.602094, 1
1550926087.767388, 2
1550926087.950303, 3
1550926089.569296, 0
1550926089.632437, 1
1550926089.697948, 2
1550926089.967767, 3
1550926090.045126, 0
1550926090.191273, 1
1550926090.351799, 2
1550926090.515312, 3
1550926090.666639, 0
1550926090.844429, 1
1550926091.024624, 2
1550926091.214702, 3
1550926091.356217, 0
1550926091.490353, 1
1550926091.648236, 2
1550926091.779997, 3
1550926091.919185, 0
1550926092.070297, 1
1550926092.237574, 2
1550926092.376697, 3
1550926092.499782, 0
1550926092.646592, 1
1550926092.799220, 2
1550926092.957445, 3
1550926093.092850, 0
1550926093.216383, 1
1550926093.366746, 2
1550926093.504824, 3
1550926093.604968, 0
1550926093.741454, 1
1550926093.904726, 2
1550926094.065130, 3
1550926094.217686, 0
1550926094.341534, 1
1550926094.495943, 2
1550926094.651938, 3
1550926094.841318, 0
1550926094.997067, 1
1550926095.137662, 2
1550926095.319136, 3
1550926095.512100, 0
1550926095.688373, 1
1550926095.864517, 2
1550926096.017554, 3
1550926096.118258, 0
1550926096.348409, 1
1550926096.539594, 2
1550926096.683167, 3
1550926096.857646, 0
1550926096.991824, 1
1550926097.203540, 2
1550926097.346224, 3
1550926097.559022, 0
1550926097.832172, 1
1550926097.990001, 2
