time, phase
1551699671.717638, 0
1551699671.834037, 1
1551699671.980229, 2
1551699672.202211, 3
1551699672.259548, 0
1551699672.378726, 1
1551699672.475407, 2
1551699672.583887, 3
1551699672.771421, 0
1551699672.944863, 1
1551699673.063896, 2
1551699673.175809, 3
1551699673.329055, 0
1551699673.463763, 1
1551699673.671657, 2
1551699673.985282, 3
1551699674.160050, 0
1551699674.393155, 1
1551699674.709017, 2
1551699674.953096, 3
1551699675.246461, 0
1551699675.478891, 1
1551699675.685715, 2
1551699675.889658, 3
1551699676.342153, 0
1551699676.528389, 1
1551699676.850800, 2
1551699677.260886, 3
1551699677.467286, 0
1551699677.648336, 1
1551699677.948295, 2
1551699678.152781, 3
1551699678.465302, 0
1551699678.668433, 1
1551699678.902934, 2
1551699679.102130, 3
1551699679.381315, 0
1551699679.639255, 1
1551699679.779903, 2
1551699680.010173, 3
1551699680.289066, 0
1551699680.559448, 1
1551699680.813327, 2
1551699681.066086, 3
1551699681.352992, 0
1551699681.555442, 1
1551699681.819839, 2
1551699682.112664, 3
1551699682.366372, 0
1551699682.585718, 1
1551699682.784904, 2
1551699683.073918, 3
1551699683.395654, 0
1551699683.675139, 1
1551699683.922938, 2
1551699684.114783, 3
1551699684.335369, 0
1551699684.551718, 1
1551699684.791355, 2
1551699684.988787, 3
1551699685.343941, 0
1551699685.526695, 1
1551699685.720738, 2
1551699685.986468, 3
1551699686.210331, 0
1551699686.425991, 1
1551699686.675283, 2
1551699686.893155, 3
1551699687.124196, 0
1551699687.343086, 1
1551699687.539608, 2
1551699687.703661, 3
1551699687.934937, 0
1551699688.180728, 1
1551699688.362161, 2
1551699688.497159, 3
1551699688.739151, 0
1551699688.962843, 1
1551699689.125479, 2
1551699689.288865, 3
1551699689.563691, 0
1551699689.744152, 1
1551699689.906346, 2
1551699690.062164, 3
1551699690.290113, 0
1551699690.528202, 1
1551699690.719224, 2
1551699690.882013, 3
1551699691.121544, 0
1551699691.320280, 1
1551699691.532770, 2
1551699691.716840, 3
1551699691.960785, 0
1551699692.154421, 1
1551699692.321621, 2
1551699692.513030, 3
1551699692.729605, 0
1551699692.950283, 1
1551699693.138491, 2
1551699693.296277, 3
1551699693.552753, 0
1551699693.746908, 1
1551699693.958193, 2
1551699694.190506, 3
1551699694.412557, 0
1551699694.615128, 1
1551699694.834085, 2
1551699695.114801, 3
1551699695.385534, 0
1551699695.529736, 1
1551699695.779858, 2
1551699696.040767, 3
1551699696.361105, 0
1551699696.612340, 1
1551699696.855329, 2
1551699697.028581, 3
1551699697.241705, 0
1551699697.473680, 1
1551699697.678549, 2
1551699697.866584, 3
1551699698.100784, 0
1551699698.263189, 1
1551699698.543100, 2
1551699698.655561, 3
1551699698.896201, 0
1551699699.128407, 1
1551699699.344106, 2
1551699699.533132, 3
1551699699.734214, 0
1551699699.961645, 1
1551699700.128694, 2
1551699700.274191, 3
1551699700.509473, 0
1551699700.708275, 1
1551699700.888589, 2
1551699701.042580, 3
1551699701.262122, 0
1551699701.434050, 1
1551699701.615764, 2
1551699701.817514, 3
1551699702.061644, 0
1551699702.215854, 1
1551699702.424490, 2
1551699702.616641, 3
1551699702.856421, 0
1551699703.031605, 1
1551699703.206345, 2
1551699703.365721, 3
1551699703.584889, 0
1551699703.815633, 1
1551699703.993087, 2
1551699704.202958, 3
1551699704.437775, 0
1551699704.587971, 1
1551699704.763211, 2
1551699704.971174, 3
1551699705.209994, 0
1551699705.354799, 1
1551699705.489469, 2
1551699705.667278, 3
1551699705.881962, 0
1551699706.095457, 1
1551699706.186121, 2
1551699706.312417, 3
1551699706.564743, 0
1551699706.756063, 1
1551699706.981575, 2
1551699707.130042, 3
1551699707.356745, 0
1551699707.490891, 1
1551699707.665767, 2
1551699707.856855, 3
1551699708.194355, 0
1551699708.316615, 1
1551699708.532787, 2
1551699708.782529, 3
1551699709.022343, 0
1551699709.181985, 1
1551699709.392643, 2
1551699709.569159, 3
1551699709.765336, 0
1551699709.978791, 1
1551699710.118073, 2
1551699710.285956, 3
1551699710.548658, 0
1551699710.714137, 1
1551699710.954598, 2
1551699711.123016, 3
1551699711.355905, 0
1551699711.517447, 1
1551699711.728125, 2
1551699711.923878, 3
1551699712.191477, 0
1551699712.402253, 1
1551699712.721870, 2
1551699712.910977, 3
1551699713.265596, 0
1551699713.448666, 1
1551699713.818622, 2
1551699714.058617, 3
1551699714.278842, 0
1551699714.441557, 1
1551699714.619909, 2
1551699714.764068, 3
1551699715.023000, 0
1551699715.136025, 1
1551699715.323153, 2
1551699715.491622, 3
1551699715.754744, 0
1551699715.908669, 1
1551699716.047210, 2
1551699716.177715, 3
1551699716.412292, 0
1551699716.575303, 1
1551699716.800191, 2
1551699716.952335, 3
1551699717.144858, 0
1551699717.323325, 1
1551699717.520111, 2
1551699717.666812, 3
1551699717.858130, 0
1551699718.054149, 1
1551699718.262752, 2
1551699718.394451, 3
1551699718.573455, 0
1551699718.742943, 1
1551699718.985472, 2
1551699719.144892, 3
1551699719.310122, 0
1551699719.533464, 1
1551699719.678642, 2
1551699719.827434, 3
1551699720.025092, 0
1551699720.250737, 1
1551699720.484741, 2
1551699720.592236, 3
1551699720.785689, 0
1551699720.989430, 1
1551699721.248528, 2
1551699721.395618, 3
1551699721.662246, 0
1551699721.864676, 1
1551699722.126974, 2
1551699722.392857, 3
1551699722.578207, 0
1551699722.742131, 1
1551699722.952232, 2
1551699723.113934, 3
1551699723.348412, 0
1551699723.535851, 1
1551699723.700071, 2
1551699723.866727, 3
1551699724.062422, 0
1551699724.260276, 1
1551699724.464252, 2
1551699724.611554, 3
1551699724.905580, 0
1551699725.115934, 1
1551699725.388248, 2
1551699725.586774, 3
1551699725.833080, 0
1551699726.051980, 1
1551699726.231783, 2
1551699726.393501, 3
1551699726.575782, 0
1551699726.746692, 1
1551699726.957828, 2
1551699727.087409, 3
1551699727.256233, 0
1551699727.463839, 1
1551699727.634097, 2
1551699727.815678, 3
1551699728.004212, 0
1551699728.189221, 1
1551699728.449785, 2
1551699728.613583, 3
1551699728.834741, 0
1551699729.066415, 1
1551699729.338245, 2
1551699729.515203, 3
1551699729.767727, 0
1551699729.999168, 1
1551699730.223955, 2
1551699730.430496, 3
1551699730.757226, 0
1551699730.990030, 1
1551699731.224857, 2
1551699731.426875, 3
1551699731.792002, 0
1551699732.051026, 1
1551699732.353060, 2
1551699732.532512, 3
1551699732.896898, 0
1551699733.138799, 1
1551699733.315276, 2
1551699733.465012, 3
1551699733.651650, 0
1551699733.809443, 1
1551699733.973724, 2
1551699734.119928, 3
1551699734.312205, 0
1551699734.515844, 1
1551699734.785158, 2
1551699734.946568, 3
1551699735.178760, 0
1551699735.352113, 1
1551699735.553833, 2
1551699735.723547, 3
1551699735.963501, 0
1551699736.155765, 1
1551699736.343555, 2
1551699736.507475, 3
1551699736.708092, 0
1551699736.913502, 1
1551699737.174668, 2
1551699737.311239, 3
1551699737.530042, 0
1551699737.713444, 1
1551699737.946746, 2
1551699738.118668, 3
1551699738.309318, 0
1551699738.485960, 1
1551699738.672388, 2
1551699738.847278, 3
1551699739.015043, 0
1551699739.191713, 1
1551699739.399712, 2
1551699739.555315, 3
1551699739.754751, 0
1551699739.924036, 1
1551699740.119407, 2
1551699740.273823, 3
1551699740.494731, 0
1551699740.669395, 1
1551699740.960201, 2
1551699741.112074, 3
1551699741.341374, 0
1551699741.576333, 1
1551699741.787675, 2
1551699741.981876, 3
1551699742.213483, 0
1551699742.413247, 1
1551699742.635727, 2
1551699742.800471, 3
1551699743.024593, 0
1551699743.245336, 1
1551699743.468058, 2
1551699743.612910, 3
1551699743.796500, 0
1551699744.012028, 1
1551699744.188260, 2
1551699744.341727, 3
1551699744.552862, 0
1551699744.700881, 1
1551699744.901956, 2
1551699745.061936, 3
1551699745.247434, 0
1551699745.467907, 1
1551699745.654756, 2
1551699745.808411, 3
1551699746.025359, 0
1551699746.218747, 1
1551699746.432242, 2
1551699746.633707, 3
1551699746.863233, 0
1551699747.057960, 1
1551699747.218524, 2
1551699747.398512, 3
1551699747.622348, 0
1551699747.811209, 1
1551699748.036766, 2
1551699748.201015, 3
1551699748.443562, 0
1551699748.621073, 1
1551699748.793828, 2
1551699748.961540, 3
1551699749.200152, 0
1551699749.452190, 1
1551699749.616422, 2
1551699749.905579, 3
1551699750.093995, 0
1551699750.289198, 1
1551699750.528516, 2
1551699750.642109, 3
1551699751.122492, 0
1551699751.279404, 1
1551699751.587165, 2
1551699752.041757, 3
1551699752.271935, 0
1551699752.453014, 1
1551699752.735381, 2
1551699752.918910, 3
1551699753.236987, 0
1551699753.416724, 1
1551699753.657078, 2
1551699753.858563, 3
1551699754.050329, 0
1551699754.221619, 1
1551699754.389735, 2
1551699754.529499, 3
1551699754.714616, 0
1551699754.889444, 1
1551699755.127781, 2
1551699755.243438, 3
1551699755.447967, 0
1551699755.663619, 1
1551699755.887160, 2
1551699756.009223, 3
1551699756.212715, 0
1551699756.384646, 1
1551699756.546218, 2
1551699756.723645, 3
1551699756.865957, 0
1551699757.034731, 1
1551699757.213343, 2
