time, phase
1551356093.857790, 0
1551356093.995678, 1
1551356094.199139, 2
1551356094.424864, 3
1551356094.553268, 0
1551356094.718165, 1
1551356094.983357, 2
1551356095.226515, 3
1551356095.546580, 0
1551356095.648488, 1
1551356095.856855, 2
1551356095.999312, 3
1551356096.691629, 0
1551356096.884779, 1
1551356097.147508, 2
1551356097.394921, 3
1551356097.931755, 0
1551356098.115061, 1
1551356098.250311, 2
1551356098.371785, 3
1551356098.462278, 0
1551356098.601666, 1
1551356098.883734, 2
1551356099.126923, 3
1551356099.304816, 0
1551356099.460535, 1
1551356099.634500, 2
1551356099.784239, 3
1551356099.881822, 0
1551356100.019131, 1
1551356100.229422, 2
1551356100.440111, 3
1551356100.542798, 0
1551356100.661775, 1
1551356100.988359, 2
1551356101.264172, 3
1551356101.456397, 0
1551356101.635744, 1
1551356101.859147, 2
1551356102.000349, 3
1551356102.727511, 0
1551356102.864862, 1
1551356103.239816, 2
1551356103.790373, 3
1551356103.911311, 0
1551356104.062100, 1
1551356104.312797, 2
1551356104.438347, 3
1551356105.059572, 0
1551356105.183627, 1
1551356105.529722, 2
1551356106.031908, 3
1551356106.167840, 0
1551356106.346016, 1
1551356106.593179, 2
1551356106.633213, 3
1551356107.505286, 0
1551356107.623974, 1
1551356107.954912, 2
1551356108.593027, 3
1551356108.685671, 0
1551356108.832553, 1
1551356109.113214, 2
1551356109.246838, 3
1551356110.311114, 0
1551356110.467405, 1
1551356110.840136, 2
1551356111.252062, 3
1551356111.586613, 0
1551356111.715268, 1
1551356112.119397, 2
1551356112.412021, 3
1551356112.775759, 0
1551356112.951741, 1
1551356113.260818, 2
1551356113.457117, 3
1551356113.939466, 0
1551356114.098574, 1
1551356114.502054, 2
1551356114.696535, 3
1551356115.205103, 0
1551356115.352614, 1
1551356115.570701, 2
1551356115.904261, 3
1551356116.236950, 0
1551356116.401494, 1
1551356116.634942, 2
1551356116.735137, 3
1551356117.442565, 0
1551356117.564864, 1
1551356117.893707, 2
1551356118.148183, 3
1551356118.511406, 0
1551356118.618794, 1
1551356118.912123, 2
1551356119.052415, 3
1551356119.564441, 0
1551356119.683476, 1
1551356120.014893, 2
1551356120.363482, 3
1551356120.715094, 0
1551356120.830742, 1
1551356121.047942, 2
1551356121.282555, 3
1551356121.650399, 0
1551356121.764505, 1
1551356121.988804, 2
1551356122.275320, 3
1551356122.566834, 0
1551356122.726677, 1
1551356122.962705, 2
1551356123.154476, 3
1551356123.748753, 0
1551356124.265856, 1
1551356124.521018, 2
1551356124.808274, 3
1551356125.298848, 0
1551356125.756742, 1
1551356126.180050, 2
1551356126.619669, 3
1551356127.056787, 0
1551356127.227140, 1
1551356127.583930, 2
1551356127.972761, 3
1551356128.263106, 0
1551356128.620546, 1
1551356129.014290, 2
1551356129.498661, 3
1551356129.673103, 0
1551356129.912673, 1
1551356130.267081, 2
1551356130.604483, 3
1551356130.867765, 0
1551356131.140963, 1
1551356131.470486, 2
1551356131.836449, 3
1551356132.100717, 0
1551356132.317664, 1
1551356132.704084, 2
1551356133.021677, 3
1551356133.390572, 0
1551356133.523867, 1
1551356133.717629, 2
1551356133.921374, 3
1551356134.421196, 0
1551356134.594121, 1
1551356134.867217, 2
1551356135.177285, 3
1551356135.621150, 0
1551356135.769058, 1
1551356136.002179, 2
1551356136.278658, 3
1551356136.659594, 0
1551356136.788210, 1
1551356136.960899, 2
1551356137.104485, 3
1551356137.493444, 0
1551356137.655313, 1
1551356137.861279, 2
1551356138.061848, 3
1551356138.354052, 0
1551356138.490316, 1
1551356138.688981, 2
1551356138.860830, 3
1551356139.141758, 0
1551356139.277414, 1
1551356139.425084, 2
1551356139.567451, 3
1551356139.811391, 0
1551356139.951818, 1
1551356140.113152, 2
1551356140.291683, 3
1551356140.527671, 0
1551356140.634069, 1
1551356140.839031, 2
1551356140.992462, 3
1551356141.252575, 0
1551356141.375615, 1
1551356141.559142, 2
1551356141.676727, 3
1551356141.940891, 0
1551356142.071416, 1
1551356142.196207, 2
1551356142.333666, 3
1551356142.562172, 0
1551356142.681305, 1
1551356142.850410, 2
1551356143.021716, 3
1551356143.259813, 0
