time, phase
1551356521.375121, 0
1551356521.714411, 0
1551356522.449670, 0
1551356522.902709, 0
1551356523.374944, 0
1551356523.732230, 0
1551356524.112242, 0
1551356524.463065, 0
1551356524.834366, 0
1551356525.049403, 0
1551356525.358665, 0
1551356525.657536, 0
1551356525.989682, 0
1551356526.544323, 0
1551356527.142702, 0
1551356528.580390, 0
1551356529.884844, 0
1551356530.803914, 0
1551356531.754158, 0
1551356532.431451, 0
1551356533.007459, 0
1551356533.675594, 0
1551356534.221281, 0
1551356534.708845, 0
1551356535.167264, 0
1551356535.745629, 0
1551356535.992243, 0
1551356536.436277, 0
1551356536.773210, 0
1551356537.250761, 0
1551356537.657832, 0
1551356538.273410, 0
1551356538.785274, 0
1551356539.196898, 0
1551356539.690460, 0
1551356540.180096, 0
1551356540.906837, 0
1551356541.502340, 0
1551356542.148561, 0
1551356542.904102, 0
1551356543.447914, 0
1551356544.016924, 0
1551356544.478498, 0
1551356544.930644, 0
1551356545.447844, 0
1551356545.866040, 0
1551356546.063007, 0
1551356546.613066, 0
1551356546.942575, 0
1551356547.329872, 0
1551356548.683153, 0
1551356551.353597, 0
1551356552.089569, 0
1551356552.296992, 0
1551356552.866353, 0
1551356555.357295, 0
1551356555.868352, 0
1551356556.506161, 0
1551356558.938965, 0
1551356559.687106, 0
1551356560.739324, 0
1551356561.596966, 0
1551356562.236292, 0
1551356562.949110, 0
1551356563.611029, 0
1551356564.222010, 0
1551356564.903101, 0
1551356565.428070, 0
1551356566.049026, 0
1551356566.682022, 0
1551356567.656801, 0
1551356568.726041, 0
1551356569.452301, 0
1551356570.119298, 0
1551356570.571006, 0
1551356570.988071, 0
1551356571.420560, 0
1551356571.729275, 0
1551356572.096512, 0
1551356572.488710, 0
1551356572.935226, 0
1551356573.114205, 0
1551356573.390567, 0
1551356573.663402, 0
1551356573.947651, 0
1551356574.275805, 0
1551356576.252727, 0
1551356577.126955, 0
1551356578.001326, 0
1551356578.766027, 0
1551356579.615945, 0
1551356580.227343, 0
1551356580.784134, 0
1551356581.470413, 0
1551356582.050334, 0
1551356582.542182, 0
1551356583.057528, 0
1551356583.555855, 0
1551356583.972130, 0
1551356584.410069, 0
1551356584.746212, 0
1551356585.058450, 0
1551356585.296861, 0
1551356585.604978, 0
1551356585.813553, 0
1551356585.997926, 0
1551356586.220611, 0
1551356586.422762, 0
1551356586.629435, 0
1551356586.844962, 0
1551356587.215073, 0
1551356587.349206, 0
1551356587.517762, 0
1551356587.723371, 0
1551356587.915851, 0
1551356588.068992, 0
1551356588.228014, 0
1551356588.622322, 0
1551356588.791699, 0
1551356588.991187, 0
1551356589.211035, 0
1551356589.328121, 0
1551356589.616879, 0
1551356590.684586, 0
1551356591.754807, 0
1551356592.369333, 0
1551356592.794837, 0
