time,phase_from_reg,phase_for_plbck,plbck_pos
1551391315.775714, 0.155926, 0.000000, 0.000000
1551391315.902996, 1.863104, 0.000000, 0.000000
1551391315.991509, 0.000000, 0.000000, 0.000000
1551391316.116798, 0.546072, 0.000000, 0.000000
1551391316.198621, 2.752282, 0.000000, 0.000000
1551391316.272249, 3.303863, 0.000000, 0.000000
1551391316.288439, 5.409210, 0.000000, 0.000000
1551391316.352467, 5.859235, 0.000000, 0.000000
1551391316.464120, 6.867671, 0.000000, 0.000000
1551391316.553774, 8.167295, 0.000000, 0.000000
1551391316.633085, 9.284631, 0.000000, 0.000000
1551391316.713152, 10.883262, 0.000000, 0.000000
1551391316.803801, 13.081672, 0.000000, 0.000000
1551391316.882836, 14.763995, 0.000000, 0.000000
1551391316.961941, 17.377063, 0.000000, 0.000000
1551391317.040951, 17.895985, 0.000000, 0.000000
1551391317.138384, 18.827000, 0.000000, 0.000000
1551391317.221575, 19.147881, 0.000000, 0.000000
1551391317.321215, 19.540568, 0.000000, 0.000000
1551391317.428856, 20.751276, 0.000000, 0.000000
1551391317.505160, 21.244747, 0.000000, 0.000000
1551391317.576613, 22.045225, 0.000000, 0.000000
1551391317.696054, 23.060978, 0.000000, 0.000000
1551391317.745846, 23.707215, 0.000000, 0.000000
1551391317.840507, 24.782563, 0.000000, 0.000000
1551391317.954871, 25.304105, 0.000000, 0.000000
1551391318.080792, 25.742691, 0.438586, 0.438586
1551391318.128759, 25.742691, 0.438586, 0.438586
1551391318.212611, 26.038993, 0.734888, 0.734888
1551391318.299062, 26.038993, 0.734888, 0.734888
1551391318.388828, 26.038993, 0.734888, 0.734888
1551391318.467298, 27.061752, 1.757646, 1.757646
1551391318.556362, 28.312055, 3.007949, 3.007949
1551391318.649536, 30.090831, 4.786726, 4.786726
1551391318.783374, 31.840281, 6.536176, 6.536176
1551391318.903921, 33.447559, 8.143454, 8.143454
1551391318.993024, 34.694668, 9.390562, 9.390562
1551391319.108999, 36.447838, 11.143733, 11.143733
1551391319.166446, 37.442235, 12.138130, 12.138130
1551391319.270537, 38.373220, 13.069114, 13.069114
1551391319.391064, 39.905181, 14.601076, 14.601076
1551391319.468037, 41.348821, 16.044715, 16.044715
1551391319.550360, 42.746222, 17.442116, 17.442116
1551391319.622873, 44.417563, 19.113457, 19.113457
1551391319.710169, 45.548714, 20.244608, 20.244608
1551391319.820522, 46.721094, 21.416989, 21.416989
1551391319.945385, 48.044546, 22.740441, 22.740441
1551391320.044878, 48.988964, 23.684858, 23.684858
1551391320.179621, 50.047552, 24.743447, 24.743447
1551391320.279628, 50.894412, 25.590307, 25.590307
1551391320.373468, 51.085409, 25.781304, 25.781304
1551391320.461254, 52.185925, 26.881820, 26.881820
1551391320.568422, 53.210676, 27.906570, 27.906570
1551391320.661556, 54.277862, 28.973756, 28.973756
1551391320.742269, 55.338421, 30.034315, 30.034315
1551391320.842579, 56.917230, 31.613125, 31.613125
1551391320.915628, 57.871995, 32.567890, 32.567890
1551391321.005257, 59.320778, 34.016673, 34.016673
1551391321.109225, 60.781710, 35.477605, 35.477605
1551391321.204134, 62.400971, 37.096865, 37.096865
1551391321.299410, 64.495961, 39.191855, 39.191855
1551391321.404370, 65.857321, 40.553215, 40.553215
1551391321.469412, 67.975761, 42.671655, 42.671655
1551391321.575367, 69.022965, 43.718860, 43.718860
1551391321.664976, 70.248042, 44.943937, 44.943937
1551391321.753524, 71.267700, 45.963594, 45.963594
1551391321.846226, 72.568940, 47.264835, 47.264835
1551391321.963774, 73.769299, 48.465194, 48.465194
1551391322.077821, 74.481053, 49.176948, 49.176948
1551391322.169996, 75.202902, 49.898796, 49.898796
1551391322.270548, 75.895589, 50.591484, 50.591484
1551391322.373844, 76.456512, 51.152407, 51.152407
1551391322.469369, 76.862954, 51.558848, 51.558848
1551391322.544660, 77.023065, 51.718960, 51.718960
1551391322.624177, 77.459411, 52.155306, 52.155306
1551391322.702955, 77.855766, 52.551660, 52.551660
1551391322.786511, 78.257367, 52.953262, 52.953262
1551391322.877791, 78.778453, 53.474347, 53.474347
1551391322.983058, 79.630756, 54.326650, 54.326650
1551391323.067539, 80.322388, 55.018283, 55.018283
1551391323.158080, 80.876185, 55.572080, 55.572080
1551391323.238732, 81.396694, 56.092588, 56.092588
1551391323.326722, 82.114182, 56.810077, 56.810077
1551391323.430812, 82.583152, 57.279046, 57.279046
1551391323.518300, 83.171349, 57.867244, 57.867244
1551391323.620100, 83.903960, 58.599855, 58.599855
1551391323.708716, 84.535047, 59.230942, 59.230942
1551391323.791757, 85.796305, 60.492199, 60.492199
1551391323.865698, 86.807898, 61.503793, 61.503793
1551391323.955441, 87.396425, 62.092319, 62.092319
1551391324.053510, 88.069006, 62.764901, 62.764901
1551391324.149461, 89.158554, 63.854448, 63.854448
1551391324.279762, 90.796485, 65.492380, 65.492380
1551391324.354327, 90.841286, 65.537180, 65.537180
1551391324.434991, 90.869809, 65.565703, 65.565703
1551391324.525291, 90.869809, 65.565703, 65.565703
1551391324.620695, 90.877583, 65.573478, 65.573478
1551391324.718609, 90.922691, 65.618586, 65.618586
1551391324.907055, 90.922691, 65.618586, 65.618586
1551391324.930658, 90.922691, 65.618586, 65.618586
1551391324.978828, 90.922691, 65.618586, 65.618586
1551391325.071034, 90.922691, 65.618586, 65.618586
1551391325.165122, 90.922691, 65.618586, 65.618586
1551391325.262132, 90.979353, 65.675247, 65.675247
1551391325.347269, 92.528813, 67.224708, 67.224708
1551391325.427146, 93.332238, 68.028133, 68.028133
1551391325.504359, 94.421472, 69.117367, 69.117367
1551391325.590619, 96.557356, 71.253251, 71.253251
1551391325.673498, 96.933742, 71.629637, 71.629637
1551391325.743460, 97.087129, 71.783024, 71.783024
1551391325.882243, 97.087130, 71.783024, 71.783024
1551391326.631631, 97.103503, 71.799397, 71.799397
1551391326.813885, 97.288197, 71.984092, 71.984092
1551391326.914532, 100.231276, 74.927171, 74.927171
1551391327.006415, 100.725850, 75.421745, 75.421745
1551391327.026267, 102.683125, 77.379020, 77.379020
1551391327.069218, 102.980540, 77.676435, 77.676435
1551391327.161338, 103.507001, 78.202895, 78.202895
1551391327.260174, 106.089434, 80.785329, 80.785329
1551391327.337575, 106.089434, 80.785329, 80.785329
1551391327.415893, 106.135468, 80.831362, 80.831362
1551391327.499672, 106.577095, 81.272989, 81.272989
1551391327.638686, 107.147967, 81.843861, 81.843861
1551391327.713474, 108.234220, 82.930115, 82.930115
1551391327.815137, 109.420676, 84.116571, 84.116571
1551391327.888705, 109.509482, 84.205377, 84.205377
1551391327.981301, 109.509482, 84.205377, 84.205377
1551391328.489484, 109.509482, 84.205377, 84.205377
1551391328.636197, 109.509482, 84.205377, 84.205377
1551391328.748052, 109.509482, 84.205377, 84.205377
1551391328.834538, 109.701331, 84.397225, 84.397225
1551391328.898337, 109.701331, 84.397225, 84.397225
