0.000000000000000000e+00,4.500000000000000000e+01
1.072857711958019947e-02,4.500000000000000000e+01
2.145715423916039893e-02,4.500000000000000000e+01
3.218573135874059493e-02,4.500000000000000000e+01
4.291430847832079787e-02,4.500000000000000000e+01
5.364288559790100080e-02,4.500000000000000000e+01
6.437146271748118986e-02,4.500000000000000000e+01
7.510003983706139974e-02,4.500000000000000000e+01
8.582861695664159574e-02,4.500000000000000000e+01
9.655719407622179173e-02,4.500000000000000000e+01
1.072857711958020016e-01,4.500000000000000000e+01
1.180143483153821976e-01,4.500000000000000000e+01
1.287429254349623797e-01,4.500000000000000000e+01
1.394715025545425757e-01,4.500000000000000000e+01
1.502000796741227995e-01,4.500000000000000000e+01
1.609286567937029955e-01,4.500000000000000000e+01
1.716572339132831915e-01,4.500000000000000000e+01
1.823858110328633875e-01,4.500000000000000000e+01
1.931143881524435835e-01,4.500000000000000000e+01
2.038429652720238072e-01,4.500000000000000000e+01
2.145715423916040032e-01,4.500000000000000000e+01
2.253001195111841992e-01,4.500000000000000000e+01
2.360286966307643952e-01,4.500000000000000000e+01
2.467572737503445912e-01,4.500000000000000000e+01
2.574858508699247595e-01,4.600000000000000000e+01
2.682144279895049555e-01,4.600000000000000000e+01
2.789430051090851514e-01,4.600000000000000000e+01
2.896715822286654030e-01,4.600000000000000000e+01
3.004001593482455990e-01,4.600000000000000000e+01
3.111287364678257950e-01,4.600000000000000000e+01
3.218573135874059910e-01,4.600000000000000000e+01
3.325858907069861869e-01,4.600000000000000000e+01
3.433144678265663829e-01,4.600000000000000000e+01
3.540430449461465789e-01,4.600000000000000000e+01
3.647716220657267749e-01,4.600000000000000000e+01
3.755001991853069709e-01,4.600000000000000000e+01
3.862287763048871669e-01,4.600000000000000000e+01
3.969573534244673629e-01,4.600000000000000000e+01
4.076859305440476144e-01,4.600000000000000000e+01
4.184145076636278104e-01,4.600000000000000000e+01
4.291430847832080064e-01,4.600000000000000000e+01
4.398716619027882024e-01,4.600000000000000000e+01
4.506002390223683984e-01,4.600000000000000000e+01
4.613288161419485944e-01,4.600000000000000000e+01
4.720573932615287904e-01,4.600000000000000000e+01
4.827859703811089864e-01,4.600000000000000000e+01
4.935145475006891824e-01,4.600000000000000000e+01
5.042431246202693229e-01,4.700000000000000000e+01
5.149717017398495189e-01,4.700000000000000000e+01
5.257002788594297149e-01,4.700000000000000000e+01
5.364288559790099109e-01,4.700000000000000000e+01
5.471574330985901069e-01,4.700000000000000000e+01
5.578860102181703029e-01,4.700000000000000000e+01
5.686145873377504989e-01,4.700000000000000000e+01
5.793431644573308059e-01,4.700000000000000000e+01
5.900717415769110019e-01,4.700000000000000000e+01
6.008003186964911979e-01,4.700000000000000000e+01
6.115288958160713939e-01,4.700000000000000000e+01
6.222574729356515899e-01,4.700000000000000000e+01
6.329860500552317859e-01,4.700000000000000000e+01
6.437146271748119819e-01,4.700000000000000000e+01
6.544432042943921779e-01,4.700000000000000000e+01
6.651717814139723739e-01,4.700000000000000000e+01
6.759003585335525699e-01,4.700000000000000000e+01
6.866289356531327659e-01,4.700000000000000000e+01
6.973575127727129619e-01,4.700000000000000000e+01
7.080860898922931579e-01,4.700000000000000000e+01
7.188146670118733539e-01,4.700000000000000000e+01
7.295432441314535499e-01,4.700000000000000000e+01
7.402718212510337459e-01,4.700000000000000000e+01
7.510003983706139419e-01,4.800000000000000000e+01
7.617289754901941379e-01,4.800000000000000000e+01
7.724575526097743339e-01,4.800000000000000000e+01
7.831861297293545299e-01,4.800000000000000000e+01
7.939147068489347259e-01,4.800000000000000000e+01
8.046432839685150329e-01,4.800000000000000000e+01
8.153718610880952289e-01,4.800000000000000000e+01
8.261004382076754249e-01,4.800000000000000000e+01
8.368290153272556209e-01,4.800000000000000000e+01
8.475575924468358169e-01,4.800000000000000000e+01
