time, phase
1551699212.624495, 0
1551699214.016050, 0
1551699214.948224, 0
1551699215.785751, 0
1551699216.558009, 0
1551699217.028250, 0
1551699217.964580, 0
1551699218.753689, 0
1551699219.607772, 0
1551699220.596539, 0
1551699221.954627, 0
1551699223.196561, 0
1551699224.011153, 0
1551699225.322825, 0
1551699226.210252, 0
1551699226.761730, 0
1551699227.628931, 0
1551699228.767613, 0
1551699229.688219, 0
1551699230.741176, 0
1551699231.856805, 0
1551699232.844404, 0
1551699233.706690, 0
1551699234.722421, 0
1551699235.878075, 0
1551699236.941516, 0
1551699238.017016, 0
1551699238.779714, 0
1551699239.551817, 0
1551699240.448018, 0
1551699241.145048, 0
1551699241.888543, 0
1551699242.551659, 0
1551699243.098349, 0
1551699243.659265, 0
1551699244.269295, 0
1551699244.864322, 0
1551699245.379852, 0
1551699246.006938, 0
1551699246.737402, 0
1551699247.368655, 0
1551699247.997010, 0
1551699248.657716, 0
1551699249.374140, 0
1551699249.904190, 0
1551699250.482584, 0
1551699251.077433, 0
1551699251.923024, 0
1551699252.723849, 0
1551699253.380851, 0
1551699253.960264, 0
1551699254.566014, 0
1551699254.969059, 0
1551699255.389504, 0
1551699255.972451, 0
1551699256.496574, 0
1551699257.040023, 0
1551699257.556782, 0
1551699257.947831, 0
1551699258.499041, 0
1551699258.796785, 0
1551699259.117358, 0
1551699259.712969, 0
1551699260.032015, 0
1551699260.434438, 0
1551699261.113591, 0
1551699261.870135, 0
1551699262.760843, 0
1551699263.696685, 0
1551699264.208063, 0
1551699264.939352, 0
1551699265.519718, 0
1551699266.118367, 0
1551699266.647733, 0
1551699267.325967, 0
1551699268.253310, 0
1551699268.815375, 0
1551699269.392699, 0
1551699269.942427, 0
1551699270.497459, 0
1551699271.012666, 0
1551699271.481623, 0
1551699271.972005, 0
1551699272.413900, 0
1551699272.943584, 0
1551699273.607695, 0
1551699274.267045, 0
1551699274.877716, 0
1551699275.529914, 0
1551699276.256566, 0
1551699276.835349, 0
1551699277.367314, 0
1551699277.855495, 0
1551699278.296178, 0
1551699278.795445, 0
1551699279.159258, 0
1551699279.568905, 0
1551699280.012786, 0
1551699280.528234, 0
1551699280.878838, 0
1551699281.271298, 0
1551699281.748114, 0
1551699282.249777, 0
1551699282.830290, 0
1551699283.443478, 0
1551699284.061495, 0
1551699284.678764, 0
1551699285.264085, 0
1551699285.878363, 0
1551699286.664497, 0
1551699287.472671, 0
1551699288.190808, 0
1551699288.746207, 0
1551699289.327686, 0
1551699289.926069, 0
1551699290.362746, 0
1551699290.929917, 0
1551699291.549841, 0
1551699292.033620, 0
1551699292.393423, 0
1551699292.958362, 0
1551699293.718284, 0
1551699294.533498, 0
1551699295.321447, 0
1551699296.037557, 0
1551699296.744584, 0
1551699297.431850, 0
1551699298.042043, 0
1551699298.686730, 0
1551699299.361885, 0
1551699299.968563, 0
1551699300.731987, 0
1551699301.223371, 0
1551699301.660574, 0
1551699302.371109, 0
1551699303.000260, 0
1551699303.646026, 0
1551699304.332289, 0
1551699304.971281, 0
1551699305.611698, 0
1551699306.329636, 0
1551699307.103110, 0
1551699307.807037, 0
1551699308.488898, 0
1551699309.149621, 0
1551699309.728873, 0
1551699310.363857, 0
1551699310.900656, 0
1551699311.464254, 0
1551699312.091539, 0
1551699312.852643, 0
1551699313.732498, 0
1551699314.670453, 0
