time, phase
1551381031.460006, 0
1551381031.608525, 1
1551381031.781154, 2
1551381031.900307, 3
1551381031.991495, 0
1551381032.074952, 1
1551381032.170842, 2
1551381032.259684, 3
1551381032.345699, 0
1551381032.444346, 1
1551381032.573283, 2
1551381032.698719, 3
1551381032.785764, 0
1551381032.893086, 1
1551381033.069505, 2
1551381033.156681, 3
1551381033.234598, 0
1551381033.335421, 1
1551381033.467074, 2
1551381033.554244, 3
1551381033.650255, 0
1551381033.757380, 1
1551381033.864785, 2
1551381033.972543, 3
1551381034.091323, 0
1551381034.205007, 1
1551381034.358680, 2
1551381034.424666, 3
1551381034.486843, 0
1551381034.592929, 1
1551381034.679669, 2
1551381034.764404, 3
1551381034.834646, 0
1551381034.932300, 1
1551381035.048467, 2
1551381035.135843, 3
1551381035.230054, 0
1551381035.328516, 1
1551381035.423045, 2
1551381035.519770, 3
1551381035.618270, 0
1551381035.704266, 1
1551381035.789752, 2
1551381035.894338, 3
1551381035.985903, 0
1551381036.094224, 1
1551381036.218480, 2
1551381036.295495, 3
1551381036.365788, 0
1551381036.456253, 1
1551381036.552089, 2
1551381036.666886, 3
1551381036.732900, 0
1551381036.833972, 1
1551381036.948616, 2
1551381037.028625, 3
1551381037.117563, 0
1551381037.183455, 1
1551381037.254687, 2
1551381037.375864, 3
1551381037.464052, 0
1551381037.560956, 1
1551381037.669179, 2
1551381037.736999, 3
1551381037.800489, 0
1551381037.917048, 1
1551381038.032698, 2
1551381038.124437, 3
1551381038.188396, 0
1551381038.264575, 1
1551381038.374246, 2
1551381038.444120, 3
1551381038.503123, 0
