time, palm_pos, vel, avg_vel, avg_vel_schm, avg_acc, avg_acc_schm, avg_still_buff
1551531317.946310, 0.000000, 0.000000, 0.000000, -20.000000, 0.000000, -150.000000, 1.000000
1551531317.952276, 0.000000, 0.000000, 0.000000, -20.000000, 0.000000, -150.000000, 1.000000
1551531317.957709, 0.000000, 0.000000, 0.000000, -20.000000, 0.000000, -150.000000, 1.000000
1551531317.963126, 0.000000, 0.000000, 0.000000, -20.000000, 0.000000, -150.000000, 1.000000
1551531317.968728, 0.000000, 0.000000, 0.000000, -20.000000, 0.000000, -150.000000, 1.000000
1551531317.974204, 79.736061, -120.591347, -0.363200, -20.000000, -36.320041, -150.000000, 1.000000
1551531317.979558, 79.095367, -108.097832, -0.705948, -20.000000, -34.274789, -150.000000, 1.000000
1551531317.985518, 78.601616, -94.585518, -1.057412, -20.000000, -35.146411, -150.000000, 0.875000
1551531317.990946, 78.073158, -85.779572, -1.486024, -20.000000, -42.861204, -150.000000, 0.777778
1551531317.996168, 78.073158, -85.779572, -1.989818, -20.000000, -50.379353, -150.000000, 0.700000
1551531318.002343, 78.073158, -85.779572, -2.616951, -20.000000, -62.713271, -150.000000, 0.600000
1551531318.007864, 77.546425, -78.680794, -3.364406, -20.000000, -74.745532, -150.000000, 0.500000
1551531318.013428, 77.197227, -68.537445, -4.238042, -20.000000, -87.363644, -150.000000, 0.400000
1551531318.018847, 76.968941, -57.575325, -5.245398, -20.000000, -100.735529, -150.000000, 0.300000
1551531318.024860, 76.803101, -47.423466, -6.393177, -20.000000, -114.777948, -150.000000, 0.200000
1551531318.030242, 76.803101, -47.423466, -7.710411, -20.000000, -131.723350, -150.000000, 0.100000
1551531318.036027, 76.692032, -38.149265, -9.163395, -20.000000, -145.298387, -150.000000, 0.000000
1551531318.041412, 76.642113, -29.584421, -10.744483, -20.000000, -158.108822, -158.108822, 0.000000
1551531318.046750, 76.642113, -29.584421, -12.464622, -20.000000, -172.013955, -172.013955, 0.000000
1551531318.051977, 76.616798, -22.475348, -14.284050, -20.000000, -181.942812, -181.942812, 0.000000
1551531318.057418, 76.616798, -22.475348, -16.202829, -20.000000, -191.877847, -191.877847, 0.000000
1551531318.063167, 76.600098, -16.990837, -18.180446, -20.000000, -197.761672, -197.761672, 0.000000
1551531318.068563, 76.597115, -12.513089, -20.207403, -20.207403, -202.695767, -202.695767, 0.000000
1551531318.073985, 76.616882, -8.627892, -22.230906, -22.230906, -202.350314, -202.350314, 0.000000
1551531318.079433, 76.616882, -8.627892, -24.246984, -24.246984, -201.607773, -201.607773, 0.000000
1551531318.084691, 76.616882, -8.627892, -26.225410, -26.225410, -197.842578, -197.842578, 0.000000
1551531318.090592, 76.686699, -4.189238, -28.123205, -28.123205, -189.779479, -189.779479, 0.000000
1551531318.096701, 76.832397, 1.426857, -29.907682, -29.907682, -178.447759, -178.447759, 0.000000
1551531318.102540, 77.022102, 6.994601, -31.550000, -31.550000, -164.231787, -164.231787, 0.000000
1551531318.107901, 77.022102, 6.994601, -33.038407, -33.038407, -148.840694, -150.000000, 0.000000
1551531318.113678, 77.022102, 6.994601, -34.346119, -34.346119, -130.771202, -150.000000, 0.000000
1551531318.118965, 77.353333, 15.304748, -35.424291, -35.424291, -107.817134, -150.000000, 0.000000
1551531318.124397, 77.675827, 21.118076, -36.258799, -36.258799, -83.450860, -150.000000, 0.000000
1551531318.129661, 77.675827, 21.118076, -36.847218, -36.847218, -58.841911, -150.000000, 0.000000
1551531318.134929, 78.013359, 25.857779, -37.158554, -37.158554, -31.133526, -150.000000, 0.000000
1551531318.140502, 78.363815, 29.739389, -37.182311, -37.182311, -2.375787, -150.000000, 0.000000
1551531318.145767, 78.363815, 29.739389, -36.920410, -36.920410, 26.190122, 26.190122, 0.000000
1551531318.151063, 78.763252, 34.061779, -36.354200, -36.354200, 56.621046, 56.621046, 0.000000
1551531318.156651, 79.104156, 35.471012, -35.490991, -35.490991, 86.320914, 86.320914, 0.000000
1551531318.161930, 79.104156, 35.471012, -34.337558, -34.337558, 115.343306, 115.343306, 0.000000
1551531318.167369, 79.383812, 34.624340, -32.903547, -32.903547, 143.401033, 143.401033, 0.000000
1551531318.172598, 79.679352, 34.472038, -31.198735, -31.198735, 170.481216, 170.481216, 0.000000
1551531318.177897, 79.679352, 34.472038, -29.239126, -29.239126, 195.960951, 195.960951, 0.000000
1551531318.183530, 79.935173, 33.137806, -27.049406, -27.049406, 218.971968, 218.971968, 0.000000
1551531318.188758, 80.156242, 31.100790, -24.656395, -24.656395, 239.301035, 239.301035, 0.000000
1551531318.194126, 80.156242, 31.100790, -22.082580, -22.082580, 257.381574, 257.381574, 0.000000
1551531318.200069, 80.346764, 28.679659, -19.367128, -20.000000, 271.545187, 271.545187, 0.000000
1551531318.205326, 80.494453, 25.423136, -16.537414, -20.000000, 282.971428, 282.971428, 0.000000
1551531318.210762, 80.494453, 25.423136, -13.640128, -20.000000, 289.728525, 289.728525, 0.000000
1551531318.215957, 80.494453, 25.423136, -10.704079, -20.000000, 293.604944, 293.604944, 0.000000
1551531318.221446, 80.619461, 22.531647, -7.777684, -20.000000, 292.639473, 292.639473, 0.000000
1551531318.227205, 80.727600, 19.965725, -4.900066, -20.000000, 287.761802, 287.761802, 0.000000
1551531318.232487, 80.727600, 19.965725, -2.103697, -20.000000, 279.636945, 279.636945, 0.000000
1551531318.238093, 80.813019, 17.260090, 0.564050, 0.564050, 266.774672, 266.774672, 0.100000
1551531318.243945, 80.875542, 14.586278, 3.065643, 3.065643, 250.159268, 250.159268, 0.100000
1551531318.249324, 80.875542, 14.586278, 5.753659, 5.753659, 268.801614, 268.801614, 0.100000
1551531318.254881, 80.908829, 11.727439, 8.217906, 8.217906, 246.424701, 246.424701, 0.100000
1551531318.260052, 80.908829, 11.727439, 10.461980, 10.461980, 224.407407, 224.407407, 0.100000
1551531318.265625, 80.916214, 8.838727, 12.516546, 12.516546, 205.456620, 205.456620, 0.100000
1551531318.271043, 80.881706, 5.419858, 14.353459, 14.353459, 183.691319, 183.691319, 0.100000
1551531318.276312, 80.881706, 5.419858, 16.010328, 16.010328, 165.686842, 165.686842, 0.100000
1551531318.281873, 80.820374, 2.101454, 17.458026, 17.458026, 144.769872, 144.769872, 0.100000
1551531318.288069, 80.691536, -2.410237, 18.686035, 18.686035, 122.800847, 122.800847, 0.100000
1551531318.293876, 80.691536, -2.410237, 19.706485, 19.706485, 102.044983, 102.044983, 0.000000
1551531318.299247, 80.533363, -6.620400, 20.509367, 20.509367, 80.288180, 80.288180, 0.000000
1551531318.304966, 80.533363, -6.620400, 21.138982, 21.138982, 62.961523, 62.961523, 0.000000
1551531318.310259, 80.155357, -13.618004, 21.557197, 21.557197, 41.821473, 41.821473, 0.000000
