time, phase
1551873421.372248, 0
1551873421.738045, 1
1551873422.032483, 2
1551873422.253293, 3
1551873422.566808, 0
1551873422.859305, 1
1551873423.165691, 2
1551873423.552659, 3
1551873423.753376, 0
1551873423.960764, 1
1551873424.335666, 2
1551873424.642261, 3
1551873424.929119, 0
1551873425.167992, 1
1551873425.536182, 2
1551873425.979850, 3
1551873426.247904, 0
1551873426.589414, 1
1551873426.955967, 2
1551873427.349280, 3
1551873427.574624, 0
1551873427.821381, 1
1551873428.192895, 2
1551873428.682523, 3
1551873428.834593, 0
1551873429.040038, 1
1551873429.379971, 2
1551873429.782360, 3
1551873429.978343, 0
1551873430.137818, 1
1551873430.395540, 2
1551873430.700049, 3
1551873430.853031, 0
1551873431.025261, 1
1551873431.266528, 2
1551873431.546413, 3
1551873431.710197, 0
1551873431.860494, 1
1551873432.073638, 2
1551873432.331327, 3
1551873432.507857, 0
1551873432.681340, 1
1551873432.894261, 2
1551873433.093984, 3
1551873433.305822, 0
1551873433.493832, 1
1551873433.750108, 2
1551873433.963236, 3
1551873434.145957, 0
1551873434.325907, 1
1551873434.521990, 2
1551873434.760163, 3
1551873434.944381, 0
1551873435.151656, 1
1551873435.393786, 2
1551873435.616292, 3
1551873435.784551, 0
1551873435.991562, 1
1551873436.200967, 2
1551873436.419021, 3
1551873436.603069, 0
1551873436.789356, 1
1551873436.984431, 2
1551873437.219379, 3
1551873437.394483, 0
1551873437.580553, 1
1551873437.794061, 2
1551873437.982936, 3
1551873438.166861, 0
1551873438.358874, 1
1551873438.566738, 2
1551873438.788132, 3
1551873438.977286, 0
1551873439.193674, 1
1551873439.399596, 2
1551873439.629699, 3
1551873439.817245, 0
1551873440.019671, 1
1551873440.232781, 2
1551873440.442002, 3
1551873440.656612, 0
1551873440.880806, 1
1551873441.100605, 2
1551873441.303823, 3
1551873441.486189, 0
1551873441.687441, 1
1551873441.918447, 2
1551873442.127789, 3
1551873442.329828, 0
1551873442.523806, 1
1551873442.758132, 2
1551873442.965068, 3
1551873443.147348, 0
1551873443.361247, 1
1551873443.572298, 2
1551873443.817516, 3
1551873443.981202, 0
1551873444.206586, 1
1551873444.436237, 2
1551873444.631281, 3
1551873444.814359, 0
1551873445.021631, 1
1551873445.245768, 2
1551873445.442904, 3
1551873445.618253, 0
1551873445.821918, 1
1551873446.019258, 2
1551873446.225717, 3
1551873446.377691, 0
1551873446.539285, 1
1551873446.722210, 2
1551873446.914941, 3
1551873447.212530, 0
1551873447.434026, 1
1551873447.615729, 2
1551873447.814619, 3
1551873448.001319, 0
1551873448.167152, 1
1551873448.362254, 2
1551873448.578266, 3
1551873448.737191, 0
1551873448.933694, 1
1551873449.155846, 2
1551873449.378533, 3
1551873449.502341, 0
1551873449.698661, 1
1551873449.914640, 2
1551873450.098021, 3
1551873450.279704, 0
1551873450.431408, 1
1551873450.626293, 2
1551873450.852531, 3
1551873450.993514, 0
1551873451.147921, 1
1551873451.369547, 2
1551873451.530023, 3
1551873451.722867, 0
1551873451.863431, 1
1551873452.050655, 2
1551873452.260347, 3
1551873452.444836, 0
1551873452.600624, 1
1551873452.779267, 2
1551873452.935075, 3
1551873453.126193, 0
1551873453.309998, 1
1551873453.468418, 2
1551873453.641626, 3
1551873453.772882, 0
1551873453.945967, 1
1551873454.135629, 2
1551873454.341152, 3
1551873454.497639, 0
1551873454.692830, 1
1551873454.861844, 2
1551873455.081068, 3
1551873455.262561, 0
