time, phase
1550699761.308890, 0
1550699761.821452, 0
1550699762.499513, 0
1550699762.751752, 0
1550699763.163768, 0
1550699763.578840, 0
1550699764.010792, 0
1550699764.496699, 0
1550699764.932940, 0
1550699765.379002, 0
1550699765.789931, 0
1550699766.163766, 0
1550699766.496347, 0
1550699766.871426, 0
1550699767.242814, 0
1550699767.967904, 0
1550699769.062180, 0
1550699770.206448, 0
1550699770.996684, 0
1550699771.654258, 0
1550699772.159649, 0
1550699772.643614, 0
1550699773.094815, 0
1550699773.680145, 0
