1,0.309510533924896,2,
1,0.228583532748554,2,
1,0.262286045958659,2,
1,0.317224517637913,2,
1,0.118426759859363,2,
1,0.302729307076717,2,
1,0.165155329436832,2,
1,0.68750201046859,2,
1,0.288381332715368,2,
1,0.320555869484243,2,
1,0.238864308288477,2,
1,0.300963704446495,2,
1,0.215672094855995,2,
1,0.201781530182325,2,
1,0.165403055658355,2,
1,0.102692835248007,2,
1,0.250765000983995,2,
1,0.177892808604881,2,
1,0.240360610971768,2,
1,0.177654381272369,2,
1,0.199331171676717,2,
1,0.155320440916232,2,
1,0.219974333030788,2,
1,0.176558249534078,2,
1,0.186515237155867,2,
1,0.253137225321206,2,
1,0.133433555136608,2,
1,0.291401048480017,1,
1,0.140872914007348,1,
1,0.247725145418468,1,
1,0.27129916869768,1,
1,0.20922261239082,1,
1,0.139334438066692,1,
1,0.584527443011375,1,
1,0.167425914166336,1,
1,0.328818481415744,1,
1,1,1,
1,0.184428319475631,1,
1,0.648524951887962,1,
1,0.200239220122038,1,
1,0.211006108799424,1,
1,0.466210751018132,1,
1,0.000417086196053926,1,
1,0.261997053816557,1,
1,0.294137835700529,1,
1,0.238647598712243,1,
1,0.327825923809318,1,
1,0.294807947868941,1,
1,0.272594252569128,1,
1,0.319146604743566,1,
1,0.090567446716824,1,
1,0.400424763677452,1,
1,0.0596480534447861,1,
1,0.150908450780193,1,
1,0.110661219367402,3,
1,0.00773114999983477,3,
1,0.142781543318124,3,
1,0.261247312141654,3,
1,0.22240710992695,3,
1,0.155421158285421,3,
1,0.162083969065962,3,
1,0.144309764335837,3,
1,0.148770044371684,3,
1,0.312993746307348,3,
1,0.207963713683284,3,
1,0.166870648961237,3,
1,0.0782232107071755,3,
1,0.118307517744037,3,
1,0.199893140409659,3,
1,0,3,
1,0.136646126202526,3,
1,0.17182789825692,3,
1,0.0432902551467687,3,
1,0.229599748578398,3,
1,0.0467457271539579,3,
1,0.401819814301576,3,
1,0.313260251116662,3,
1,0.142639806682184,3,
1,0.004836217604325,3,
1,0.505234316469578,3,
1,0.0607990311118289,3,
2,0.133675441827078,2,
2,0.0621665723146763,2,
2,0.0468854154151078,2,
2,0.0448883059849978,2,
2,0.0139074464801482,2,
2,0.0855038788637977,2,
2,0.222273284025913,2,
2,0.158849895767952,2,
2,0.0588968042712038,2,
2,0.0596512087802201,2,
2,0.165656899506554,2,
2,0.0966935942147509,2,
2,0,2,
2,0.0698215335814233,2,
2,0.0724912237810197,2,
2,0.136738588747085,2,
2,0.225450192502865,2,
2,0.0970930104487013,2,
2,0.0938382620149032,2,
2,0.855500541523856,2,
2,0.0843168080220382,2,
2,0.69846420970138,2,
2,0.139636331924756,2,
2,0.172790490598588,2,
2,0.179517492054658,2,
2,0.1226714288269,2,
2,0.14767797631864,2,
2,0.0324565707276215,1,
2,0.162224593011315,1,
2,0.237299958067535,1,
2,0.0870755462056693,1,
2,0.133665536407078,1,
2,0.154714192940193,1,
2,0.190755000711761,1,
2,0.178620081397191,1,
2,0.0714782670989104,1,
2,0.270024339548022,1,
2,0.116860463859564,1,
2,0.133498811575444,1,
2,0.29660440470782,1,
2,0.357728387837432,1,
2,0.145948004567295,1,
2,0.314467287867215,1,
2,0.155135567892924,1,
2,0.274754505522065,1,
2,0.774647745603154,1,
2,0.364644290001905,1,
2,0.189679857642677,1,
2,1,1,
2,0.331365066526784,1,
2,0.825013283810878,1,
2,0.861470588357984,1,
2,0.386440706739356,1,
