1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,m
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43503308296203613,0.4258739948272705,0.4403419494628906,0.41918492317199707,0.4653778076171875,0.4374690055847168,0.4203779697418213,0.4359710216522217,0.440493106842041,0.6657171249389648,0.38933515548706055,0.3560612201690674,0.7810161113739014,0.5733489990234375,1.1487140655517578,0.45422792434692383,0.9009008407592773,0.38179802894592285,0.5154581069946289,0.4249601364135742,0.42173123359680176,0.7762551307678223,0.34138011932373047,0.2915949821472168,0.3223099708557129,0.37146687507629395,0.4888579845428467,0.46295714378356934
0.8809309005737305,1.088042974472046,1.299311876296997,0.8202090263366699,0.848991870880127,0.9943478107452393,0.8778018951416016,0.8727459907531738,1.0282142162322998,1.3283159732818604,0.8703620433807373,0.7966840267181396,1.160823106765747,1.2366759777069092,1.7065939903259277,0.9055979251861572,1.1263959407806396,0.7971241474151611,1.069533109664917,0.838115930557251,0.8626132011413574,1.5573642253875732,0.8346579074859619,0.7689130306243896,0.7943320274353027,0.8151168823242188,0.9691338539123535,0.8433821201324463
1.2745568752288818,1.5465178489685059,2.145214080810547,1.299921989440918,1.2668688297271729,1.5859789848327637,1.219749927520752,1.3629248142242432,1.61669921875,1.9465179443359375,1.2665841579437256,1.223323106765747,1.7649359703063965,1.6318800449371338,2.3804750442504883,1.4204678535461426,1.5380308628082275,1.2470769882202148,1.5299861431121826,1.2100391387939453,1.2632570266723633,2.5884060859680176,1.2353041172027588,1.1771399974822998,1.228822946548462,1.2087700366973877,1.3861768245697021,1.2320051193237305
1.766772985458374,2.0614209175109863,2.8906149864196777,1.7092468738555908,1.731320858001709,1.9282968044281006,1.6176130771636963,1.8509650230407715,2.3012092113494873,2.5584030151367188,1.7160210609436035,1.6123850345611572,2.39137601852417,2.1254749298095703,3.0359508991241455,1.8763418197631836,1.985795021057129,1.6349189281463623,2.0417301654815674,1.6435489654541016,1.7238211631774902,3.6291120052337646,1.6663339138031006,1.6001570224761963,1.74491286277771,1.65230393409729,1.8314619064331055,1.7085731029510498
2.2124290466308594,2.494292974472046,3.633413076400757,2.1906309127807617,2.131870985031128,2.507982015609741,2.0445289611816406,2.4461238384246826,2.867197036743164,3.3666350841522217,2.1159729957580566,2.112462043762207,2.8763530254364014,2.636240005493164,3.6368820667266846,2.331902027130127,2.4177799224853516,2.007766008377075,2.523587942123413,2.08172607421875,2.138418197631836,4.714048147201538,2.0852839946746826,2.0506858825683594,2.2583069801330566,2.121968984603882,2.293923854827881,2.1654510498046875
2.699640989303589,3.0070879459381104,4.413676977157593,2.6565589904785156,2.573725938796997,3.0371978282928467,2.5104339122772217,2.99074387550354,3.374174118041992,4.084411144256592,2.5099620819091797,2.8924381732940674,3.4024569988250732,3.1397929191589355,4.385041952133179,2.8127388954162598,2.953974962234497,2.3821771144866943,3.001970052719116,2.451080083847046,2.6635220050811768,5.86225700378418,2.52789306640625,2.559576988220215,2.9426088333129883,2.654637098312378,2.7506608963012695,2.727181911468506
3.259945869445801,3.475771903991699,5.141326904296875,3.112169027328491,3.079073905944824,3.5896048545837402,3.1150128841400146,3.54885196685791,3.8749780654907227,4.896821022033691,2.9706661701202393,4.138286113739014,3.946564197540283,3.725067138671875,5.035088062286377,3.3036038875579834,3.5397708415985107,2.8649940490722656,3.780532121658325,4.030543088912964,3.2734320163726807,7.440455198287964,3.0956671237945557,3.190626859664917,3.689842939376831,3.207073926925659,3.330169916152954,3.41994309425354
3.9048900604248047,4.07924485206604,5.9106059074401855,3.5811469554901123,3.678985834121704,4.346457004547119,3.7833549976348877,4.1450159549713135,4.363619089126587,5.707249164581299,3.43208909034729,5.454116106033325,4.770238161087036,4.594197988510132,5.736663103103638,4.030778884887695,4.097745895385742,3.8126800060272217,4.6346659660339355,5.487432956695557,4.042218208312988,9.175917148590088,3.9693830013275146,3.9022300243377686,4.484263896942139,3.8717939853668213,4.150731801986694,4.085031986236572
4.547501087188721,5.26494288444519,6.688381910324097,4.048654079437256,4.238168001174927,4.8519439697265625,4.253054857254028,4.824115991592407,4.959433078765869,6.12804102897644,4.042036056518555,6.442878007888794,5.668591022491455,5.334599018096924,6.457444906234741,5.211233854293823,4.7943220138549805,5.08244514465332,5.658225059509277,6.868322134017944,4.947935104370117,10.64023208618164,5.19441294670105,4.629173040390015,5.691527843475342,4.438493967056274,5.082470893859863,5.205075025558472
