1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,m
0.2854900360107422,0.1931760311126709,0.2993178367614746,0.35283493995666504,0.2929389476776123,0.22383809089660645,0.37980103492736816,0.009831905364990234,0.6203629970550537,0.06233716011047363,0.028133869171142578,0.3748970031738281,0.031113147735595703,0.2653820514678955,0.31203603744506836,0.34949207305908203,0.42971086502075195,0.3009970188140869,0.4071979522705078,0.48761987686157227,0.2102038860321045,0.7472460269927979,0.2292649745941162,0.16294121742248535,0.4177250862121582,0.17618489265441895,0.21855688095092773,0.0
0.7163388729095459,0.5904290676116943,0.7155988216400146,0.8172760009765625,0.7016229629516602,0.6393702030181885,0.7136919498443604,0.4831709861755371,1.243332862854004,0.6592381000518799,0.4816298484802246,0.8390100002288818,0.577455997467041,0.6781959533691406,0.7346401214599609,0.7429618835449219,1.1294100284576416,0.7529170513153076,0.9195699691772461,1.133382797241211,0.6684648990631104,1.4913561344146729,0.6549339294433594,0.5916860103607178,0.8575310707092285,0.6217010021209717,0.6290228366851807,0.4323558807373047
1.0608038902282715,1.009779930114746,1.2206089496612549,1.4357807636260986,1.1499130725860596,1.0097930431365967,1.073659896850586,0.9139900207519531,1.9201898574829102,1.0917530059814453,0.8614728450775146,1.2405240535736084,1.0849480628967285,1.1290290355682373,1.2271220684051514,1.1374249458312988,1.7776508331298828,1.1939749717712402,1.4964449405670166,1.7726118564605713,1.0685060024261475,2.11749005317688,1.0357348918914795,0.9995250701904297,1.3087339401245117,1.0227739810943604,1.0315098762512207,0.8368690013885498
1.472909927368164,1.3915488719940186,1.6926829814910889,2.288177967071533,1.562283992767334,1.3625671863555908,1.9003219604492188,1.3186349868774414,2.365710973739624,1.660966157913208,1.238297939300537,1.6761610507965088,1.5431859493255615,1.5141339302062988,1.9741499423980713,1.6049349308013916,2.4846818447113037,1.6859028339385986,2.015704870223999,2.8411178588867188,1.5086629390716553,2.7020881175994873,1.4634068012237549,1.4615142345428467,1.7795910835266113,1.4246289730072021,1.4702188968658447,1.3208789825439453
1.912390947341919,1.865293025970459,2.171935796737671,3.4406509399414062,2.1210060119628906,1.7093172073364258,3.118546962738037,1.779667854309082,3.0678060054779053,2.2809650897979736,1.6934289932250977,2.0917351245880127,2.1254429817199707,1.923849105834961,3.109683036804199,2.1471900939941406,3.2350549697875977,2.1438260078430176,2.5534908771514893,3.3558568954467773,2.0813448429107666,3.369657039642334,1.9549977779388428,1.9210660457611084,2.2798609733581543,2.0320749282836914,2.186522960662842,1.8705449104309082
2.377073049545288,3.0476319789886475,2.631762981414795,3.917167901992798,3.362384080886841,2.0232391357421875,3.7143630981445312,2.1258389949798584,3.566560983657837,3.1087260246276855,2.0789008140563965,2.571881055831909,2.925424098968506,2.525304079055786,3.715303897857666,3.092427968978882,3.9404239654541016,2.6858949661254883,3.4012889862060547,4.461107969284058,3.2172110080718994,3.989715099334717,2.8699748516082764,2.5239272117614746,3.010711908340454,3.0957508087158203,3.3374528884887695,2.5629310607910156
3.128493070602417,3.479578971862793,3.817413806915283,4.401695966720581,3.7989089488983154,3.061014175415039,4.4571990966796875,2.519937038421631,4.249791860580444,3.6827821731567383,2.413069009780884,3.2138140201568604,3.873753070831299,2.912221908569336,4.280668020248413,3.8249289989471436,4.70505690574646,4.11086893081665,4.526644945144653,4.8412017822265625,3.746044874191284,4.7012059688568115,3.722179889678955,3.4965591430664062,3.8670411109924316,4.102116823196411,4.096340894699097,4.277078866958618
3.476383924484253,4.042841911315918,4.645193815231323,4.885446786880493,4.332494020462036,,5.273058891296387,2.925917863845825,4.651274919509888,4.4695961475372314,2.7987120151519775,3.8343122005462646,4.410697937011719,3.4915239810943604,5.002181053161621,4.5802390575408936,5.045047998428345,5.07607102394104,5.125925064086914,5.384872913360596,4.236225843429565,5.333238124847412,4.435535907745361,4.210620164871216,4.451900005340576,5.135470867156982,4.925841808319092,4.888756036758423
3.9085350036621094,4.486479043960571,5.405994892120361,5.350616931915283,4.908004999160767,,5.756345987319946,3.450260877609253,5.0342090129852295,4.962064027786255,3.1265690326690674,4.792892217636108,5.034794092178345,4.165744066238403,5.723135948181152,5.221045017242432,5.259150981903076,5.837802886962891,6.154490947723389,6.127236843109131,4.7284040451049805,6.0298590660095215,4.990123987197876,4.842889070510864,4.982360124588013,5.678732872009277,5.437790870666504,5.348649024963379
4.382699966430664,4.979682922363281,6.449181795120239,,,,,3.6835620403289795,5.430773019790649,5.2374351024627686,3.4113810062408447,,5.681642055511475,,,5.827385902404785,5.489519834518433,,6.916038990020752,,5.34063196182251,6.878626108169556,5.590504884719849,5.468555212020874,5.460628986358643,,,5.758975982666016
,,,,,,,4.088989973068237,6.0687949657440186,5.770465135574341,3.9331839084625244,,,,,,5.860606908798218,,,,,,,,,,,6.335782051086426
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0182130336761475
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
