time, phase
1553636520.506221, 0
1553636520.803327, 0
1553636521.195717, 0
1553636521.825916, 0
1553636522.333323, 0
1553636522.677077, 0
1553636522.890109, 0
1553636523.110187, 0
1553636523.351085, 0
1553636523.555456, 0
1553636523.790319, 0
1553636524.004023, 0
1553636524.244564, 0
1553636524.627950, 0
1553636525.078707, 0
1553636525.519500, 0
1553636526.052657, 0
1553636526.593625, 0
1553636528.480453, 0
1553636528.831141, 0
1553636529.068325, 0
1553636529.259154, 0
1553636529.428525, 0
1553636529.630134, 0
1553636529.803778, 0
1553636530.131467, 0
1553636530.462348, 0
1553636530.828001, 0
1553636531.162052, 0
1553636531.355414, 0
1553636531.542522, 0
1553636531.751238, 0
1553636531.921269, 0
1553636532.267948, 0
1553636532.611375, 0
1553636533.024159, 0
1553636533.590737, 0
1553636534.973981, 0
1553636536.423145, 0
1553636537.293652, 0
1553636537.570696, 0
1553636537.765635, 0
1553636538.173457, 0
1553636538.321880, 0
1553636538.899628, 0
1553636539.117542, 0
1553636539.493347, 0
1553636539.655792, 0
1553636539.860625, 0
1553636540.088001, 0
1553636540.440855, 0
1553636540.823664, 0
1553636541.141713, 0
1553636541.395792, 0
1553636541.587217, 0
1553636541.808253, 0
1553636542.021328, 0
1553636542.347355, 0
1553636542.650587, 0
1553636543.058657, 0
1553636543.484225, 0
1553636543.729436, 0
1553636543.966369, 0
1553636544.169463, 0
1553636544.512238, 0
1553636544.845821, 0
1553636545.123694, 0
1553636545.337614, 0
1553636545.573301, 0
1553636545.874909, 0
1553636546.205607, 0
1553636546.604217, 0
1553636546.996471, 0
1553636547.472712, 0
1553636547.954193, 0
1553636548.320040, 0
1553636548.579196, 0
1553636548.792754, 0
1553636549.005259, 0
1553636549.234564, 0
1553636549.444988, 0
1553636549.716970, 0
1553636550.036701, 0
1553636550.382161, 0
1553636550.751220, 0
1553636551.231446, 0
1553636551.686388, 0
1553636552.168677, 0
1553636552.600812, 0
1553636552.892523, 0
1553636553.098482, 0
1553636553.313648, 0
1553636553.671307, 0
1553636554.033610, 0
1553636554.259230, 0
1553636554.439898, 0
1553636554.780775, 0
1553636555.111572, 0
1553636555.545103, 0
1553636555.681565, 0
1553636556.006700, 0
1553636556.314230, 0
1553636556.625564, 0
1553636556.942191, 0
1553636557.177370, 0
1553636557.372443, 0
1553636557.897905, 0
1553636558.193966, 0
1553636558.411477, 0
1553636558.619083, 0
1553636558.788571, 0
1553636559.050574, 0
1553636559.387367, 0
1553636559.714465, 0
1553636560.046604, 0
1553636560.259417, 0
1553636560.462710, 0
1553636560.699857, 0
1553636560.894526, 0
