time, palm_pos, vel, avg_vel, avg_vel_schm, avg_acc, avg_acc_schm
1542730328.933257, 181.107101, -176.067352, 300.576691, 300.576691, -901.340599, -901.340599
1542730328.938623, 174.828186, -256.749512, 289.654892, 289.654892, -1092.179949, -1092.179949
1542730328.944008, 174.828186, -256.749512, 276.932726, 276.932726, -1272.216582, -1272.216582
1542730328.949391, 174.828186, -256.749512, 262.832975, 262.832975, -1409.975126, -1409.975126
1542730328.954678, 170.793152, -241.411560, 247.571019, 247.571019, -1526.195546, -1526.195546
1542730328.960046, 170.793152, -241.411560, 230.839668, 230.839668, -1673.135129, -1673.135129
1542730328.965453, 170.793152, -241.411560, 213.245645, 213.245645, -1759.402303, -1759.402303
1542730328.970681, 170.793152, -241.411560, 194.967671, 194.967671, -1827.797450, -1827.797450
1542730328.975873, 165.988663, -252.554138, 175.565170, 175.565170, -1940.250059, -1940.250059
1542730328.981379, 165.988663, -252.554138, 155.782935, 155.782935, -1978.223551, -1978.223551
1542730328.986691, 165.988663, -252.554138, 135.763433, 135.763433, -2001.950174, -2001.950174
1542730328.992034, 161.136734, -260.796997, 115.628721, 115.628721, -2013.471137, -2013.471137
1542730328.997774, 161.136734, -260.796997, 95.132094, 95.132094, -2049.662768, -2049.662768
1542730329.003350, 161.136734, -260.796997, 74.775525, 74.775525, -2035.656884, -2035.656884
1542730329.008860, 155.299393, -290.242828, 54.382494, 54.382494, -2039.303065, -2039.303065
1542730329.014122, 155.299393, -290.242828, 34.298504, 34.298504, -2008.399067, -2008.399067
1542730329.019548, 155.299393, -290.242828, 14.590228, 20.000000, -1970.827553, -1970.827553
1542730329.025181, 149.678085, -300.183533, -4.709374, -20.000000, -1929.960187, -1929.960187
1542730329.030724, 149.678085, -300.183533, -23.582362, -23.582362, -1887.298768, -1887.298768
1542730329.035987, 149.678085, -300.183533, -41.931874, -41.931874, -1834.951261, -1834.951261
1542730329.041247, 149.678085, -300.183533, -59.728367, -59.728367, -1779.649318, -1779.649318
1542730329.046774, 144.597473, -290.930420, -76.804586, -76.804586, -1707.621918, -1707.621918
1542730329.052197, 144.597473, -290.930420, -93.277647, -93.277647, -1647.306062, -1647.306062
1542730329.057403, 144.597473, -290.930420, -109.131117, -109.131117, -1585.347039, -1585.347039
1542730329.062642, 144.597473, -290.930420, -124.120179, -124.120179, -1498.906157, -1498.906157
1542730329.068249, 139.703491, -280.926331, -138.427053, -138.427053, -1430.687443, -1430.687443
1542730329.074720, 139.703491, -280.926331, -152.069018, -152.069018, -1364.196423, -1364.196423
1542730329.079915, 139.703491, -280.926331, -165.044537, -165.044537, -1297.551913, -1297.551913
1542730329.085346, 135.493744, -258.297394, -176.978763, -176.978763, -1193.422570, -1193.422570
1542730329.091208, 135.493744, -258.297394, -188.229221, -188.229221, -1125.045871, -1125.045871
1542730329.096439, 135.493744, -258.297394, -198.591694, -198.591694, -1036.247227, -1036.247227
1542730329.101804, 132.270142, -220.423920, -208.139670, -208.139670, -954.797696, -954.797696
1542730329.107344, 132.270142, -220.423920, -216.970499, -216.970499, -883.082836, -883.082836
1542730329.112811, 132.270142, -220.423920, -225.083430, -225.083430, -811.293092, -811.293092
1542730329.118148, 130.781723, -154.713593, -232.057502, -232.057502, -697.407237, -697.407237
1542730329.124322, 130.781723, -154.713593, -238.302825, -238.302825, -624.532243, -624.532243
1542730329.130250, 130.169556, -97.341103, -243.811613, -243.811613, -550.878866, -550.878866
1542730329.135836, 130.169556, -97.341103, -248.262930, -248.262930, -445.131730, -445.131730
1542730329.141120, 130.169556, -97.341103, -251.965116, -251.965116, -370.218558, -370.218558
1542730329.146572, 130.169556, -97.341103, -254.913425, -254.913425, -294.830877, -294.830877
1542730329.152380, 130.094391, -53.091167, -256.991490, -256.991490, -207.806551, -207.806551
1542730329.157615, 130.094391, -53.091167, -258.180333, -258.180333, -118.884308, -150.000000
1542730329.162972, 130.094391, -53.091167, -258.628394, -258.628394, -44.806081, -150.000000
1542730329.168312, 130.722412, -11.346860, -258.233108, -258.233108, 39.528633, 150.000000
1542730329.173633, 130.722412, -11.346860, -256.871519, -256.871519, 136.158892, 150.000000
1542730329.178939, 130.722412, -11.346860, -254.789833, -254.789833, 208.168599, 208.168599
1542730329.184484, 130.722412, -11.346860, -251.998755, -251.998755, 279.107806, 279.107806
1542730329.189758, 134.363495, 89.795609, -248.239380, -248.239380, 375.937454, 375.937454
1542730329.195135, 134.363495, 89.795609, -243.517458, -243.517458, 472.192252, 472.192252
1542730329.200951, 134.363495, 89.795609, -238.101275, -238.101275, 541.618325, 541.618325
1542730329.206629, 140.280411, 202.382492, -231.678321, -231.678321, 642.295361, 642.295361
1542730329.211846, 140.280411, 202.382492, -224.320821, -224.320821, 735.750004, 735.750004
1542730329.217267, 140.280411, 202.382492, -216.222375, -216.222375, 809.844616, 809.844616
1542730329.222914, 140.280411, 202.382492, -207.364480, -207.364480, 885.789452, 885.789452
1542730329.228725, 148.637192, 326.235565, -197.441527, -197.441527, 992.295304, 992.295304
1542730329.234546, 148.637192, 326.235565, -186.744093, -186.744093, 1069.743451, 1069.743451
1542730329.239884, 148.637192, 326.235565, -175.260451, -175.260451, 1148.364149, 1148.364149
1542730329.245093, 157.557648, 405.658142, -162.770625, -162.770625, 1248.982597, 1248.982597
1542730329.250911, 157.557648, 405.658142, -149.462098, -149.462098, 1330.852686, 1330.852686
1542730329.257080, 157.557648, 405.658142, -135.365557, -135.365557, 1409.654133, 1409.654133
1542730329.262761, 165.687241, 426.871735, -120.433844, -120.433844, 1493.171323, 1493.171323
1542730329.268770, 165.687241, 426.871735, -104.722068, -104.722068, 1571.177608, 1571.177608
1542730329.274309, 165.687241, 426.871735, -88.280232, -88.280232, 1644.183622, 1644.183622
1542730329.279636, 172.040543, 390.853302, -71.246489, -71.246489, 1703.374266, 1703.374266
1542730329.285044, 172.040543, 390.853302, -53.491135, -53.491135, 1775.535393, 1775.535393
1542730329.290362, 172.040543, 390.853302, -35.157068, -35.157068, 1833.406688, 1833.406688
1542730329.296023, 172.040543, 390.853302, -16.315231, -20.000000, 1884.183681, 1884.183681
1542730329.302739, 176.260696, 315.837341, 2.775736, 20.000000, 1909.096697, 1909.096697
1542730329.308036, 176.260696, 315.837341, 22.200195, 22.200195, 1942.445933, 1942.445933
1542730329.313865, 176.260696, 315.837341, 41.847960, 41.847960, 1964.776452, 1964.776452
1542730329.319152, 176.560089, 173.449036, 61.209927, 61.209927, 1936.196766, 1936.196766
1542730329.324845, 176.560089, 173.449036, 80.514382, 80.514382, 1930.445437, 1930.445437
1542730329.330302, 176.560089, 173.449036, 99.628774, 99.628774, 1911.439248, 1911.439248
1542730329.335617, 178.113281, 131.963760, 118.281534, 118.281534, 1865.275960, 1865.275960
1542730329.342443, 178.113281, 131.963760, 136.428669, 136.428669, 1814.713571, 1814.713571
1542730329.348607, 178.113281, 131.963760, 153.884825, 153.884825, 1745.615554, 1745.615554
1542730329.354410, 179.229401, 98.526375, 170.435429, 170.435429, 1655.060394, 1655.060394
1542730329.360246, 179.229401, 98.526375, 186.030400, 186.030400, 1559.497089, 1559.497089
1542730329.365551, 179.229401, 98.526375, 200.472885, 200.472885, 1444.248533, 1444.248533
1542730329.370776, 179.512695, 59.109623, 213.595689, 213.595689, 1312.280443, 1312.280443
1542730329.376692, 179.512695, 59.109623, 225.400300, 225.400300, 1180.461086, 1180.461086
1542730329.382116, 179.512695, 59.109623, 235.686717, 235.686717, 1028.641642, 1028.641642
1542730329.387973, 179.208450, 23.102345, 244.381848, 244.381848, 869.513125, 869.513125
1542730329.393205, 179.208450, 23.102345, 251.525682, 251.525682, 714.383383, 714.383383
1542730329.398836, 179.208450, 23.102345, 256.890614, 256.890614, 536.493244, 536.493244
1542730329.404659, 174.952805, -99.751022, 260.628993, 260.628993, 373.837879, 373.837879
1542730329.409868, 174.952805, -99.751022, 262.397588, 262.397588, 176.859492, 176.859492
1542730329.415869, 174.952805, -99.751022, 262.376342, 262.376342, -2.124591, -150.000000
1542730329.421684, 174.952805, -99.751022, 260.727041, 260.727041, -164.930095, -164.930095
1542730329.427095, 170.300034, -174.607727, 257.271361, 257.271361, -345.568040, -345.568040
1542730329.432375, 170.300034, -174.607727, 252.132326, 252.132326, -513.903438, -513.903438
1542730329.437786, 170.300034, -174.607727, 245.480569, 245.480569, -665.175768, -665.175768
1542730329.442986, 170.300034, -174.607727, 237.387868, 237.387868, -809.270082, -809.270082
1542730329.448809, 170.300034, -174.607727, 227.828352, 227.828352, -955.951564, -955.951564
1542730329.454304, 170.300034, -174.607727, 217.021955, 217.021955, -1080.639714, -1080.639714
1542730329.460455, 170.300034, -174.607727, 205.092151, 205.092151, -1192.980358, -1192.980358
1542730329.465750, 167.993607, -94.383842, 192.401525, 192.401525, -1269.062674, -1269.062674
1542730329.471285, 167.993607, -94.383842, 178.604289, 178.604289, -1379.723579, -1379.723579
1542730329.477151, 167.993607, -94.383842, 164.142808, 164.142808, -1446.148131, -1446.148131
1542730329.482556, 160.907196, -235.801590, 148.797672, 148.797672, -1534.513569, -1534.513569
1542730329.488593, 160.907196, -235.801590, 132.794110, 132.794110, -1600.356193, -1600.356193
1542730329.494386, 160.907196, -235.801590, 116.561091, 116.561091, -1623.301905, -1623.301905
1542730329.499971, 154.476776, -292.591278, 100.060646, 100.060646, -1650.044532, -1650.044532
1542730329.505805, 154.476776, -292.591278, 83.560681, 83.560681, -1649.996496, -1649.996496
1542730329.511132, 154.476776, -292.591278, 66.807510, 66.807510, -1675.317110, -1675.317110
1542730329.516796, 149.597244, -281.920074, 50.241108, 50.241108, -1656.640198, -1656.640198
1542730329.522349, 149.597244, -281.920074, 33.897182, 33.897182, -1634.392537, -1634.392537
1542730329.527932, 149.597244, -281.920074, 17.609035, 20.000000, -1628.814736, -1628.814736
1542730329.533298, 145.383591, -258.682434, 1.697041, 20.000000, -1591.199366, -1591.199366
1542730329.539177, 145.383591, -258.682434, -13.868861, -20.000000, -1556.590256, -1556.590256
1542730329.545011, 145.383591, -258.682434, -29.118516, -29.118516, -1524.965497, -1524.965497
1542730329.551048, 145.383591, -258.682434, -43.973305, -43.973305, -1485.478921, -1485.478921
1542730329.557537, 141.711334, -232.277924, -58.346139, -58.346139, -1437.283362, -1437.283362
1542730329.563381, 141.711334, -232.277924, -72.194477, -72.194477, -1384.833780, -1384.833780
1542730329.568775, 141.711334, -232.277924, -85.599892, -85.599892, -1340.541460, -1340.541460
1542730329.574351, 139.131668, -189.602890, -98.432255, -98.432255, -1283.236354, -1283.236354
1542730329.579563, 139.131668, -189.602890, -110.797492, -110.797492, -1236.523676, -1236.523676
1542730329.585375, 139.131668, -189.602890, -122.469144, -122.469144, -1167.165227, -1167.165227
1542730329.591023, 138.468658, -116.953629, -133.430208, -133.430208, -1096.106369, -1096.106369
1542730329.596558, 138.468658, -116.953629, -143.854126, -143.854126, -1042.391815, -1042.391815
1542730329.601962, 138.468658, -116.953629, -153.302924, -153.302924, -944.879799, -944.879799
1542730329.607285, 138.468658, -116.953629, -162.113890, -162.113890, -881.096575, -881.096575
1542730329.613178, 138.700485, -55.008007, -170.067954, -170.067954, -795.406481, -795.406481
1542730329.618673, 138.700485, -55.008007, -177.170625, -177.170625, -710.267014, -710.267014
1542730329.624178, 141.747910, 51.280849, -183.189334, -183.189334, -601.870960, -601.870960
1542730329.629685, 141.747910, 51.280849, -188.360870, -188.360870, -517.153530, -517.153530
1542730329.634948, 141.747910, 51.280849, -192.532450, -192.532450, -417.158051, -417.158051
1542730329.640258, 147.878738, 188.041458, -195.366082, -195.366082, -283.363173, -283.363173
1542730329.645786, 147.878738, 188.041458, -197.181963, -197.181963, -181.588172, -181.588172
1542730329.651407, 147.878738, 188.041458, -197.808248, -197.808248, -62.628490, -150.000000
1542730329.657434, 147.878738, 188.041458, -197.301302, -197.301302, 50.694606, 150.000000
1542730329.662913, 154.525543, 273.515442, -195.388587, -195.388587, 191.271490, 191.271490
1542730329.668738, 154.525543, 273.515442, -192.171937, -192.171937, 321.665082, 321.665082
1542730329.674363, 154.525543, 273.515442, -187.719336, -187.719336, 445.260073, 445.260073
1542730329.679771, 161.235062, 319.800079, -181.889585, -181.889585, 582.975118, 582.975118
1542730329.685660, 161.235062, 319.800079, -174.809755, -174.809755, 707.982927, 707.982927
1542730329.691023, 161.235062, 319.800079, -166.139450, -166.139450, 867.030564, 867.030564
1542730329.696568, 166.568787, 308.296082, -156.251484, -156.251484, 988.796617, 988.796617
1542730329.702504, 166.568787, 308.296082, -145.136488, -145.136488, 1111.499546, 1111.499546
1542730329.707947, 166.568787, 308.296082, -132.622740, -132.622740, 1251.374839, 1251.374839
1542730329.713838, 169.352234, 234.851059, -119.164805, -119.164805, 1345.793491, 1345.793491
1542730329.719133, 169.352234, 234.851059, -104.633656, -104.633656, 1453.114916, 1453.114916
1542730329.724321, 169.352234, 234.851059, -89.129916, -89.129916, 1550.373930, 1550.373930
1542730329.729931, 169.352234, 234.851059, -72.770965, -72.770965, 1635.895133, 1635.895133
1542730329.735238, 170.026169, 140.930725, -55.949019, -55.949019, 1682.194596, 1682.194596
1542730329.742018, 170.026169, 140.930725, -38.563022, -38.563022, 1738.599755, 1738.599755
1542730329.747762, 169.442825, 58.590244, -21.022933, -21.022933, 1754.008820, 1754.008820
1542730329.752993, 169.442825, 58.590244, -3.541181, -20.000000, 1748.175196, 1748.175196
1542730329.758930, 169.442825, 58.590244, 13.888286, 20.000000, 1742.946698, 1742.946698
1542730329.764455, 169.442825, 58.590244, 31.442094, 31.442094, 1755.380865, 1755.380865
1542730329.770265, 162.968979, -139.490479, 47.990406, 47.990406, 1654.831145, 1654.831145
1542730329.775871, 162.968979, -139.490479, 63.868513, 63.868513, 1587.810711, 1587.810711
1542730329.781565, 162.968979, -139.490479, 79.014822, 79.014822, 1514.630927, 1514.630927
1542730329.786873, 155.921829, -258.420715, 92.745526, 92.745526, 1373.070423, 1373.070423
1542730329.794548, 155.921829, -258.420715, 105.190960, 105.190960, 1244.543340, 1244.543340
1542730329.800454, 155.921829, -258.420715, 116.128082, 116.128082, 1093.712267, 1093.712267
1542730329.806588, 155.921829, -258.420715, 125.414205, 125.414205, 928.612304, 928.612304
1542730329.812352, 148.322723, -335.599701, 132.689391, 132.689391, 727.518515, 727.518515
1542730329.818149, 148.322723, -335.599701, 137.971181, 137.971181, 528.179023, 528.179023
1542730329.823373, 140.600815, -378.002472, 141.093683, 141.093683, 312.250188, 312.250188
1542730329.829054, 140.600815, -378.002472, 142.087855, 142.087855, 99.417280, 150.000000
1542730329.834405, 140.600815, -378.002472, 140.896954, 140.896954, -119.090128, -150.000000
1542730329.839908, 140.600815, -378.002472, 137.423614, 137.423614, -347.334030, -347.334030
1542730329.845354, 136.167343, -315.921661, 131.920554, 131.920554, -550.306002, -550.306002
1542730329.850953, 136.167343, -315.921661, 124.268994, 124.268994, -765.155947, -765.155947
1542730329.856330, 136.167343, -315.921661, 114.441360, 114.441360, -982.763393, -982.763393
1542730329.861655, 135.783142, -174.898590, 103.064510, 103.064510, -1137.685080, -1137.685080
1542730329.867477, 135.783142, -174.898590, 89.919774, 89.919774, -1314.473555, -1314.473555
1542730329.872718, 137.982346, -34.375191, 75.404128, 75.404128, -1451.564570, -1451.564570
1542730329.877968, 137.982346, -34.375191, 59.575665, 59.575665, -1582.846373, -1582.846373
1542730329.883506, 137.982346, -34.375191, 42.718414, 42.718414, -1685.725056, -1685.725056
1542730329.888888, 137.982346, -34.375191, 25.134288, 25.134288, -1758.412567, -1758.412567
1542730329.894148, 137.982346, -34.375191, 6.959427, 20.000000, -1817.486165, -1817.486165
1542730329.899586, 145.944977, 191.154816, -10.704755, -20.000000, -1766.418167, -1766.418167
1542730329.904954, 145.944977, 191.154816, -28.446819, -28.446819, -1774.206436, -1774.206436
1542730329.910571, 155.395142, 348.563110, -45.636745, -45.636745, -1718.992544, -1718.992544
1542730329.916339, 155.395142, 348.563110, -61.511313, -61.511313, -1587.456874, -1587.456874
1542730329.921685, 155.395142, 348.563110, -76.562496, -76.562496, -1505.118271, -1505.118271
1542730329.927076, 155.395142, 348.563110, -90.111571, -90.111571, -1354.907524, -1354.907524
1542730329.932395, 161.497864, 343.941833, -101.895204, -101.895204, -1178.363283, -1178.363283
1542730329.937708, 161.497864, 343.941833, -111.654119, -111.654119, -975.891519, -975.891519
1542730329.943086, 161.497864, 343.941833, -119.421651, -119.421651, -776.753165, -776.753165
1542730329.948517, 161.497864, 343.941833, -124.807641, -124.807641, -538.598954, -538.598954
1542730329.953830, 163.806870, 225.333603, -128.026723, -128.026723, -321.908248, -321.908248
1542730329.959689, 163.806870, 225.333603, -128.829717, -128.829717, -80.299363, -150.000000
1542730329.965222, 162.936691, 104.262344, -127.102437, -127.102437, 172.728004, 172.728004
1542730329.971004, 162.936691, 104.262344, -123.237112, -123.237112, 386.532467, 386.532467
1542730329.976457, 162.936691, 104.262344, -116.982891, -116.982891, 625.422103, 625.422103
1542730329.981743, 162.936691, 104.262344, -108.539668, -108.539668, 844.322257, 844.322257
1542730329.987002, 160.437469, -10.968969, -98.432173, -98.432173, 1010.749494, 1010.749494
1542730329.993067, 160.437469, -10.968969, -86.387251, -86.387251, 1204.492281, 1204.492281
1542730329.998567, 160.437469, -10.968969, -72.888968, -72.888968, 1349.828299, 1349.828299
1542730330.003831, 154.722549, -155.965424, -58.644755, -58.644755, 1424.421268, 1424.421268
1542730330.009538, 154.722549, -155.965424, -43.600830, -43.600830, 1504.392456, 1504.392456
1542730330.015005, 154.722549, -155.965424, -27.864305, -27.864305, 1573.652488, 1573.652488
1542730330.020290, 146.759506, -291.120453, -12.430137, -20.000000, 1543.416897, 1543.416897
1542730330.025728, 146.759506, -291.120453, 2.693449, 20.000000, 1512.358537, 1512.358537
1542730330.030959, 146.759506, -291.120453, 17.351447, 20.000000, 1465.799798, 1465.799798
1542730330.036637, 146.759506, -291.120453, 30.957164, 30.957164, 1360.571676, 1360.571676
1542730330.042166, 139.627426, -340.165100, 43.034470, 43.034470, 1207.730655, 1207.730655
1542730330.048125, 139.627426, -340.165100, 53.965578, 53.965578, 1093.110771, 1093.110771
1542730330.054221, 139.627426, -340.165100, 62.953742, 62.953742, 898.816402, 898.816402
1542730330.060938, 139.627426, -340.165100, 69.784031, 69.784031, 683.028868, 683.028868
1542730330.066399, 134.793015, -305.804108, 74.715887, 74.715887, 493.185622, 493.185622
1542730330.071604, 134.793015, -305.804108, 77.222859, 77.222859, 250.697228, 250.697228
1542730330.077037, 134.319778, -172.946579, 77.616238, 77.616238, 39.337907, 150.000000
1542730330.082975, 134.319778, -172.946579, 75.534629, 75.534629, -208.160871, -208.160871
1542730330.088664, 134.319778, -172.946579, 71.264046, 71.264046, -427.058303, -427.058303
1542730330.093859, 137.648315, -3.294034, 65.186353, 65.186353, -607.769384, -607.769384
1542730330.099591, 137.648315, -3.294034, 57.144806, 57.144806, -804.154647, -804.154647
1542730330.105803, 137.648315, -3.294034, 47.278586, 47.278586, -986.622007, -986.622007
1542730330.111501, 137.648315, -3.294034, 35.875900, 35.875900, -1140.268556, -1140.268556
1542730330.117489, 147.617157, 260.297760, 23.981160, 23.981160, -1189.474008, -1189.474008
1542730330.123107, 147.617157, 260.297760, 11.061290, 20.000000, -1291.987011, -1291.987011
1542730330.128710, 147.617157, 260.297760, -2.308916, -20.000000, -1337.020587, -1337.020587
1542730330.134114, 157.758820, 395.525330, -15.343959, -20.000000, -1303.504360, -1303.504360
1542730330.139439, 157.758820, 395.525330, -28.391527, -28.391527, -1304.756820, -1304.756820
1542730330.144816, 164.281555, 388.021484, -40.677389, -40.677389, -1228.586115, -1228.586115
1542730330.150139, 164.281555, 388.021484, -52.194573, -52.194573, -1151.718407, -1151.718407
1542730330.155807, 164.281555, 388.021484, -62.220216, -62.220216, -1002.564373, -1002.564373
1542730330.161241, 165.023422, 222.692490, -70.903949, -70.903949, -868.373274, -868.373274
1542730330.166501, 165.023422, 222.692490, -77.536456, -77.536456, -663.250721, -663.250721
1542730330.172364, 165.023422, 222.692490, -81.920960, -81.920960, -438.450349, -438.450349
1542730330.177888, 165.023422, 222.692490, -84.550030, -84.550030, -262.907001, -262.907001
1542730330.183320, 162.470566, 49.824532, -85.222420, -85.222420, -67.238972, -150.000000
1542730330.188751, 162.470566, 49.824532, -83.473508, -83.473508, 174.891163, 174.891163
1542730330.194045, 162.470566, 49.824532, -79.832112, -79.832112, 364.139574, 364.139574
1542730330.199732, 156.299637, -135.900635, -74.534780, -74.534780, 529.733211, 529.733211
1542730330.205163, 156.299637, -135.900635, -67.291929, -67.291929, 724.285095, 724.285095
1542730330.210442, 156.299637, -135.900635, -58.369744, -58.369744, 892.218465, 892.218465
1542730330.215849, 148.312164, -279.980225, -48.488123, -48.488123, 988.162162, 988.162162
1542730330.221128, 148.312164, -279.980225, -37.602387, -37.602387, 1088.573593, 1088.573593
1542730330.226980, 148.312164, -279.980225, -26.100482, -26.100482, 1150.190500, 1150.190500
1542730330.232989, 148.312164, -279.980225, -14.040323, -20.000000, 1206.015868, 1206.015868
1542730330.238823, 139.280411, -387.460693, -2.420676, -20.000000, 1161.964734, 1161.964734
1542730330.244389, 139.280411, -387.460693, 8.669382, 20.000000, 1109.005780, 1109.005780
1542730330.249650, 139.280411, -387.460693, 19.188900, 20.000000, 1051.951769, 1051.951769
1542730330.254804, 139.280411, -387.460693, 28.460352, 28.460352, 927.145286, 927.145286
1542730330.260227, 132.108002, -386.706299, 36.165406, 36.165406, 770.505401, 770.505401
1542730330.265587, 132.108002, -386.706299, 42.340870, 42.340870, 617.546331, 617.546331
1542730330.270823, 132.108002, -386.706299, 46.437648, 46.437648, 409.677813, 409.677813
1542730330.276222, 128.088531, -313.265045, 48.465909, 48.465909, 202.826084, 202.826084
1542730330.282243, 128.088531, -313.265045, 48.497713, 48.497713, 3.180400, 150.000000
1542730330.288193, 128.088531, -313.265045, 46.077880, 46.077880, -241.983282, -241.983282
1542730330.294066, 128.837631, -144.499680, 41.663519, 41.663519, -441.436109, -441.436109
1542730330.300183, 128.837631, -144.499680, 35.235214, 35.235214, -642.830508, -642.830508
1542730330.306624, 128.837631, -144.499680, 26.573507, 26.573507, -866.170701, -866.170701
1542730330.311923, 137.187836, 143.314026, 16.669862, 20.000000, -990.364468, -990.364468
1542730330.317773, 137.187836, 143.314026, 5.001928, 20.000000, -1166.793368, -1166.793368
1542730330.323406, 137.187836, 143.314026, -7.951295, -20.000000, -1295.322296, -1295.322296
1542730330.328750, 137.187836, 143.314026, -21.948925, -21.948925, -1399.763050, -1399.763050
1542730330.334564, 149.250137, 395.925049, -35.895774, -35.895774, -1394.684884, -1394.684884
1542730330.340134, 149.250137, 395.925049, -50.045364, -50.045364, -1414.959033, -1414.959033
1542730330.346002, 160.082718, 492.940186, -64.018840, -64.018840, -1397.347546, -1397.347546
1542730330.351528, 160.082718, 492.940186, -76.987501, -76.987501, -1296.866151, -1296.866151
1542730330.356805, 160.082718, 492.940186, -89.134792, -89.134792, -1214.729090, -1214.729090
1542730330.362571, 160.082718, 492.940186, -99.669359, -99.669359, -1053.456657, -1053.456657
1542730330.368199, 166.672226, 431.735565, -108.364792, -108.364792, -869.543304, -869.543304
1542730330.374272, 166.672226, 431.735565, -115.187915, -115.187915, -682.312362, -682.312362
1542730330.380180, 167.594223, 250.883499, -119.408572, -119.408572, -422.065716, -422.065716
1542730330.385966, 167.594223, 250.883499, -121.312754, -121.312754, -190.418167, -190.418167
1542730330.391433, 167.594223, 250.883499, -120.262184, -120.262184, 105.057057, 150.000000
1542730330.396911, 167.594223, 250.883499, -116.949936, -116.949936, 331.224786, 331.224786
1542730330.402732, 165.458344, 75.481667, -111.187858, -111.187858, 576.207804, 576.207804
1542730330.408046, 165.458344, 75.481667, -102.624640, -102.624640, 856.321750, 856.321750
1542730330.413675, 165.458344, 75.481667, -91.852161, -91.852161, 1077.247882, 1077.247882
1542730330.419484, 159.475952, -117.627083, -79.314004, -79.314004, 1253.815784, 1253.815784
1542730330.425340, 159.475952, -117.627083, -64.806641, -64.806641, 1450.736234, 1450.736234
1542730330.431230, 159.475952, -117.627083, -48.756780, -48.756780, 1604.986141, 1604.986141
1542730330.436456, 159.475952, -117.627083, -31.597318, -31.597318, 1715.946195, 1715.946195
1542730330.441714, 150.240112, -304.845154, -13.823140, -20.000000, 1777.417744, 1777.417744
1542730330.447215, 150.240112, -304.845154, 4.176818, 20.000000, 1799.995828, 1799.995828
1542730330.453020, 150.240112, -304.845154, 21.928369, 21.928369, 1775.155060, 1775.155060
1542730330.458380, 140.672119, -405.224060, 38.683408, 38.683408, 1675.503995, 1675.503995
1542730330.464214, 140.672119, -405.224060, 54.744270, 54.744270, 1606.086161, 1606.086161
1542730330.469469, 140.672119, -405.224060, 69.213364, 69.213364, 1446.909344, 1446.909344
1542730330.475200, 132.747086, -428.052429, 81.635975, 81.635975, 1242.261103, 1242.261103
1542730330.480850, 132.747086, -428.052429, 92.249026, 92.249026, 1061.305128, 1061.305128
1542730330.486179, 132.747086, -428.052429, 100.263399, 100.263399, 801.437318, 801.437318
1542730330.491501, 129.593536, -307.808624, 105.782119, 105.782119, 551.872041, 551.872041
1542730330.497166, 129.593536, -307.808624, 108.724151, 108.724151, 294.203203, 294.203203
1542730330.503356, 129.593536, -307.808624, 108.630119, 108.630119, -9.403241, -150.000000
1542730330.508688, 129.593536, -307.808624, 105.492496, 105.492496, -313.762290, -313.762290
1542730330.514136, 130.047211, -149.368362, 99.795521, 99.795521, -569.697472, -569.697472
1542730330.519953, 130.047211, -149.368362, 91.531496, 91.531496, -826.402513, -826.402513
1542730330.525256, 130.047211, -149.368362, 80.619551, 80.619551, -1091.194561, -1091.194561
1542730330.531049, 136.214111, 83.729218, 67.967930, 67.967930, -1265.162043, -1265.162043
1542730330.536701, 136.214111, 83.729218, 53.270760, 53.270760, -1469.717063, -1469.717063
1542730330.542681, 136.214111, 83.729218, 36.926469, 36.926469, -1634.429049, -1634.429049
1542730330.548946, 136.214111, 83.729218, 19.366265, 20.000000, -1756.020367, -1756.020367
1542730330.554805, 149.321457, 388.466736, 1.883899, 20.000000, -1748.236639, -1748.236639
1542730330.560816, 149.321457, 388.466736, -16.066635, -20.000000, -1795.053369, -1795.053369
1542730330.566633, 159.902771, 477.952484, -33.506330, -33.506330, -1743.969581, -1743.969581
1542730330.571989, 159.902771, 477.952484, -50.145777, -50.145777, -1663.944681, -1663.944681
1542730330.577416, 159.902771, 477.952484, -65.937323, -65.937323, -1579.154622, -1579.154622
1542730330.583193, 166.173813, 419.880585, -80.107704, -80.107704, -1417.038045, -1417.038045
1542730330.588436, 166.173813, 419.880585, -92.069350, -92.069350, -1196.164573, -1196.164573
1542730330.594258, 166.173813, 419.880585, -102.268635, -102.268635, -1019.928562, -1019.928562
1542730330.599476, 168.257690, 275.365356, -110.046404, -110.046404, -777.776869, -777.776869
1542730330.604795, 168.257690, 275.365356, -114.811316, -114.811316, -476.491222, -476.491222
1542730330.610846, 168.257690, 275.365356, -116.441010, -116.441010, -162.969363, -162.969363
1542730330.616533, 168.257690, 275.365356, -115.595207, -115.595207, 84.580262, 150.000000
1542730330.621775, 167.633698, 127.967857, -112.036385, -112.036385, 355.882208, 355.882208
1542730330.627053, 167.633698, 127.967857, -105.486649, -105.486649, 654.973657, 654.973657
1542730330.632312, 162.082169, -78.781723, -96.995732, -96.995732, 849.091698, 849.091698
1542730330.637707, 162.082169, -78.781723, -86.025452, -86.025452, 1097.027927, 1097.027927
1542730330.643543, 162.082169, -78.781723, -72.944238, -72.944238, 1308.121468, 1308.121468
1542730330.649366, 162.082169, -78.781723, -57.981059, -57.981059, 1496.317857, 1496.317857
1542730330.654598, 153.176651, -274.555328, -42.266123, -42.266123, 1571.493628, 1571.493628
