time, phase
1542730325.662803, 0
1542730325.860049, 1
1542730325.973385, 2
1542730326.108266, 3
1542730326.200555, 0
1542730326.304936, 1
1542730326.426207, 2
1542730326.543669, 3
1542730326.639067, 0
1542730326.740177, 1
1542730326.846166, 2
1542730326.962248, 3
1542730327.051111, 0
1542730327.159666, 1
1542730327.269704, 2
1542730327.410066, 3
1542730327.530447, 0
1542730327.636006, 1
1542730327.731818, 2
1542730327.852334, 3
1542730327.941365, 0
1542730328.016403, 1
1542730328.087068, 2
1542730328.158471, 3
1542730328.225938, 0
1542730328.300403, 1
1542730328.369385, 2
1542730328.440072, 3
1542730328.497815, 0
1542730328.575152, 1
1542730328.649643, 2
1542730328.736536, 3
1542730328.813817, 0
1542730328.911573, 1
1542730329.024857, 2
1542730329.168182, 3
1542730329.301244, 0
1542730329.415670, 1
1542730329.539140, 2
1542730329.657245, 3
1542730329.758613, 0
1542730329.834357, 1
1542730329.899555, 2
1542730329.965191, 3
1542730330.025694, 0
1542730330.082680, 1
1542730330.128679, 2
1542730330.188721, 3
1542730330.244227, 0
1542730330.288157, 1
1542730330.323219, 2
1542730330.391210, 3
1542730330.447176, 0
1542730330.503024, 1
1542730330.560776, 2
1542730330.616415, 3
1542730330.671837, 0
1542730330.723209, 1
1542730330.769182, 2
1542730330.842292, 3
1542730330.896811, 0
1542730330.969658, 1
1542730331.041955, 2
1542730331.110830, 3
1542730331.166345, 0
1542730331.259279, 1
1542730331.369457, 2
1542730331.497963, 3
1542730331.592380, 0
1542730331.683205, 1
1542730331.800622, 2
1542730331.939706, 3
1542730332.049962, 0
1542730332.151529, 1
1542730332.286801, 2
1542730332.427367, 3
1542730332.542176, 0
1542730332.641951, 1
1542730332.755438, 2
1542730332.932106, 3
1542730333.065666, 0
1542730333.175706, 1
1542730333.303625, 2
1542730333.443011, 3
1542730333.654096, 0
1542730333.751594, 1
1542730333.822910, 2
1542730333.905303, 3
1542730334.158664, 0
1542730334.224823, 1
1542730334.288305, 2
1542730334.332044, 3
1542730334.381627, 0
1542730334.414072, 1
1542730334.546095, 2
1542730334.698868, 3
1542730334.759958, 0
1542730334.809555, 1
1542730334.854162, 2
1542730334.908432, 3
1542730334.957288, 0
1542730335.011271, 1
1542730335.059258, 2
1542730335.124559, 3
1542730335.178013, 0
1542730335.238290, 1
1542730335.293379, 2
1542730335.362189, 3
1542730335.418196, 0
1542730335.484785, 1
1542730335.545257, 2
1542730335.592448, 3
1542730335.632193, 0
1542730335.723560, 1
1542730335.803707, 2
1542730335.879554, 3
1542730335.940823, 0
1542730336.033227, 1
1542730336.138416, 2
1542730336.244303, 3
1542730336.332680, 0
1542730336.433205, 1
1542730336.538104, 2
1542730336.671520, 3
1542730336.782890, 0
1542730336.879009, 1
1542730336.988652, 2
1542730337.113904, 3
1542730337.234717, 0
1542730337.302095, 1
1542730337.375618, 2
1542730337.458840, 3
1542730337.540410, 0
1542730337.586879, 1
1542730337.630748, 2
1542730337.695713, 3
1542730337.756040, 0
1542730337.794645, 1
1542730337.928200, 2
1542730338.095111, 3
1542730338.149197, 0
1542730338.198493, 1
1542730338.242384, 2
1542730338.309437, 3
1542730338.375165, 0
1542730338.412850, 1
1542730338.445754, 2
1542730338.500421, 3
1542730338.538249, 0
1542730338.641312, 1
1542730338.727988, 2
1542730338.801925, 3
1542730338.866841, 0
1542730338.950675, 1
1542730339.034294, 2
1542730339.122785, 3
1542730339.195588, 0
1542730339.286934, 1
1542730339.372950, 2
1542730339.467977, 3
1542730339.545518, 0
1542730339.629365, 1
1542730339.722202, 2
1542730339.832057, 3
1542730339.908651, 0
1542730339.998883, 1
1542730340.102860, 2
1542730340.217950, 3
1542730340.302190, 0
1542730340.386395, 1
1542730340.478758, 2
1542730340.582007, 3
1542730340.675665, 0
1542730340.730458, 1
1542730340.786921, 2
1542730340.858038, 3
1542730340.924171, 0
1542730340.973400, 1
1542730341.017847, 2
1542730341.084529, 3
1542730341.138974, 0
1542730341.198573, 1
1542730341.258585, 2
1542730341.322397, 3
1542730341.384178, 0
1542730341.449931, 1
1542730341.511013, 2
1542730341.572805, 3
1542730341.630406, 0
1542730341.718653, 1
1542730341.796676, 2
1542730341.873150, 3
1542730341.946715, 0
1542730342.035816, 1
1542730342.125844, 2
1542730342.213685, 3
1542730342.291222, 0
1542730342.378226, 1
1542730342.472616, 2
1542730342.577922, 3
1542730342.660664, 0
1542730342.747269, 1
1542730342.848015, 2
1542730342.964231, 3
1542730343.072652, 0
1542730343.122185, 1
1542730343.171608, 2
1542730343.236942, 3
1542730343.303564, 0
1542730343.364317, 1
1542730343.414533, 2
1542730343.481408, 3
1542730343.538374, 0
1542730343.616166, 1
1542730343.690970, 2
1542730343.759083, 3
1542730343.814651, 0
1542730343.900552, 1
1542730343.988856, 2
1542730344.093578, 3
1542730344.178114, 0
1542730344.279261, 1
1542730344.390432, 2
1542730344.560646, 3
1542730344.666594, 0
1542730344.780641, 1
1542730344.894842, 2
1542730345.030624, 3
1542730345.151282, 0
1542730345.250873, 1
1542730345.432752, 2
1542730345.762252, 3
1542730349.128609, 0
1542730349.227261, 1
1542730349.293804, 2
1542730349.605581, 3
1542730350.317440, 0
1542730350.594426, 1
1542730351.719987, 2
1542730351.911419, 3
1542730352.922369, 0
1542730353.164314, 1
1542730353.594902, 2
1542730353.817225, 3
1542730353.955574, 0
1542730354.107656, 1
1542730354.234883, 2
1542730354.331075, 3
1542730354.405640, 0
1542730354.513081, 1
1542730354.610855, 2
1542730354.686414, 3
1542730354.743368, 0
