time, phase
1551625073.629586, 0
1551625073.831868, 1
1551625074.239402, 2
1551625074.400111, 3
1551625074.648595, 0
1551625074.928861, 1
1551625075.280563, 2
1551625075.446701, 3
1551625075.715455, 0
1551625076.079170, 1
1551625076.320139, 2
1551625076.545005, 3
1551625076.709915, 0
1551625077.038529, 1
1551625077.290977, 2
1551625077.511256, 3
1551625077.741510, 0
1551625077.926580, 1
1551625078.426678, 2
1551625078.630226, 3
1551625078.995140, 0
1551625079.233601, 1
1551625079.682287, 2
1551625079.817313, 3
1551625080.045209, 0
1551625080.349199, 1
1551625080.524489, 2
1551625080.696198, 3
1551625080.894106, 0
1551625081.087018, 1
1551625081.369146, 2
1551625081.565686, 3
1551625081.786187, 0
1551625082.063494, 1
1551625082.301681, 2
1551625082.482258, 3
1551625082.680459, 0
1551625082.856971, 1
1551625083.197055, 2
1551625083.428985, 3
1551625083.721543, 0
1551625083.885466, 1
1551625084.329298, 2
1551625084.527164, 3
1551625084.755477, 0
1551625085.091994, 1
1551625085.403018, 2
1551625085.593997, 3
1551625085.741710, 0
1551625085.926061, 1
1551625086.427660, 2
1551625086.671891, 3
1551625086.870934, 0
1551625087.038559, 1
1551625087.439063, 2
1551625087.680587, 3
1551625087.903506, 0
1551625088.209823, 1
1551625088.717078, 2
1551625088.866370, 3
1551625089.017077, 0
1551625089.241495, 1
1551625089.618799, 2
1551625089.776105, 3
1551625090.032166, 0
1551625090.197870, 1
1551625090.712775, 2
1551625090.959798, 3
1551625091.226252, 0
1551625091.411962, 1
1551625092.020477, 2
1551625092.417378, 3
1551625093.061757, 0
1551625093.252230, 1
1551625093.765920, 2
1551625093.908267, 3
1551625094.229466, 0
1551625094.448111, 1
1551625094.621146, 2
1551625094.745684, 3
1551625094.862342, 0
1551625095.048038, 1
1551625095.199340, 2
1551625095.414651, 3
1551625095.651428, 0
1551625095.870756, 1
1551625096.110532, 2
1551625096.346132, 3
1551625096.680485, 0
1551625096.875550, 1
1551625097.270938, 2
1551625097.488240, 3
1551625097.713972, 0
1551625097.903806, 1
1551625098.064513, 2
1551625098.270588, 3
1551625098.502437, 0
1551625098.761464, 1
1551625099.017379, 2
1551625099.191438, 3
1551625099.452555, 0
1551625099.629837, 1
1551625099.954289, 2
1551625100.148352, 3
1551625100.482869, 0
1551625100.695436, 1
1551625100.946131, 2
1551625101.141913, 3
1551625101.358776, 0
1551625101.578403, 1
1551625101.851770, 2
1551625102.061486, 3
1551625102.227763, 0
1551625102.420188, 1
1551625102.695416, 2
1551625102.912351, 3
1551625103.080872, 0
1551625103.369212, 1
1551625103.593442, 2
1551625103.827968, 3
1551625104.062679, 0
1551625104.353057, 1
1551625104.626634, 2
1551625104.856978, 3
1551625105.048003, 0
1551625105.242958, 1
1551625105.557402, 2
1551625105.783644, 3
1551625106.027700, 0
1551625106.340205, 1
1551625106.640883, 2
1551625106.834155, 3
1551625107.300174, 0
1551625107.484478, 1
1551625107.940285, 2
1551625108.134131, 3
1551625108.606670, 0
1551625108.791675, 1
1551625109.485139, 2
1551625109.798130, 3
1551625110.092382, 0
1551625110.300211, 1
1551625110.763480, 2
1551625110.970208, 3
1551625111.133804, 0
1551625111.311031, 1
1551625111.490757, 2
1551625111.706475, 3
1551625111.926314, 0
1551625112.144501, 1
1551625112.379306, 2
1551625112.605809, 3
1551625112.786540, 0
1551625113.006716, 1
1551625113.261095, 2
1551625113.470567, 3
1551625113.629783, 0
1551625113.840310, 1
1551625114.053887, 2
1551625114.254668, 3
1551625114.431433, 0
1551625114.617571, 1
1551625114.818975, 2
1551625115.100093, 3
1551625115.265103, 0
