time,phase_from_reg,phase_for_plbck,plbck_pos
1553024385.230999, 0.000019, 0.000000, 0.000000
1553024385.313673, 0.023985, 0.023965, 0.023965
1553024385.388880, 3.141593, 3.141573, 3.141573
1553024385.499476, 4.712389, 4.712370, 4.712370
1553024385.576437, 4.712389, 4.712370, 4.712370
1553024385.716025, 4.712389, 4.712370, 4.712370
1553024385.795223, 5.370150, 5.370130, 5.370130
1553024385.891566, 5.742087, 5.742068, 5.742068
1553024386.002614, 6.633942, 6.633922, 6.633922
1553024386.109751, 7.515945, 7.515926, 7.515926
1553024386.223331, 8.527706, 8.527686, 8.527686
1553024386.322128, 9.722564, 9.722545, 9.722545
1553024386.441598, 11.135616, 11.135596, 11.135596
1553024386.554156, 12.162707, 12.162687, 12.162687
1553024386.675660, 13.567450, 13.567430, 13.567430
1553024386.752272, 14.401405, 14.401386, 14.401386
1553024386.859497, 15.362039, 15.362019, 15.362019
1553024386.969265, 15.981196, 15.981177, 15.981177
1553024387.090503, 17.254311, 17.254291, 17.254291
1553024387.193864, 18.437691, 18.437671, 18.437671
1553024387.308390, 19.852352, 19.852333, 19.852333
1553024387.423511, 20.909799, 20.909780, 20.909780
1553024387.552097, 21.780869, 21.780849, 21.780849
1553024387.656481, 22.137505, 22.137486, 22.137486
1553024387.766855, 23.437179, 23.437160, 23.437160
1553024387.875429, 24.719987, 24.719968, 24.719968
1553024388.013810, 26.226850, 26.226831, 26.226831
1553024388.154212, 27.313833, 27.313814, 27.313814
1553024388.273770, 28.291326, 28.291306, 28.291306
1553024388.390083, 29.812598, 29.812578, 29.812578
1553024388.513207, 31.408227, 31.408208, 31.408208
1553024388.620577, 32.705727, 32.705707, 32.705707
1553024388.749777, 34.233583, 34.233563, 34.233563
1553024388.856860, 35.975144, 35.975125, 35.975125
1553024388.962532, 37.845170, 37.845151, 37.845151
1553024389.089156, 39.521301, 39.521281, 39.521281
1553024389.223658, 41.013340, 41.013321, 41.013321
1553024389.340263, 42.690185, 42.690165, 42.690165
1553024389.459508, 44.753580, 44.753561, 44.753561
1553024389.564470, 46.182245, 46.182225, 46.182225
1553024389.672027, 47.771280, 47.771261, 47.771261
1553024389.784456, 49.331002, 49.330983, 49.330983
1553024389.896896, 51.206933, 51.206914, 51.206914
1553024390.021971, 52.701094, 52.701074, 52.701074
1553024390.138010, 53.934472, 53.934452, 53.934452
1553024390.250305, 55.329967, 55.329948, 55.329948
1553024390.385551, 56.983929, 56.983909, 56.983909
1553024390.526322, 58.276346, 58.276327, 58.276327
1553024390.629092, 59.618375, 59.618356, 59.618356
1553024390.754003, 60.706544, 60.706524, 60.706524
1553024390.861307, 62.160883, 62.160864, 62.160864
1553024390.972952, 63.825489, 63.825470, 63.825470
1553024391.101034, 65.192431, 65.192412, 65.192412
1553024391.215819, 66.575694, 66.575675, 66.575675
1553024391.333830, 67.763850, 67.763830, 67.763830
1553024391.453892, 69.223204, 69.223185, 69.223185
1553024391.572295, 70.651257, 70.651237, 70.651237
1553024391.671841, 71.904052, 71.904033, 71.904033
1553024391.782929, 73.267724, 73.267704, 73.267704
1553024391.881121, 74.399141, 74.399122, 74.399122
1553024391.994877, 75.683961, 75.683942, 75.683942
1553024392.109351, 76.840359, 76.840340, 76.840340
1553024392.206252, 78.000957, 78.000937, 78.000937
1553024392.331670, 78.513424, 78.513404, 78.513404
1553024392.435351, 79.236204, 79.236184, 79.236184
1553024392.548985, 80.616153, 80.616134, 80.616134
1553024392.648817, 81.916970, 81.916951, 81.916951
