time,palm_pos,palm_vel,span
1548007155.018244, 0.000000, 0.000000, 0.000000
1548007155.030239, 0.000000, 0.000000, 0.000000
1548007155.036193, 0.000000, 0.000000, 0.000000
1548007155.041492, 0.000000, 0.000000, 0.000000
1548007155.046751, 0.000000, 0.000000, 0.000000
1548007155.051861, 0.000000, 0.000000, 0.000000
1548007155.058052, 0.000000, 0.000000, 0.000000
1548007155.063308, 0.000000, 0.000000, 0.000000
1548007155.068696, 0.000000, 0.000000, 0.000000
1548007155.073815, 0.000000, 0.000000, 0.000000
1548007155.079099, 0.000000, 0.000000, 0.000000
1548007155.084865, 0.000000, 0.000000, 0.000000
1548007155.090000, 0.000000, 0.000000, 0.000000
1548007155.095436, 0.000000, 0.000000, 0.000000
1548007155.101056, 0.000000, 0.000000, 0.000000
1548007155.106158, 0.000000, 0.000000, 0.000000
1548007155.111775, 0.000000, 0.000000, 0.000000
1548007155.116974, 0.000000, 0.000000, 0.000000
1548007155.122577, 0.000000, 0.000000, 0.000000
1548007155.128565, 0.000000, 0.000000, 0.000000
1548007155.135499, 0.000000, 0.000000, 0.000000
1548007155.140725, 0.000000, 0.000000, 0.000000
1548007155.146612, 173.982468, 2.595048, 36.191808
1548007155.151866, 173.982468, 2.595048, 36.191808
1548007155.157396, 173.982468, 2.595048, 36.191808
1548007155.162703, 173.982468, 2.595048, 36.191808
1548007155.168072, 173.982468, 2.595048, 36.191808
1548007155.173817, 174.040146, 2.357660, 36.009378
1548007155.179888, 174.040146, 2.357660, 36.009378
1548007155.185193, 174.040146, 2.357660, 36.009378
1548007155.191461, 174.040146, 2.357660, 36.009378
1548007155.197327, 174.040146, 2.357660, 36.009378
1548007155.203039, 174.088730, 1.944810, 35.807405
1548007155.208898, 174.088730, 1.944810, 35.807405
1548007155.214389, 174.088730, 1.944810, 35.807405
1548007155.220274, 174.088730, 1.944810, 35.807405
1548007155.226165, 174.088730, 1.944810, 35.807405
1548007155.232015, 174.125015, 1.503036, 35.668752
1548007155.237264, 174.125015, 1.503036, 35.668752
1548007155.242668, 174.125015, 1.503036, 35.668752
1548007155.248018, 174.125015, 1.503036, 35.668752
1548007155.254182, 174.125015, 1.503036, 35.668752
1548007155.260040, 174.156342, 1.219763, 35.512677
1548007155.265696, 174.156342, 1.219763, 35.512677
1548007155.271541, 174.156342, 1.219763, 35.512677
1548007155.276966, 174.156342, 1.219763, 35.512677
1548007155.283932, 174.156342, 1.219763, 35.512677
1548007155.289781, 174.183502, 1.026816, 35.397516
1548007155.295268, 174.183502, 1.026816, 35.397516
1548007155.300764, 174.183502, 1.026816, 35.397516
1548007155.305980, 174.183502, 1.026816, 35.397516
1548007155.311969, 174.183502, 1.026816, 35.397516
1548007155.317908, 174.205643, 0.848174, 35.294899
1548007155.328271, 174.205643, 0.848174, 35.294899
1548007155.334414, 174.205643, 0.848174, 35.294899
1548007155.341877, 174.205643, 0.848174, 35.294899
1548007155.347454, 174.205643, 0.848174, 35.294899
1548007155.353406, 174.228714, 0.755347, 35.162353
1548007155.358712, 174.228714, 0.755347, 35.162353
1548007155.364109, 174.228714, 0.755347, 35.162353
1548007155.370046, 174.228714, 0.755347, 35.162353
1548007155.375347, 174.252625, 0.841702, 35.090434
1548007155.380559, 174.252625, 0.841702, 35.090434
1548007155.385917, 174.252625, 0.841702, 35.090434
1548007155.391520, 174.252625, 0.841702, 35.090434
1548007155.396768, 174.252625, 0.841702, 35.090434
1548007155.402332, 174.252625, 0.841702, 35.090434
1548007155.413179, 174.281281, 0.921821, 34.993769
1548007155.419073, 174.281281, 0.921821, 34.993769
1548007155.424622, 174.281281, 0.921821, 34.993769
1548007155.430219, 174.281281, 0.921821, 34.993769
1548007155.436076, 174.307953, 0.906037, 34.896317
1548007155.441744, 174.307953, 0.906037, 34.896317
1548007155.447084, 174.307953, 0.906037, 34.896317
1548007155.452391, 174.307953, 0.906037, 34.896317
1548007155.457582, 174.307953, 0.906037, 34.896317
1548007155.462983, 174.335403, 0.916240, 34.818849
1548007155.468838, 174.335403, 0.916240, 34.818849
1548007155.474222, 174.335403, 0.916240, 34.818849
1548007155.479526, 174.335403, 0.916240, 34.818849
1548007155.485866, 174.335403, 0.916240, 34.818849
1548007155.491842, 174.335403, 0.916240, 34.818849
1548007155.498022, 174.363739, 0.938681, 34.735045
1548007155.503869, 174.363739, 0.938681, 34.735045
1548007155.509543, 174.363739, 0.938681, 34.735045
1548007155.514887, 174.363739, 0.938681, 34.735045
1548007155.520804, 174.363739, 0.938681, 34.735045
1548007155.526042, 174.393982, 0.972159, 34.659393
1548007155.531678, 174.393982, 0.972159, 34.659393
1548007155.540586, 174.393982, 0.972159, 34.659393
1548007155.546616, 174.393982, 0.972159, 34.659393
1548007155.554968, 174.424057, 1.002293, 34.576043
1548007155.563367, 174.424057, 1.002293, 34.576043
1548007155.570304, 174.424057, 1.002293, 34.576043
1548007155.580361, 174.424057, 1.002293, 34.576043
1548007155.586512, 174.441864, 0.730593, 34.499620
1548007155.592778, 174.441864, 0.730593, 34.499620
1548007155.598910, 174.441864, 0.730593, 34.499620
