time,est_amp,est_freq,est_phase
1548007155.227797, 0.189323, 0.035979, 0.003956
1548007155.294617, 0.534704, 0.037140, 0.628338
1548007155.373818, 0.742140, 0.023011, 0.000000
1548007155.436597, 1.158548, 0.006240, 0.000000
1548007155.498687, 1.106141, 0.005411, 0.000000
1548007155.607789, 1.249527, 0.006642, 0.000000
1548007155.724667, 1.489886, 0.008944, 0.000000
1548007155.821061, 2.201209, 0.019686, 0.000000
1548007155.966379, 34.266731, 0.020505, 0.083702
1548007156.095633, 48.229692, 0.022847, 0.083707
1548007156.209832, 81.800599, 0.027451, 0.083707
1548007156.316888, 132.745496, 0.025164, 1.987000
1548007156.362832, 199.342795, 0.029802, 2.264679
1548007156.517844, 243.424968, 0.030053, 3.549825
1548007156.547848, 288.132419, 0.027151, 5.641187
1548007156.628670, 288.612762, 0.026926, 7.026939
1548007156.694768, 339.693601, 0.025063, 8.653816
1548007156.791833, 364.472263, 0.025378, 9.911420
1548007156.879174, 444.284566, 0.024174, 11.441261
1548007156.972499, 449.252460, 0.022835, 12.864783
1548007157.083972, 455.493134, 0.023019, 13.972397
1548007157.196966, 519.168012, 0.023260, 15.040114
1548007157.286768, 547.599685, 0.024952, 15.944027
1548007157.368506, 634.466500, 0.024428, 17.373706
1548007157.476754, 669.554142, 0.025031, 18.452586
1548007157.566919, 640.798742, 0.025496, 19.520997
1548007157.672036, 652.380209, 0.025247, 20.816616
1548007157.757944, 645.897314, 0.023514, 22.314865
1548007157.858203, 696.105787, 0.022250, 23.753480
1548007157.938610, 649.013394, 0.021837, 24.995593
1548007158.019897, 637.709969, 0.021475, 26.174357
1548007158.117668, 598.636927, 0.021583, 27.205716
1548007158.213894, 601.711296, 0.021854, 28.228359
1548007158.295954, 598.612169, 0.021935, 29.291520
1548007158.399807, 651.081382, 0.022199, 30.368164
1548007158.476130, 703.649327, 0.021882, 31.510506
1548007158.585675, 703.690978, 0.021351, 32.713075
1548007158.670904, 725.103472, 0.021486, 33.737617
1548007158.754014, 754.112963, 0.021136, 34.847653
1548007158.835192, 804.581353, 0.019630, 36.201249
1548007158.934647, 906.442389, 0.020744, 37.032594
1548007159.013387, 846.001481, 0.021958, 37.909627
1548007159.096443, 842.479689, 0.023828, 38.702229
1548007159.210520, 849.043319, 0.024219, 39.800670
1548007159.306726, 916.218070, 0.025791, 40.682783
1548007159.426520, 1005.990438, 0.026717, 41.743846
1548007159.484742, 1062.858919, 0.026208, 43.141660
1548007159.571637, 1042.723075, 0.024909, 44.737513
1548007159.675566, 1071.921001, 0.024521, 46.069769
1548007159.786339, 1088.395758, 0.024756, 47.237751
1548007159.865308, 1176.305037, 0.024569, 48.546736
1548007159.948576, 1176.305037, 0.024019, 49.815094
1548007160.033126, 1176.305037, 0.022275, 51.303619
1548007160.115884, 1145.678048, 0.021437, 52.529965
1548007160.227664, 1149.172696, 0.019870, 53.914547
1548007160.334343, 1149.172696, 0.018894, 55.147920
1548007160.416765, 1149.172696, 0.018912, 56.099985
