time, roll, pitch, heading 
1574070993.510842, -77.391991, 19.618549, 0.000000
1574070993.523938, -76.612000, 19.549330, 0.000000
1574070993.536902, -75.433823, 18.876202, 0.000000
1574070993.550175, -74.420158, 18.123825, 0.000000
1574070993.567903, -73.744057, 17.543194, 0.000000
1574070993.577427, -71.892822, 17.658924, 0.000000
1574070993.591593, -70.501823, 18.354137, 0.000000
1574070993.604608, -69.935043, 18.205091, 0.000000
1574070993.617719, -69.248360, 18.849346, 0.000000
1574070993.630784, -67.527679, 18.284214, 0.000000
1574070993.643980, -66.019592, 19.131561, 0.000000
1574070993.658192, -64.007782, 18.755651, 0.000000
1574070993.672308, -62.209293, 18.035442, 0.000000
1574070993.685327, -60.632328, 16.972980, 0.000000
1574070993.698176, -58.827717, 15.911194, 0.000000
1574070993.712270, -57.649933, 16.306841, 0.000000
1574070993.725261, -56.625637, 16.656012, 0.000000
1574070993.739516, -54.502563, 16.741413, 0.000000
1574070993.752363, -54.244057, 16.297060, 0.000000
1574070993.765523, -53.994476, 15.931866, 0.000000
1574070993.783225, -52.476013, 15.316016, 0.000000
1574070993.792726, -52.153919, 15.413939, 0.000000
1574070993.805780, -50.526546, 15.200079, 0.000000
1574070993.820026, -49.697151, 15.552665, 0.000000
1574070993.833310, -48.825859, 15.977030, 0.000000
1574070993.847370, -46.958488, 16.623718, 0.000000
1574070993.860613, -46.078136, 16.020058, 0.000000
1574070993.874535, -44.639404, 15.207402, 0.000000
1574070993.887467, -44.694378, 14.760176, 0.000000
1574070993.900572, -43.427998, 14.860304, 0.000000
1574070993.913540, -42.619808, 15.293262, 0.000000
1574070993.928753, -41.328442, 15.684783, 0.000000
1574070993.940492, -40.403381, 15.745363, 0.000000
1574070993.954571, -39.830311, 14.856488, 0.000000
1574070993.967535, -38.727226, 13.531637, 0.000000
1574070993.981458, -38.380993, 12.319712, 0.000000
1574070993.995727, -36.986721, 11.197577, 0.000000
1574070994.007581, -35.406063, 10.642795, 0.000000
1574070994.021590, -34.303364, 9.307077, 0.000000
1574070994.034434, -34.297676, 9.075120, 0.000000
1574070994.048592, -33.387691, 7.749522, 0.000000
1574070994.061876, -31.894556, 6.940850, 0.000000
1574070994.079461, -30.495237, 5.922080, 0.000000
1574070994.088865, -29.438511, 6.432267, 0.000000
1574070994.101785, -27.989517, 6.189503, 0.000000
1574070994.114765, -28.193117, 5.882743, 0.000000
1574070994.128857, -26.631161, 5.277120, 0.000000
1574070994.141857, -26.495691, 4.751726, 0.000000
1574070994.155685, -24.751783, 3.724684, 0.000000
1574070994.168566, -23.085882, 2.649870, 0.000000
1574070994.184004, -22.830803, 2.264031, 0.000000
1574070994.195955, -21.824936, 0.877509, 0.000000
1574070994.209823, -19.574297, 0.216439, 0.000000
1574070994.222934, -17.305973, -0.653402, 0.000000
1574070994.235811, -15.713776, -1.957316, 0.000000
1574070994.250070, -15.059310, -2.692752, 0.000000
1574070994.263108, -13.229499, -1.801009, 0.000000
1574070994.276199, -11.956117, -0.806728, 0.000000
1574070994.290228, -10.279224, -0.185236, 0.000000
1574070994.303449, -8.464602, -0.865321, 0.000000
1574070994.316487, -6.694592, -1.284423, 0.000000
1574070994.329521, -6.583514, -0.712928, 0.000000
1574070994.344989, -6.497693, 0.153409, 0.000000
1574070994.356774, -6.303467, 1.029447, 0.000000
1574070994.370793, -5.763375, 1.775873, 0.000000
1574070994.387510, -3.967305, 0.839082, 0.000000
1574070994.398161, -3.569931, 0.508226, 0.000000
1574070994.411062, -1.411115, -1.625953, 0.000000
1574070994.425257, 0.574581, -4.037535, 0.000000
1574070994.437328, 0.725336, -5.190469, 0.000000
1574070994.450415, 0.425504, -6.026207, 0.000000
1574070994.464571, 1.227894, -8.153093, 0.000000
1574070994.477383, 1.882359, -10.433290, 0.000000
1574070994.491529, 2.659861, -12.522353, 0.000000
1574070994.504328, 3.423551, -14.426842, 0.000000
1574070994.518614, 3.063373, -15.537915, 0.000000
1574070994.531585, 2.279595, -15.712198, 0.000000
1574070994.545762, 1.225620, -15.347281, 0.000000
1574070994.558770, 1.890683, -15.737736, 0.000000
1574070994.571601, 2.615366, -15.897573, 0.000000
1574070994.590392, 3.432465, -15.738066, 0.000000
1574070994.601454, 2.784455, -14.571990, 0.000000
1574070994.613351, 2.327010, -13.048887, 0.000000
1574070994.625603, 2.588759, -11.187954, 0.000000
1574070994.639516, 2.401204, -9.611147, 0.000000
1574070994.652264, 2.991576, -9.219951, 0.000000
1574070994.665219, 2.102307, -8.925265, 0.000000
1574070994.679482, 2.758593, -10.018049, 0.000000
1574070994.694626, 2.380705, -11.452816, 0.000000
1574070994.708601, 1.280465, -11.723989, 0.000000
1574070994.719288, 0.774556, -11.339938, 0.000000
1574070994.733541, 0.785762, -12.866546, 0.000000
1574070994.748951, 0.588840, -14.032937, 0.000000
1574070994.759632, 0.616881, -13.801645, 0.000000
1574070994.773798, -0.377918, -11.690185, 0.000000
1574070994.786822, -1.197876, -9.751832, 0.000000
1574070994.799775, -2.426947, -8.387478, 0.000000
1574070994.813939, -1.999694, -7.100683, 0.000000
1574070994.826999, -2.325108, -5.747320, 0.000000
1574070994.840942, -1.803699, -6.032769, 0.000000
1574070994.853775, -1.031515, -6.344216, 0.000000
1574070994.867987, -1.769014, -6.471203, 0.000000
1574070994.881056, -2.468363, -7.029588, 0.000000
1574070994.901132, -1.698240, -8.404370, 0.000000
1574070994.909628, -1.019623, -9.930190, 0.000000
1574070994.921260, -1.452438, -9.843227, 0.000000
1574070994.934205, -0.671982, -10.790567, 0.000000
1574070994.947205, -0.158312, -11.694206, 0.000000
1574070994.961452, -0.727901, -11.147712, 0.000000
1574070994.974568, -1.532355, -10.955172, 0.000000
1574070994.988730, -0.945095, -11.705087, 0.000000
1574070995.001731, -0.472372, -12.263116, 0.000000
1574070995.014695, -0.101438, -11.096742, 0.000000
1574070995.028961, -0.150868, -9.885653, 0.000000
1574070995.041902, 0.296483, -10.288858, 0.000000
1574070995.054993, 0.706553, -10.558938, 0.000000
1574070995.067947, 0.754088, -11.141397, 0.000000
1574070995.082353, -0.257437, -10.452011, 0.000000
1574070995.095192, -1.004293, -9.342182, 0.000000
1574070995.108313, -1.507643, -9.585903, 0.000000
1574070995.123652, -2.529422, -8.287843, 0.000000
1574070995.135629, -2.775882, -6.467265, 0.000000
1574070995.149801, -2.012012, -5.339297, 0.000000
1574070995.162760, -1.304795, -4.155188, 0.000000
1574070995.175708, -2.177219, -2.991741, 0.000000
1574070995.188874, -2.314279, -3.501286, 0.000000
1574070995.206828, -1.667452, -3.891414, 0.000000
1574070995.215146, -2.078788, -4.700268, 0.000000
1574070995.229218, -2.701007, -4.170449, 0.000000
1574070995.243257, -2.847309, -3.988050, 0.000000
1574070995.255164, -3.295323, -6.011133, 0.000000
1574070995.269428, -3.497526, -7.662163, 0.000000
1574070995.282503, -4.061173, -8.711161, 0.000000
1574070995.296877, -3.756006, -9.747164, 0.000000
1574070995.311120, -3.438280, -8.585649, 0.000000
1574070995.323447, -2.641902, -8.515375, 0.000000
1574070995.337379, -3.285224, -7.577488, 0.000000
1574070995.350401, -4.142598, -7.398676, 0.000000
1574070995.363459, -4.847156, -7.138922, 0.000000
1574070995.376403, -4.851527, -6.148701, 0.000000
1574070995.390355, -3.907873, -5.635430, 0.000000
1574070995.403254, -4.108689, -4.871768, 0.000000
1574070995.417444, -3.301504, -4.468665, 0.000000
1574070995.430758, -2.279383, -4.569462, 0.000000
1574070995.443975, -1.957185, -6.186759, 0.000000
1574070995.457034, -1.752318, -8.049815, 0.000000
1574070995.470114, -1.280779, -9.740186, 0.000000
1574070995.484332, -0.501513, -11.109340, 0.000000
1574070995.497471, 0.441761, -12.092656, 0.000000
1574070995.520697, 0.059302, -12.947264, 0.000000
1574070995.524570, -0.379838, -12.208416, 0.000000
1574070995.538791, -0.562262, -13.137735, 0.000000
1574070995.558619, -0.737137, -12.571746, 0.000000
1574070995.567394, 0.473962, -12.989416, 0.000000
1574070995.594180, 1.643182, -13.284863, 0.000000
1574070995.595914, 1.126564, -13.005887, 0.000000
1574070995.605763, 1.763049, -13.956053, 0.000000
1574070995.618807, 2.947297, -14.134526, 0.000000
1574070995.634340, 2.451655, -12.814004, 0.000000
1574070995.645067, 3.275682, -12.578243, 0.000000
1574070995.659121, 2.640515, -12.910787, 0.000000
1574070995.672219, 3.491335, -12.681708, 0.000000
1574070995.685264, 3.666983, -11.327265, 0.000000
1574070995.699474, 3.030563, -9.970457, 0.000000
1574070995.716962, 2.035334, -8.791268, 0.000000
1574070995.726725, 0.852709, -8.648565, 0.000000
1574070995.739790, 0.583417, -9.095587, 0.000000
1574070995.752846, -0.192836, -8.201941, 0.000000
1574070995.765754, 0.580074, -7.280027, 0.000000
1574070995.780163, 0.345889, -6.067290, 0.000000
1574070995.792426, 1.142212, -6.299895, 0.000000
1574070995.805644, 1.342718, -7.024614, 0.000000
1574070995.824656, 0.466221, -6.564523, 0.000000
1574070995.833281, -0.296434, -5.771587, 0.000000
1574070995.846414, 0.266978, -4.749903, 0.000000
1574070995.859527, -0.146290, -3.648750, 0.000000
1574070995.875203, -1.038640, -3.648611, 0.000000
1574070995.885968, -1.074400, -4.407115, 0.000000
1574070995.900234, -1.311518, -5.118709, 0.000000
1574070995.914529, -0.516147, -5.440378, 0.000000
1574070995.927378, -1.065431, -4.374348, 0.000000
1574070995.940489, -1.083985, -4.858062, 0.000000
1574070995.953442, -1.278166, -5.348965, 0.000000
1574070995.967632, -2.118085, -5.391065, 0.000000
1574070995.980636, -1.923861, -4.270821, 0.000000
1574070995.993961, -1.849160, -3.140397, 0.000000
1574070996.006982, -1.704629, -3.603213, 0.000000
1574070996.026111, -0.900264, -3.067725, 0.000000
1574070996.035840, -0.333473, -3.763108, 0.000000
1574070996.047714, -0.243001, -2.825674, 0.000000
1574070996.060827, 0.084746, -1.923177, 0.000000
1574070996.073864, 0.000808, -2.804178, 0.000000
1574070996.086936, -0.108052, -3.684291, 0.000000
1574070996.101174, -0.209246, -2.744196, 0.000000
1574070996.115439, 0.726806, -2.755131, 0.000000
1574070996.129642, -0.064560, -2.271590, 0.000000
1574070996.141470, -0.967826, -2.277359, 0.000000
1574070996.155706, -0.165213, -1.750099, 0.000000
1574070996.168539, -0.820898, -2.365202, 0.000000
1574070996.182685, 0.121101, -2.347821, 0.000000
1574070996.195552, -0.745065, -2.032296, 0.000000
1574070996.208463, 0.096920, -2.426391, 0.000000
1574070996.222496, 0.172718, -3.338296, 0.000000
1574070996.237812, -0.120277, -2.446262, 0.000000
1574070996.249318, -0.453486, -1.556645, 0.000000
1574070996.262439, -0.297188, -2.458504, 0.000000
1574070996.275595, 0.557597, -2.061208, 0.000000
1574070996.289751, -0.283678, -2.486211, 0.000000
1574070996.302701, -0.604838, -3.333502, 0.000000
1574070996.317137, -0.194024, -2.483242, 0.000000
1574070996.332606, -1.081780, -2.689074, 0.000000
1574070996.343111, -0.155719, -2.501793, 0.000000
1574070996.355936, 0.745705, -2.811602, 0.000000
1574070996.370102, -0.010196, -2.278860, 0.000000
1574070996.385536, 0.166094, -3.176908, 0.000000
1574070996.397306, -0.385206, -2.428173, 0.000000
1574070996.410121, 0.522250, -2.670243, 0.000000
1574070996.423166, -0.332316, -2.968959, 0.000000
1574070996.437382, 0.249677, -2.222150, 0.000000
1574070996.450576, -0.300559, -2.960573, 0.000000
1574070996.463687, -0.560589, -2.059800, 0.000000
1574070996.477782, -0.081022, -2.848159, 0.000000
1574070996.490761, -0.101348, -1.908396, 0.000000
1574070996.503966, -0.568679, -2.690643, 0.000000
1574070996.518353, 0.158142, -2.084281, 0.000000
1574070996.536200, -0.158460, -2.939739, 0.000000
1574070996.546924, 0.000195, -2.008475, 0.000000
1574070996.557661, 0.111165, -2.933328, 0.000000
1574070996.573059, -0.403729, -2.161644, 0.000000
1574070996.585065, 0.114382, -2.926246, 0.000000
1574070996.599353, -0.765367, -2.658989, 0.000000
1574070996.611143, 0.168136, -2.513223, 0.000000
1574070996.625124, -0.651818, -2.910828, 0.000000
1574070996.640683, 0.126062, -2.375468, 0.000000
1574070996.653813, -0.749861, -2.623770, 0.000000
1574070996.665436, 0.138404, -2.966398, 0.000000
1574070996.679548, -0.446766, -2.243932, 0.000000
1574070996.693844, -0.272027, -3.141641, 0.000000
1574070996.704511, -0.051771, -2.226820, 0.000000
1574070996.718706, -0.936910, -2.436806, 0.000000
1574070996.731710, -0.028102, -2.677588, 0.000000
1574070996.746050, 0.758078, -3.179263, 0.000000
1574070996.759237, -0.036255, -2.678568, 0.000000
1574070996.772544, -0.342846, -1.787412, 0.000000
1574070996.799547, -0.287106, -2.699528, 0.000000
1574070996.800988, 0.653838, -2.711814, 0.000000
1574070996.811966, -0.250440, -2.563103, 0.000000
1574070996.826001, -0.292558, -1.625342, 0.000000
1574070996.843847, -0.300823, -2.539459, 0.000000
1574070996.854722, 0.483387, -3.042586, 0.000000
1574070996.866632, 0.052866, -2.195354, 0.000000
1574070996.879539, -0.506404, -2.914040, 0.000000
1574070996.893770, 0.293997, -2.413419, 0.000000
1574070996.906872, -0.515599, -2.827245, 0.000000
1574070996.919868, 0.246779, -2.267470, 0.000000
1574070996.933802, -0.590176, -2.629755, 0.000000
1574070996.949907, -0.183230, -1.779313, 0.000000
1574070996.960897, -0.253084, -2.693587, 0.000000
1574070996.973929, -0.461642, -1.767446, 0.000000
1574070996.986831, -0.783711, -2.619015, 0.000000
1574070997.001143, 0.156729, -2.585899, 0.000000
1574070997.013093, -0.689005, -2.215010, 0.000000
1574070997.028402, -0.136086, -2.960149, 0.000000
1574070997.040349, -0.847177, -2.366098, 0.000000
1574070997.056868, 0.098678, -2.378139, 0.000000
1574070997.067616, -0.755761, -2.739684, 0.000000
1574070997.080632, 0.177166, -2.862760, 0.000000
1574070997.094525, -0.018256, -3.752551, 0.000000
1574070997.107464, 0.067780, -2.819029, 0.000000
1574070997.121677, -0.286526, -1.959487, 0.000000
1574070997.134603, -0.377659, -2.871407, 0.000000
1574070997.152151, -0.312077, -1.933365, 0.000000
1574070997.161680, -0.811815, -2.691762, 0.000000
1574070997.174616, 0.144894, -2.628451, 0.000000
1574070997.188876, -0.561749, -2.033189, 0.000000
1574070997.201984, -0.015879, -2.777082, 0.000000
1574070997.214854, 0.267261, -1.876730, 0.000000
1574070997.229082, -0.111005, -2.706353, 0.000000
1574070997.242096, -0.076527, -1.772263, 0.000000
1time, roll, pitch, heading 
