time, a_x, a_y, a_z, g_x, g_y, g_z, deltat 
1574070990.095456, 0.671875, 0.728027, -0.018066, 17.761230, -42.846680, 17.333984, 0.013439
1574070990.109576, 0.649414, 0.751465, -0.122559, 17.150879, -36.560059, 22.277832, 0.013686
1574070990.123931, 0.708008, 0.762695, -0.006836, 9.765625, -45.898438, 28.015137, 0.013413
1574070990.136952, 0.733398, 0.701660, -0.068848, 6.042480, -57.128906, 31.982422, 0.013427
1574070990.149744, 0.729980, 0.695312, -0.159668, 5.554199, -53.466797, 29.174805, 0.013408
1574070990.164075, 0.767578, 0.657227, -0.247070, 16.357422, -40.222168, 20.874023, 0.013418
1574070990.177046, 0.795898, 0.660645, -0.188965, 17.517090, -30.517578, 14.343262, 0.013440
1574070990.190083, 0.755371, 0.690918, -0.237305, 22.277832, -19.775391, 8.239746, 0.013438
1574070990.203546, 0.702148, 0.713867, -0.194336, 13.793945, -12.573242, 11.718750, 0.013728
1574070990.217798, 0.684570, 0.680176, -0.123535, 43.579102, -31.188965, 17.456055, 0.013451
1574070990.230709, 0.662109, 0.627930, -0.208008, 53.588867, -28.991699, 11.535645, 0.013428
1574070990.245010, 0.733887, 0.729492, -0.177734, 52.490234, -27.221680, 9.216309, 0.013414
1574070990.256687, 0.737793, 0.665527, -0.195312, 55.419922, -24.047852, 7.019043, 0.013421
1574070990.270644, 0.750488, 0.655273, -0.240723, 53.527832, -21.240234, 4.089355, 0.013418
1574070990.289752, 0.708008, 0.691895, -0.219238, 47.119141, -15.625000, 0.610352, 0.013443
1574070990.299341, 0.674316, 0.724121, -0.199707, 38.208008, -16.479492, 2.197266, 0.013453
1574070990.312028, 0.674316, 0.741699, -0.183594, 35.217285, -15.625000, 6.225586, 0.013692
1574070990.325174, 0.747559, 0.734863, -0.155273, 32.226562, -20.935059, 10.375977, 0.013418
1574070990.338614, 0.722168, 0.685059, -0.203125, 38.574219, -31.555176, 12.145996, 0.013427
1574070990.351500, 0.705566, 0.684082, -0.251953, 48.645020, -27.709961, 8.422852, 0.013421
1574070990.366059, 0.705566, 0.654297, -0.295410, 63.049316, -34.790039, 7.690430, 0.013411
1574070990.377929, 0.703125, 0.697266, -0.263184, 67.382812, -29.907227, 3.051758, 0.013453
1574070990.392959, 0.705566, 0.664551, -0.309082, 60.546875, -26.428223, 5.920410, 0.013428
1574070990.407269, 0.688965, 0.662598, -0.296875, 54.260254, -23.437500, 7.446289, 0.013455
1574070990.419304, 0.723633, 0.669434, -0.333984, 48.706055, -20.141602, 9.216309, 0.013663
1574070990.432336, 0.726562, 0.646973, -0.342773, 49.438477, -21.240234, 11.840820, 0.013431
1574070990.445250, 0.708984, 0.625488, -0.398438, 57.373047, -19.897461, 12.390137, 0.013408
1574070990.459279, 0.687988, 0.606445, -0.384766, 67.016602, -17.700195, 10.681152, 0.013424
1574070990.473232, 0.707031, 0.610840, -0.429688, 77.087402, -19.348145, 10.192871, 0.013422
1574070990.486560, 0.766602, 0.631348, -0.424316, 79.833984, -24.230957, 11.901855, 0.013446
1574070990.500564, 0.782227, 0.627441, -0.355469, 72.326660, -38.208008, 17.883301, 0.013441
1574070990.513484, 0.741211, 0.594238, -0.400391, 68.359375, -43.945312, 20.141602, 0.013692
1574070990.526408, 0.783203, 0.608398, -0.458008, 71.166992, -44.433594, 22.521973, 0.013439
1574070990.539458, 0.737793, 0.567871, -0.448730, 76.110840, -49.133301, 21.423340, 0.013412
1574070990.553611, 0.777832, 0.588867, -0.481445, 79.101562, -50.109863, 19.775391, 0.013427
1574070990.567057, 0.727051, 0.582031, -0.571289, 84.960938, -32.104492, 17.822266, 0.013431
1574070990.579931, 0.723145, 0.576172, -0.497559, 85.571289, -26.000977, 16.723633, 0.013449
1574070990.599842, 0.703613, 0.584961, -0.470703, 75.500488, -25.207520, 18.676758, 0.013421
1574070990.607011, 0.706543, 0.549316, -0.481934, 62.194824, -28.869629, 15.625000, 0.013454
1574070990.621396, 0.742676, 0.540527, -0.405762, 50.537109, -42.785645, 18.249512, 0.013674
1574070990.634531, 0.791016, 0.528809, -0.476074, 30.334473, -68.420410, 28.381348, 0.013419
1574070990.651052, 0.770508, 0.486816, -0.808594, 39.306641, -53.955078, 29.968262, 0.013408
1574070990.660752, 0.774414, 0.510254, -0.625488, 59.631348, -37.658691, 24.597168, 0.013427
1574070990.674911, 0.735352, 0.533691, -0.567871, 55.419922, -30.029297, 22.888184, 0.013408
1574070990.687773, 0.718750, 0.526367, -0.608887, 33.935547, -31.066895, 31.677246, 0.013443
1574070990.702017, 0.664551, 0.508301, -0.671387, 24.047852, -36.926270, 38.757324, 0.013452
1574070990.714929, 0.648926, 0.431152, -0.718262, 32.348633, -41.198730, 44.189453, 0.013678
1574070990.729097, 0.679688, 0.422363, -0.718750, 50.231934, -39.123535, 37.475586, 0.013440
1574070990.743370, 0.747070, 0.419922, -0.726074, 61.584473, -30.883789, 37.414551, 0.013411
1574070990.756198, 0.716797, 0.422852, -0.697266, 70.556641, -37.719727, 40.588379, 0.013421
1574070990.768426, 0.653809, 0.396484, -0.736328, 78.918457, -44.067383, 43.090820, 0.013415
1574070990.782729, 0.636230, 0.444824, -0.860352, 92.407227, -42.297363, 32.897949, 0.013449
1574070990.795480, 0.416016, 0.435547, -0.500488, 76.171875, -76.782227, 16.784668, 0.013424
1574070990.812044, 0.604004, 0.411133, -0.858398, 61.096191, -74.707031, -4.882812, 0.013449
1574070990.823891, 0.649902, 0.360840, -0.978516, 70.068359, -45.288086, -5.493164, 0.013684
1574070990.836854, 0.670898, 0.338379, -0.876953, 89.721680, -60.058594, -2.929688, 0.013420
1574070990.849867, 0.793457, 0.285645, -0.853516, 95.397949, -50.537109, 5.432129, 0.013392
1574070990.863869, 0.801270, 0.284180, -0.654785, 73.486328, -47.912598, 19.714355, 0.013402
1574070990.877825, 0.789551, 0.295898, -0.684570, 51.574707, -32.287598, 37.475586, 0.013412
1574070990.889738, 0.659668, 0.260742, -0.897461, 44.067383, -31.494141, 45.471191, 0.013426
1574070990.904079, 0.528809, 0.271973, -0.914551, 59.082031, -35.278320, 43.029785, 0.013408
1574070990.918057, 0.493164, 0.274902, -0.956543, 67.382812, -36.804199, 27.893066, 0.013439
1574070990.931082, 0.546387, 0.253906, -0.886719, 73.913574, -36.010742, 15.625000, 0.013654
1574070990.944316, 0.623047, 0.232910, -0.872070, 75.195312, -38.635254, 12.023926, 0.013436
1574070990.958211, 0.708008, 0.203613, -0.808105, 73.974609, -38.574219, 13.427734, 0.013435
1574070990.971407, 0.755371, 0.160645, -0.808594, 69.763184, -34.729004, 18.859863, 0.013400
1574070990.984340, 0.781738, 0.165039, -0.732910, 54.809570, -31.616211, 28.076172, 0.013452
1574070990.998278, 0.732422, 0.199219, -0.747070, 38.696289, -33.325195, 41.381836, 0.013424
1574070991.011398, 0.582031, 0.142090, -0.818848, 29.052734, -31.433105, 41.137695, 0.013439
1574070991.024399, 0.574707, 0.104004, -0.931641, 33.874512, -25.695801, 29.846191, 0.013653
1574070991.038512, 0.628418, 0.087402, -0.953125, 39.855957, -18.920898, 20.263672, 0.013430
1574070991.051741, 0.688965, 0.077637, -0.933594, 43.457031, -22.644043, 22.338867, 0.013402
1574070991.065801, 0.648926, 0.067383, -0.935547, 45.715332, -32.592773, 28.198242, 0.013395
1574070991.078711, 0.635254, 0.036133, -0.953125, 46.813965, -39.916992, 26.977539, 0.013418
1574070991.091832, 0.635254, 0.044434, -0.971680, 49.865723, -35.949707, 30.517578, 0.013423
1574070991.109876, 0.585938, 0.049316, -0.932617, 49.682617, -26.611328, 31.433105, 0.013408
1574070991.119232, 0.540039, 0.009277, -0.879395, 43.762207, -20.874023, 27.160645, 0.013423
1574070991.132306, 0.554199, 0.009766, -0.876953, 38.208008, -27.160645, 25.878906, 0.013648
1574070991.146466, 0.534668, -0.007324, -0.867188, 31.005859, -33.386230, 25.634766, 0.013400
1574070991.159341, 0.528809, -0.012695, -0.939453, 27.282715, -34.973145, 24.780273, 0.013405
1574070991.173601, 0.498047, -0.028320, -0.922363, 31.311035, -31.982422, 19.226074, 0.013437
1574070991.186654, 0.534180, -0.052734, -0.939453, 33.752441, -32.226562, 14.831543, 0.013441
1574070991.199409, 0.562500, -0.018555, -0.890625, 24.780273, -24.963379, 16.540527, 0.013368
1574070991.213341, 0.500977, -0.039062, -0.879883, 13.122559, -36.743164, 20.446777, 0.013386
1574070991.226253, 0.516113, -0.070312, -0.937012, 8.300781, -54.077148, 17.883301, 0.013440
1574070991.240336, 0.548828, -0.047852, -0.970703, 11.413574, -62.683105, 18.432617, 0.013608
1574070991.253693, 0.486816, -0.058594, -0.969727, 19.409180, -62.072754, 19.958496, 0.013386
1574070991.266859, 0.487793, -0.044922, -0.961914, 21.240234, -49.133301, 12.145996, 0.013367
1574070991.280465, 0.479980, -0.058594, -0.912598, 13.732910, -51.086426, 7.446289, 0.013389
1574070991.293630, 0.511719, -0.073242, -1.021973, 9.460449, -62.072754, 7.507324, 0.013398
1574070991.307061, 0.534668, -0.098633, -1.105957, 14.404297, -68.725586, 7.324219, 0.013385
1574070991.320058, 0.505371, -0.080078, -1.127441, 19.897461, -64.941406, 10.986328, 0.013384
1574070991.333569, 0.452637, -0.075195, -1.123535, 28.320312, -72.509766, 12.268066, 0.013621
1574070991.346741, 0.370117, -0.075684, -1.076172, 32.653809, -72.998047, 13.610840, 0.013380
1574070991.360891, 0.282715, -0.070801, -1.057617, 34.790039, -65.490723, 7.690430, 0.013382
1574070991.373357, 0.183105, -0.105469, -1.000488, 28.259277, -54.870605, -4.943848, 0.013374
1574070991.387473, 0.211426, -0.105957, -0.922363, 12.878418, -71.655273, -18.371582, 0.013413
1574070991.400464, 0.364258, -0.133789, -1.055176, 6.835938, -80.017090, -24.047852, 0.013367
1574070991.415939, 0.530273, -0.194824, -1.105957, 13.916016, -65.917969, -27.587891, 0.013373
1574070991.428056, 0.640137, -0.155273, -1.136719, 16.601562, -43.273926, -11.779785, 0.013425
1574070991.442067, 0.435547, -0.150391, -1.106934, 16.052246, -35.705566, 12.695312, 0.013579
1574070991.455463, 0.256836, -0.118164, -1.110352, 13.061523, -48.828125, 17.761230, 0.013392
1574070991.469553, 0.140137, -0.109863, -1.153809, 20.263672, -54.382324, 6.286621, 0.013361
1574070991.482270, 0.166016, -0.169434, -1.143555, 30.578613, -52.246094, -15.319824, 0.013405
1574070991.494032, 0.346680, -0.159180, -1.062012, 36.499023, -41.870117, -22.766113, 0.013430
1574070991.508205, 0.431152, -0.178223, -0.984375, 31.494141, -32.287598, -13.183594, 0.013419
1574070991.521246, 0.349121, -0.143066, -1.035156, 22.216797, -31.555176, 9.155273, 0.013404
1574070991.534450, 0.182617, -0.134766, -1.076172, 21.118164, -26.855469, 10.131836, 0.013624
1574070991.548609, 0.129395, -0.157715, -1.109375, 19.287109, -18.554688, -0.244141, 0.013377
1574070991.562985, 0.196289, -0.184082, -1.106445, 20.507812, -18.127441, -8.789062, 0.013398
1574070991.575054, 0.262695, -0.167969, -1.043945, 14.770508, -17.333984, -7.202148, 0.013370
1574070991.589388, 0.270996, -0.158203, -1.059570, 11.230469, -16.052246, -0.854492, 0.013392
1574070991.606022, 0.241699, -0.177734, -1.122070, 13.061523, -11.352539, 0.122070, 0.013391
1574070991.628551, 0.284668, -0.173340, -1.166504, 22.705078, -10.864258, -2.746582, 0.013374
1574070991.632386, 0.275391, -0.176270, -1.146484, 32.226562, -2.990723, -1.586914, 0.013405
1574070991.644244, 0.250977, -0.198730, -1.105469, 35.705566, 0.366211, 4.150391, 0.013590
1574070991.655175, 0.265137, -0.187988, -1.049805, 31.005859, 5.126953, 2.014160, 0.013398
1574070991.683386, 0.248535, -0.173340, -1.064453, 21.423340, 1.831055, 5.798340, 0.013367
1574070991.684860, 0.209473, -0.257324, -1.159668, 20.202637, -11.657715, 6.042480, 0.013425
1574070991.695480, 0.298340, -0.274902, -1.081055, 16.540527, -15.869141, -1.770020, 0.013419
1574070991.709733, 0.360840, -0.214355, -1.104492, 15.197754, -15.869141, 10.864258, 0.013395
1574070991.722694, 0.244141, -0.216797, -0.979004, 4.394531, -13.732910, 19.470215, 0.013380
1574070991.735852, 0.219727, -0.208984, -1.099609, -5.981445, -24.902344, 21.484375, 0.013437
1574070991.750090, 0.186523, -0.241211, -1.144043, 0.915527, -20.446777, 14.282227, 0.013589
1574070991.763070, 0.242676, -0.217285, -1.065918, 2.624512, -13.916016, 11.291504, 0.013371
1574070991.777366, 0.218750, -0.209961, -1.040039, -6.225586, -14.648438, 15.136719, 0.013382
1574070991.790646, 0.195312, -0.226074, -1.196777, -3.356934, -13.488770, 17.456055, 0.013382
1574070991.803417, -0.027344, -0.206543, -1.382812, 53.955078, 4.211426, -3.906250, 0.013385
1574070991.816748, 0.139160, -0.232910, -0.968262, 45.227051, -2.136230, -15.686035, 0.013367
1574070991.830823, 0.129395, -0.237793, -1.050293, 29.418945, -2.929688, -15.380859, 0.013402
1574070991.843524, 0.123535, -0.247559, -1.106934, 24.780273, -0.122070, -17.272949, 0.013594
1574070991.858156, 0.196777, -0.253906, -1.185547, 32.043457, 1.037598, -12.023926, 0.013401
1574070991.869775, 0.135254, -0.244141, -1.029297, 33.752441, -3.234863, -5.676270, 0.013363
1574070991.883837, 0.238770, -0.197754, -0.960938, 21.301270, -0.732422, 1.831055, 0.013390
1574070991.898143, 0.108398, -0.232910, -0.978027, 8.056641, -2.075195, 8.178711, 0.013385
1574070991.909928, 0.074219, -0.230469, -1.062988, 1.464844, -11.108398, 9.155273, 0.013394
1574070991.927381, 0.103027, -0.290039, -1.231934, 3.601074, -21.179199, 4.760742, 0.013367
1574070991.937292, 0.128906, -0.304688, -1.165527, 26.062012, -2.380371, -5.065918, 0.013409
1574070991.951570, 0.172363, -0.369629, -1.021484, 20.751953, 2.502441, -22.155762, 0.013576
1574070991.964447, 0.299316, -0.308594, -1.085938, 14.526367, -18.249512, -23.437500, 0.013374
1574070991.978631, 0.238770, -0.383301, -0.889160, 8.056641, -34.851074, -13.427734, 0.013415
1574070991.990745, 0.241211, -0.273438, -1.073242, -2.380371, -30.456543, -15.563965, 0.013413
1574070992.004794, 0.170898, -0.295410, -1.079590, -0.549316, -18.615723, -17.211914, 0.013389
1574070992.017806, 0.065430, -0.215332, -1.115723, 5.310059, -30.212402, -10.192871, 0.013370
1574070992.031978, 0.114258, -0.290527, -1.046875, 11.779785, -60.607910, -7.080078, 0.013395
1574070992.044863, 0.095215, -0.296387, -1.146484, 25.939941, -74.890137, -7.324219, 0.013399
1574070992.058168, 0.196289, -0.328125, -1.114746, 49.560547, -45.959473, -7.019043, 0.013613
1574070992.071337, 0.136719, -0.323242, -1.052734, 47.546387, -32.348633, -3.723145, 0.013369
1574070992.085463, 0.104004, -0.276367, -1.182129, 36.621094, -40.893555, -10.375977, 0.013392
1574070992.098467, 0.150879, -0.318359, -1.148926, 47.302246, -33.813477, -4.394531, 0.013386
1574070992.111450, 0.098633, -0.399902, -1.099609, 54.077148, -33.325195, -9.338379, 0.013397
1574070992.125321, 0.107422, -0.365723, -1.084473, 57.861328, -30.761719, -13.061523, 0.013364
1574070992.138318, 0.097168, -0.388672, -1.029297, 52.246094, -30.212402, -13.732910, 0.013400
1574070992.151627, 0.064941, -0.404785, -1.096680, 55.358887, -36.621094, -18.005371, 0.013627
1574070992.165603, 0.025391, -0.405762, -1.126953, 72.387695, -37.048340, -22.583008, 0.013360
1574070992.178615, 0.082031, -0.330078, -1.125488, 88.439941, -33.630371, -20.080566, 0.013380
1574070992.192824, 0.050293, -0.460938, -1.020996, 91.491699, -27.526855, -18.554688, 0.013382
1574070992.205730, 0.087891, -0.444824, -1.004395, 87.463379, -23.559570, -18.859863, 0.013420
1574070992.220126, 0.088867, -0.355957, -1.018555, 80.139160, -17.578125, -17.456055, 0.013377
1574070992.235440, 0.104980, -0.371582, -1.016602, 76.538086, -14.465332, -6.713867, 0.013401
1574070992.245885, 0.043945, -0.490723, -0.973145, 76.171875, -12.512207, -11.901855, 0.013413
1574070992.259131, 0.024902, -0.510254, -0.981445, 72.692871, -14.465332, -21.789551, 0.013638
1574070992.273556, 0.003418, -0.529785, -0.979004, 64.025879, -17.700195, -27.404785, 0.013385
1574070992.290071, 0.009277, -0.508301, -0.928711, 54.016113, -19.775391, -22.766113, 0.013398
1574070992.299519, 0.041016, -0.541504, -0.995605, 48.034668, -18.371582, -17.944336, 0.013398
1574070992.313784, 0.034180, -0.548828, -1.001465, 46.752930, -12.634277, -19.897461, 0.013392
1574070992.326752, 0.022461, -0.530273, -0.992188, 50.537109, -10.131836, -14.648438, 0.013401
1574070992.340226, -0.021973, -0.579102, -0.987305, 56.091309, -13.122559, -12.329102, 0.013412
1574070992.354558, -0.001465, -0.589355, -1.001465, 62.133789, -19.653320, -10.986328, 0.013644
1574070992.367533, 0.014648, -0.591309, -0.995605, 67.565918, -23.132324, -7.080078, 0.013426
1574070992.380677, 0.038574, -0.619141, -1.074219, 83.251953, -20.935059, -11.779785, 0.013429
1574070992.393951, 0.029785, -0.655273, -0.999023, 93.322754, -21.118164, -20.019531, 0.013405
1574070992.409282, 0.038574, -0.681152, -0.953613, 95.581055, -26.611328, -28.808594, 0.013408
1574070992.420384, 0.035645, -0.653809, -0.886719, 97.534180, -36.376953, -29.785156, 0.013389
1574070992.433423, 0.006836, -0.641602, -0.874023, 98.815918, -49.499512, -20.324707, 0.013404
1574070992.449656, 0.025391, -0.679688, -0.870605, 93.017578, -33.935547, -4.882812, 0.013428
1574070992.461394, 0.019043, -0.714355, -0.804688, 81.420898, -23.376465, -1.831055, 0.013644
1574070992.474783, 0.014648, -0.704590, -0.713867, 64.270020, -1.708984, -4.882812, 0.013386
1574070992.488616, 0.007324, -0.721680, -0.734863, 44.860840, 4.455566, -8.483887, 0.013399
1574070992.501765, -0.021484, -0.716309, -0.791016, 28.686523, 19.592285, -8.483887, 0.013423
1574070992.514872, -0.047363, -0.685547, -0.751465, 23.315430, 15.380859, -5.798340, 0.013390
1574070992.528690, -0.019043, -0.740234, -0.772949, 26.916504, -10.314941, -1.098633, 0.013406
1574070992.542902, -0.064453, -0.775391, -0.754395, 26.062012, -15.930176, 3.723145, 0.013447
1574070992.555789, -0.073730, -0.785645, -0.783691, 20.507812, -24.169922, 11.352539, 0.013442
1574070992.568664, -0.022461, -0.782715, -0.796387, 16.235352, -28.991699, 16.174316, 0.013608
1574070992.581838, 0.001953, -0.743652, -0.840332, 24.841309, -32.348633, 17.639160, 0.013399
1574070992.597242, -0.036133, -0.736328, -0.872559, 36.987305, -35.217285, 21.789551, 0.013405
1574070992.608856, -0.081543, -0.765137, -0.859863, 47.424316, -43.945312, 24.108887, 0.013407
1574070992.622371, -0.059082, -0.791016, -0.823242, 57.067871, -46.020508, 21.606445, 0.013386
1574070992.635571, -0.031250, -0.789551, -0.761719, 57.739258, -42.297363, 14.709473, 0.013411
1574070992.649625, -0.039551, -0.753418, -0.729492, 55.725098, -28.137207, 16.845703, 0.013396
1574070992.663776, -0.090820, -0.773438, -0.753906, 59.448242, -35.522461, 17.028809, 0.013623
1574070992.676664, -0.105957, -0.770996, -0.751465, 63.415527, -32.897949, 17.456055, 0.013410
1574070992.689688, -0.125488, -0.792480, -0.757324, 67.626953, -38.330078, 15.808105, 0.013390
1574070992.703064, -0.136230, -0.823730, -0.694336, 73.242188, -40.527344, 15.258789, 0.013429
1574070992.715596, -0.149414, -0.820801, -0.637207, 71.777344, -50.476074, 18.737793, 0.013399
1574070992.729552, -0.103516, -0.812988, -0.597656, 61.950684, -38.452148, 25.085449, 0.013414
1574070992.750713, -0.145020, -0.851562, -0.521973, 44.982910, -33.447266, 22.827148, 0.013392
1574070992.757892, -0.176758, -0.891602, -0.674805, 39.978027, -32.043457, 15.563965, 0.013437
1574070992.770494, -0.168457, -0.864746, -0.799316, 42.541504, -27.832031, 8.422852, 0.013622
1574070992.783282, -0.171875, -0.858887, -0.754883, 53.039551, -27.099609, 7.934570, 0.013403
1574070992.796602, -0.174805, -0.862793, -0.618652, 58.471680, -32.958984, 6.225586, 0.013410
1574070992.810635, -0.168457, -0.875977, -0.501953, 51.940918, -36.071777, 1.281738, 0.013408
1574070992.825295, -0.151855, -0.878906, -0.466309, 39.733887, -34.667969, -8.972168, 0.013380
1574070992.838132, -0.170410, -0.846191, -0.485352, 18.493652, -31.433105, -14.160156, 0.013449
1574070992.852121, -0.199707, -0.884766, -0.607910, 4.943848, -26.123047, -13.488770, 0.013421
1574070992.865161, -0.142578, -0.869629, -0.664551, 17.211914, -30.883789, -20.812988, 0.013428
1574070992.878387, -0.149902, -0.862793, -0.707520, 31.127930, -27.404785, -28.198242, 0.013645
1574070992.891171, -0.173828, -0.898438, -0.658691, 45.288086, -30.029297, -24.414062, 0.013398
1574070992.905589, -0.151855, -0.948242, -0.525391, 56.335449, -28.991699, -27.160645, 0.013426
1574070992.918511, -0.205566, -0.891602, -0.433105, 56.213379, -24.780273, -28.198242, 0.013389
1574070992.931289, -0.209473, -0.843262, -0.437500, 31.250000, -27.648926, -2.563477, 0.013405
1574070992.944669, -0.215820, -0.972168, -0.425781, 15.380859, -25.512695, 9.582520, 0.013379
1574070992.957649, -0.214355, -0.974609, -0.586426, 13.122559, -31.250000, 10.314941, 0.013428
1574070992.971770, -0.167480, -0.960449, -0.729492, 33.020020, -19.714355, 8.544922, 0.013629
1574070992.986152, -0.144043, -0.876953, -0.658691, 57.922363, -16.235352, 12.390137, 0.013411
1574070992.999180, -0.164551, -0.882812, -0.578125, 67.260742, -23.864746, 9.155273, 0.013408
1574070993.012167, -0.358398, -0.924316, -0.466309, 50.354004, -5.371094, 3.601074, 0.013413
1574070993.026501, -0.244141, -0.902344, -0.416016, 34.545898, -36.010742, -1.342773, 0.013383
1574070993.038173, 0.187500, -0.662109, 0.470215, -7.812500, 47.241211, 35.705566, 0.013392
1574070993.056652, -0.055176, -0.922363, -0.423828, 26.062012, -36.682129, 0.122070, 0.013408
1574070993.066241, -0.240234, -0.923828, -0.360352, 36.254883, -25.939941, -2.075195, 0.013425
1574070993.080503, -0.181152, -0.896484, -0.517578, 57.373047, -26.916504, -6.347656, 0.013654
1574070993.093466, -0.277344, -0.932617, -0.472656, 71.105957, -36.193848, -10.192871, 0.013392
1574070993.107778, -0.297852, -0.918945, -0.445312, 69.335938, -43.395996, -9.033203, 0.013426
1574070993.119717, -0.347168, -0.932129, -0.357422, 53.222656, -52.001953, -3.051758, 0.013390
1574070993.133807, -0.248047, -0.937012, -0.323242, 39.611816, -53.649902, -0.488281, 0.013398
1574070993.145840, -0.206055, -0.928711, -0.310547, 35.705566, -63.110352, 4.943848, 0.013386
1574070993.159451, -0.189941, -0.953125, -0.362305, 44.982910, -58.715820, 1.281738, 0.013423
1574070993.173436, -0.271484, -0.968750, -0.298828, 57.678223, -52.795410, -7.934570, 0.013624
1574070993.186720, -0.325684, -0.966797, -0.265625, 65.979004, -64.575195, -15.625000, 0.013404
1574070993.200968, -0.308594, -0.940430, -0.310059, 72.937012, -68.908691, -12.329102, 0.013402
1574070993.213674, -0.320801, -0.919922, -0.237793, 71.960449, -71.044922, -5.126953, 0.013392
1574070993.228115, -0.293945, -0.947266, -0.215332, 69.580078, -66.589355, -0.488281, 0.013401
1574070993.241151, -0.224609, -0.953125, -0.223145, 74.340820, -68.664551, 2.380371, 0.013376
1574070993.258898, -0.208496, -0.969238, -0.207520, 82.214355, -56.274414, 3.112793, 0.013401
1574070993.268792, -0.240234, -0.949219, -0.208984, 95.458984, -57.434082, 4.638672, 0.013412
1574070993.281896, -0.309570, -0.999023, -0.243164, 102.233887, -52.856445, 1.159668, 0.013644
1574070993.294819, -0.357910, -0.953125, -0.190430, 101.074219, -58.715820, -0.427246, 0.013396
1574070993.307988, -0.348633, -0.926758, -0.113281, 85.388184, -70.312500, 6.530762, 0.013420
1574070993.321136, -0.288086, -0.946289, -0.054199, 58.044434, -65.429688, 16.113281, 0.013395
1574070993.335348, -0.282715, -0.977051, -0.007812, 38.635254, -66.772461, 15.747070, 0.013399
1574070993.347170, -0.283203, -0.992676, -0.081543, 44.006348, -62.194824, 10.803223, 0.013383
1574070993.367203, -0.282227, -0.980957, -0.097656, 59.326172, -58.166504, 7.202148, 0.013410
1574070993.375257, -0.323730, -0.965332, -0.040527, 68.847656, -48.156738, 5.249023, 0.013422
1574070993.388360, -0.390137, -0.981445, 0.000488, 69.458008, -52.795410, 3.112793, 0.013638
1574070993.401574, -0.400391, -0.936523, 0.056152, 57.373047, -49.926758, 11.352539, 0.013417
1574070993.415691, -0.333008, -0.903809, 0.119629, 45.654297, -51.330566, 24.780273, 0.013380
1574070993.428822, -0.277344, -0.908691, 0.132812, 45.898438, -60.791016, 32.104492, 0.013395
1574070993.443042, -0.202148, -0.958984, 0.025391, 66.528320, -57.617188, 23.437500, 0.013373
1574070993.455574, -0.244629, -0.971680, 0.060059, 89.294434, -54.748535, 3.173828, 0.013430
1574070993.469902, -0.307617, -0.950195, 0.124512, 95.214844, -44.067383, -4.638672, 0.013439
1574070993.482819, -0.422852, -0.937012, 0.223145, 87.829590, -50.354004, 0.000000, 0.013647
1574070993.495813, -0.397949, -0.950684, 0.164551, 83.801270, -54.870605, 10.498047, 0.013388
1574070993.510159, -0.344727, -0.912598, 0.121094, 83.740234, -47.302246, 22.094727, 0.013423
1574070993.523360, -0.286621, -0.905762, 0.131836, 90.942383, -46.386719, 31.250000, 0.013387
1574070993.536053, -0.282227, -0.922852, 0.199707, 93.200684, -55.297852, 26.245117, 0.013394
1574070993.549305, -0.260254, -0.875488, 0.203125, 88.317871, -57.739258, 16.662598, 0.013374
1574070993.566098, -0.268066, -0.898438, 0.208984, 81.115723, -52.124023, 6.652832, 0.013395
1574070993.576456, -0.310059, -0.839844, 0.307129, 70.678711, -52.551270, 3.112793, 0.013425
1574070993.589606, -0.333008, -0.862793, 0.288086, 69.763184, -70.434570, 5.493164, 0.013611
1574070993.602798, -0.290039, -0.826660, 0.264160, 72.998047, -69.335938, 8.728027, 0.013427
1574070993.616741, -0.333984, -0.885254, 0.310059, 65.185547, -46.875000, 10.498047, 0.013380
1574070993.630113, -0.262207, -0.803711, 0.350098, 67.687988, -48.278809, 10.681152, 0.013395
1574070993.643212, -0.304688, -0.780273, 0.331543, 71.838379, -45.776367, 18.615723, 0.013392
1574070993.657373, -0.276367, -0.768555, 0.386719, 79.223633, -58.349609, 22.277832, 0.013398
1574070993.671611, -0.228027, -0.771973, 0.434570, 75.134277, -63.171387, 23.132324, 0.013390
1574070993.683466, -0.235840, -0.779297, 0.430664, 77.026367, -60.607910, 11.718750, 0.013442
1574070993.697283, -0.239258, -0.755859, 0.445801, 80.749512, -65.002441, 5.798340, 0.013638
1574070993.710367, -0.281738, -0.757324, 0.447754, 88.928223, -70.800781, 5.310059, 0.013431
1574070993.724596, -0.293945, -0.712891, 0.416504, 90.576172, -66.284180, 11.291504, 0.013386
1574070993.737497, -0.278809, -0.702637, 0.513672, 79.833984, -58.227539, 21.118164, 0.013895
1574070993.751537, -0.198730, -0.727051, 0.414062, 57.739258, -44.006348, 27.465820, 0.013428
1574070993.764816, -0.166016, -0.698242, 0.403809, 60.791016, -15.258789, 25.817871, 0.013381
1574070993.780066, -0.177246, -0.665527, 0.550781, 67.199707, -21.606445, 15.197754, 0.013433
1574070993.792056, -0.266113, -0.755859, 0.565918, 64.941406, -34.790039, -1.281738, 0.013649
1574070993.804988, -0.297852, -0.747559, 0.649902, 58.288574, -45.837402, -13.366699, 0.013442
1574070993.817969, -0.378418, -0.729004, 0.585449, 58.654785, -54.138184, -8.300781, 0.013393
1574070993.831371, -0.354492, -0.684570, 0.536133, 71.289062, -57.189941, 9.216309, 0.013401
