time,phase_from_reg,phase_for_plbck,plbck_pos
1552229986.901035, 0.124364, 0.000000, 0.000000
1552229986.967831, 0.612674, 0.000000, 0.000000
1552229987.023600, 0.000000, 0.000000, 0.000000
1552229987.118008, 2.360894, 0.000000, 0.000000
1552229987.342507, 3.106529, 0.000000, 0.000000
1552229987.368544, 5.319038, 2.212510, 2.212510
1552229987.396118, 5.814058, 2.707529, 2.707529
1552229987.457609, 6.810231, 3.703702, 3.703702
1552229987.545193, 8.100937, 4.994408, 4.994408
1552229987.627439, 9.086440, 5.979911, 5.979911
1552229987.715808, 10.357167, 7.250639, 7.250639
1552229987.823639, 11.245801, 8.139272, 8.139272
1552229987.923783, 12.107711, 9.001182, 9.001182
1552229988.016611, 13.207528, 10.100999, 10.100999
1552229988.086803, 13.958867, 10.852339, 10.852339
1552229988.161574, 14.421750, 11.315221, 11.315221
1552229988.245238, 15.040357, 11.933828, 11.933828
1552229988.327278, 15.579441, 12.472912, 12.472912
1552229988.434234, 16.266770, 13.160242, 13.160242
1552229988.583453, 17.769199, 14.662670, 14.662670
1552229988.609003, 18.311224, 15.204695, 15.204695
1552229988.690219, 18.311224, 15.204695, 15.204695
1552229988.784364, 18.311224, 15.204695, 15.204695
1552229988.903211, 18.311224, 15.204695, 15.204695
1552229988.972763, 18.311224, 15.204695, 15.204695
1552229989.056269, 18.686778, 15.580249, 15.580249
1552229989.142645, 19.584720, 16.478192, 16.478192
1552229989.235389, 20.490890, 17.384361, 17.384361
1552229989.338538, 21.528769, 18.422240, 18.422240
1552229989.436228, 22.662695, 19.556166, 19.556166
1552229989.523226, 23.681015, 20.574486, 20.574486
1552229989.607313, 24.573101, 21.466572, 21.466572
1552229989.691362, 25.740312, 22.633784, 22.633784
1552229989.786547, 26.451468, 23.344939, 23.344939
1552229989.878919, 27.098939, 23.992410, 23.992410
1552229989.963285, 27.731624, 24.625095, 24.625095
1552229990.053721, 28.377749, 25.271221, 25.271221
1552229990.130739, 29.104634, 25.998106, 25.998106
1552229990.220115, 29.338893, 26.232364, 26.232364
1552229990.302925, 29.589241, 26.482713, 26.482713
1552229990.439779, 30.192382, 27.085853, 27.085853
1552229990.519221, 30.534326, 27.427797, 27.427797
1552229990.603837, 30.778042, 27.671514, 27.671514
1552229990.712901, 31.307579, 28.201051, 28.201051
1552229990.832663, 32.143275, 29.036747, 29.036747
1552229990.919728, 33.275713, 30.169184, 30.169184
1552229990.982857, 34.373782, 31.267254, 31.267254
