time, phase
1551390598.089696, 0
1551390598.172008, 1
1551390598.280899, 2
1551390598.364345, 3
1551390598.436367, 0
1551390598.505852, 1
1551390598.611852, 2
1551390598.750246, 3
1551390598.879629, 0
1551390598.990321, 1
1551390599.069886, 2
1551390599.149862, 3
1551390599.252659, 0
1551390599.355825, 1
1551390599.510595, 2
1551390599.612223, 3
1551390599.738000, 0
1551390599.838169, 1
1551390600.175818, 2
1551390600.286112, 3
1551390600.519257, 0
1551390600.653932, 1
1551390600.772809, 2
1551390600.919451, 3
1551390601.083511, 0
1551390601.243614, 1
1551390601.533274, 2
1551390601.645549, 3
1551390601.839488, 0
1551390601.972086, 1
1551390602.105228, 2
1551390602.219330, 3
1551390602.294914, 0
1551390602.413566, 1
1551390602.509817, 2
1551390602.627180, 3
1551390602.719247, 0
1551390602.819168, 1
1551390602.984432, 2
1551390603.145924, 3
1551390603.247067, 0
1551390603.360460, 1
1551390603.501214, 2
1551390603.636913, 3
1551390603.743650, 0
1551390603.867970, 1
1551390604.018788, 2
1551390604.173992, 3
1551390604.316649, 0
1551390604.402157, 1
1551390604.505335, 2
1551390604.598635, 3
1551390604.693864, 0
1551390604.807754, 1
1551390604.977479, 2
1551390605.101287, 3
1551390605.201440, 0
1551390605.311202, 1
1551390605.456611, 2
1551390605.581870, 3
1551390605.705658, 0
1551390605.880915, 1
1551390606.057451, 2
1551390606.240186, 3
1551390606.390080, 0
1551390606.501221, 1
1551390606.642168, 2
1551390606.865635, 3
1551390607.021939, 0
1551390607.202367, 1
1551390607.576994, 2
1551390607.682407, 3
1551390607.858291, 0
1551390608.012339, 1
