time,phase_from_reg,phase_for_plbck,plbck_pos
1548184054.940363, 0.000681, 0.000000, 0.000000
1548184055.033012, 0.935553, 0.000000, 0.000000
1548184055.121185, 0.000000, 0.000000, 0.000000
1548184055.189174, 0.000000, 0.000000, 0.000000
1548184055.266950, 0.000000, 0.000000, 0.000000
1548184055.409924, 0.000000, 0.000000, 0.000000
1548184055.522887, 0.000000, 0.000000, 0.000000
1548184055.671347, 0.000000, 0.000000, 0.000000
1548184055.784337, 0.000000, 0.000000, 0.000000
1548184055.900570, 0.000000, 0.000000, 0.000000
1548184056.092922, 0.012753, 0.000000, 0.000000
1548184056.189138, 2.111209, 0.000000, 0.000000
1548184056.291488, 3.622287, 0.000000, 0.000000
1548184056.399695, 5.699016, 0.000000, 0.000000
1548184056.511471, 7.591925, 0.000000, 0.000000
1548184056.619438, 9.268371, 0.000000, 0.000000
1548184056.742113, 11.132042, 0.000000, 0.000000
1548184056.879392, 13.170170, 0.000000, 0.000000
1548184056.978317, 14.581988, 0.000000, 0.000000
1548184057.077482, 15.939958, 0.000000, 0.000000
1548184057.179679, 17.460061, 0.000000, 0.000000
1548184057.276590, 18.977341, 0.000000, 0.000000
1548184057.401711, 20.228554, 0.000000, 0.000000
1548184057.495524, 21.526900, 0.000000, 0.000000
1548184057.605321, 23.094650, 0.000000, 0.000000
1548184057.708637, 24.919379, 0.000000, 0.000000
1548184057.803503, 26.005609, 0.000000, 0.000000
1548184057.913280, 27.488920, 0.000000, 0.000000
1548184058.013056, 28.861178, 1.372259, 1.372259
1548184058.151575, 30.509188, 3.020268, 3.020268
1548184058.236111, 31.952845, 4.463926, 4.463926
1548184058.361745, 33.650519, 6.161599, 6.161599
1548184058.503376, 35.265682, 7.776762, 7.776762
1548184058.649536, 37.005906, 9.516987, 9.516987
1548184058.788358, 38.609576, 11.120656, 11.120656
1548184058.911744, 40.455741, 12.966821, 12.966821
1548184059.039200, 42.174447, 14.685528, 14.685528
1548184059.142308, 44.047754, 16.558834, 16.558834
1548184059.235049, 45.962011, 18.473091, 18.473091
1548184059.332714, 48.487213, 20.998294, 20.998294
1548184059.428381, 50.813909, 23.324989, 23.324989
1548184059.538851, 52.683009, 25.194089, 25.194089
1548184059.661243, 54.697444, 27.208525, 27.208525
1548184059.747771, 56.479247, 28.990327, 28.990327
1548184059.882097, 57.940117, 30.451197, 30.451197
1548184060.033970, 59.278006, 31.789087, 31.789087
1548184060.181956, 60.712683, 33.223763, 33.223763
1548184060.314255, 62.397529, 34.908609, 34.908609
1548184060.440444, 64.078785, 36.589866, 36.589866
1548184060.571997, 65.813994, 38.325075, 38.325075
1548184060.663653, 66.703018, 39.214098, 39.214098
1548184060.802067, 67.977118, 40.488199, 40.488199
1548184060.930278, 70.081822, 42.592902, 42.592902
1548184061.034846, 71.544573, 44.055653, 44.055653
1548184061.180240, 72.816179, 45.327260, 45.327260
1548184061.263508, 73.222751, 45.733831, 45.733831
1548184061.425872, 73.866519, 46.377599, 46.377599
1548184061.639629, 69.115038, 41.626119, 46.377599
1548184061.824606, 69.163252, 41.674332, 46.377599
1548184062.033901, 69.163560, 41.674641, 46.377599
1548184062.270996, 69.163560, 41.674641, 46.377599
1548184062.537995, 69.163564, 41.674644, 46.377599
1548184062.784951, 69.163564, 41.674644, 46.377599
1548184063.109204, 71.667176, 44.178256, 46.377599
1548184063.467561, 74.508062, 47.019142, 47.019142
1548184063.711165, 77.057411, 49.568491, 49.568491
1548184063.924880, 79.753615, 52.264696, 52.264696
1548184064.169870, 87.964594, 60.475675, 60.475675
1548184064.486918, 87.964594, 60.475675, 60.475675
1548184064.727543, 87.970705, 60.481786, 60.481786
1548184064.985977, 88.600876, 61.111956, 61.111956
1548184065.298755, 90.520192, 63.031272, 63.031272
1548184065.488556, 90.520192, 63.031272, 63.031272
1548184065.650133, 93.114916, 65.625996, 65.625996
1548184065.856418, 95.743765, 68.254845, 68.254845
1548184066.084475, 98.310194, 70.821274, 70.821274
1548184066.308805, 99.442998, 71.954078, 71.954078
