time,phase_from_reg,phase_for_plbck,plbck_pos
1551365896.733733, 0.093841, 0.000000, 0.000000
1551365896.853963, 1.118834, 0.000000, 0.000000
1551365896.933130, 0.000000, 0.000000, 0.000000
1551365897.008535, 2.875060, 0.000000, 0.000000
1551365897.046640, 5.566019, 0.000000, 0.000000
1551365897.128546, 5.841406, 0.000000, 0.000000
1551365897.225974, 6.146855, 0.000000, 0.000000
1551365897.321032, 6.146855, 0.000000, 0.000000
1551365897.478317, 6.717915, 0.000000, 0.000000
1551365897.524503, 6.717918, 0.000000, 0.000000
1551365897.606445, 6.717918, 0.000000, 0.000000
1551365897.685936, 6.717918, 0.000000, 0.000000
1551365897.775804, 8.416345, 0.000000, 0.000000
1551365897.863690, 9.665734, 0.000000, 0.000000
1551365897.932651, 11.835908, 0.000000, 0.000000
1551365898.003800, 13.534508, 0.000000, 0.000000
1551365898.080316, 15.274849, 0.000000, 0.000000
1551365898.157940, 17.338062, 0.000000, 0.000000
1551365898.244825, 19.045864, 0.000000, 0.000000
1551365898.330971, 20.512650, 0.000000, 0.000000
1551365898.410193, 21.936205, 0.000000, 0.000000
1551365898.484345, 23.417071, 0.000000, 0.000000
1551365898.579058, 24.880014, 0.000000, 0.000000
1551365898.659356, 26.255177, 0.000000, 0.000000
1551365898.745156, 27.593149, 0.000000, 0.000000
1551365898.827513, 29.106494, 0.000000, 0.000000
1551365898.902583, 30.527213, 0.000000, 0.000000
1551365898.997937, 31.841828, 0.000000, 0.000000
1551365899.075943, 33.109242, 0.000000, 0.000000
1551365899.150004, 34.457007, 0.000000, 0.000000
1551365899.259303, 36.022531, 0.000000, 0.000000
1551365899.348992, 37.512605, 0.000000, 0.000000
1551365899.440778, 38.766964, 0.000000, 0.000000
1551365899.525214, 40.226727, 0.000000, 0.000000
1551365899.621886, 41.673897, 0.000000, 0.000000
1551365899.729506, 43.217750, 0.000000, 0.000000
1551365899.799491, 44.593922, 0.000000, 0.000000
1551365899.908087, 46.118900, 0.000000, 0.000000
1551365899.997922, 47.797234, 0.000000, 0.000000
1551365900.114503, 49.353701, 0.000000, 0.000000
1551365900.192588, 50.777815, 1.424114, 1.424114
1551365900.276531, 52.330299, 2.976598, 2.976598
1551365900.362033, 54.029862, 4.676161, 4.676161
1551365900.447323, 55.664404, 6.310703, 6.310703
1551365900.532398, 57.472534, 8.118833, 8.118833
1551365900.608641, 59.048335, 9.694634, 9.694634
1551365900.699353, 61.004959, 11.651258, 11.651258
1551365900.775845, 62.448456, 13.094755, 13.094755
1551365900.856812, 64.028887, 14.675186, 14.675186
1551365900.964610, 65.332157, 15.978456, 15.978456
1551365901.104934, 66.520240, 17.166539, 17.166539
1551365901.164081, 67.821947, 18.468246, 18.468246
1551365901.258155, 69.073522, 19.719821, 19.719821
1551365901.351884, 70.355378, 21.001677, 21.001677
1551365901.517896, 72.000069, 22.646368, 22.646368
1551365901.561577, 73.508897, 24.155196, 24.155196
1551365901.666894, 75.532664, 26.178963, 26.178963
1551365901.781435, 77.400928, 28.047227, 28.047227
1551365901.884241, 78.839054, 29.485353, 29.485353
1551365901.988097, 80.347653, 30.993952, 30.993952
1551365902.086709, 81.887410, 32.533709, 32.533709
1551365902.168091, 83.358719, 34.005018, 34.005018
1551365902.263548, 85.032003, 35.678302, 35.678302
1551365902.362191, 86.686848, 37.333147, 37.333147
1551365902.452041, 88.591047, 39.237346, 39.237346
1551365902.525067, 90.325718, 40.972017, 40.972017
1551365902.625969, 92.241010, 42.887309, 42.887309
1551365902.754558, 93.888269, 44.534568, 44.534568
1551365902.887731, 95.629480, 46.275779, 46.275779
1551365902.958792, 96.921309, 47.567608, 47.567608
1551365903.040521, 97.783012, 48.429311, 48.429311
1551365903.142145, 99.756459, 50.402758, 50.402758
1551365903.229225, 101.236017, 51.882316, 51.882316
1551365903.363374, 103.758210, 54.404509, 54.404509
1551365903.458094, 106.624497, 57.270796, 57.270796
1551365903.563913, 106.814150, 57.460449, 57.460449
1551365903.626963, 106.814150, 57.460449, 57.460449
1551365903.722896, 106.964284, 57.610583, 57.610583
1551365903.841501, 108.311283, 58.957582, 58.957582
1551365903.910795, 108.484796, 59.131095, 59.131095
1551365904.009121, 109.960856, 60.607155, 60.607155
1551365904.099757, 110.980133, 61.626432, 61.626432
1551365904.205910, 112.871318, 63.517617, 63.517617
1551365904.327459, 113.097336, 63.743635, 63.743635
1551365904.474424, 113.129760, 63.776059, 63.776059
1551365904.502248, 113.129760, 63.776059, 63.776059
1551365904.537668, 113.668684, 64.314983, 64.314983
1551365904.692322, 114.139015, 64.785314, 64.785314
1551365904.781627, 115.044581, 65.690880, 65.690880
1551365904.880390, 115.912622, 66.558921, 66.558921
1551365905.004352, 116.687928, 67.334227, 67.334227
1551365905.070797, 117.743035, 68.389334, 68.389334
1551365905.155300, 119.253475, 69.899774, 69.899774
